food_raw,food_name,food_matched,food_id,drug_raw,drug_name,drug_id,verdict
K++Sorbitol,Potassium + Sorbitol (Almonds),potassium,22,ACE-I/K-SpDiuretics,captopril,198,LIT-confirmed
K++Sorbitol,Potassium + Sorbitol (Almonds),potassium,22,ACE-I/K-SpDiuretics,perindopril,988,LIT-confirmed
K++Sorbitol,Potassium + Sorbitol (Almonds),potassium,22,ACE-I/K-SpDiuretics,spironolactone,1201,LIT-confirmed
K++Sorbitol,Potassium + Sorbitol (Almonds),potassium,22,ACE-I/K-SpDiuretics,amiloride,50,LIT-confirmed
K++Sorbitol,Potassium + Sorbitol (Almonds),potassium,22,ACE-I/K-SpDiuretics,triamterene,1321,LIT-confirmed
K++Sorbitol,Potassium + Sorbitol (Almonds),potassium,22,SSRIs/MAOIs,phenelzine,994,DrugBank-text
K++Sorbitol,Potassium + Sorbitol (Almonds),potassium,22,SSRIs/MAOIs,tranylcypromine,1316,DrugBank-text
K++Sorbitol,Potassium + Sorbitol (Almonds),potassium,22,SSRIs/MAOIs,isocarboxazid,662,DrugBank-text
K++Sorbitol,Potassium + Sorbitol (Almonds),potassium,22,SSRIs/MAOIs,selegiline,1158,DrugBank-text
K++Sorbitol,Potassium + Sorbitol (Almonds),potassium,22,SSRIs/MAOIs,fluoxetine,541,DrugBank-text
K++Sorbitol,Potassium + Sorbitol (Almonds),potassium,22,SSRIs/MAOIs,sertraline,1166,DrugBank-text
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,Sildenafil/Nitrates,sildenafil,1168,LIT-confirmed
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,Sildenafil/Nitrates,t,1824,LIT-confirmed
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,Sildenafil/Nitrates,isosorbide mononitrate,665,LIT-confirmed
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,Sildenafil/Nitrates,nitroglycerin,900,LIT-confirmed
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,Insulin/Metformin/SGLT2,insulin,1615,PubMed-NLP
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,Insulin/Metformin/SGLT2,metformin,794,PubMed-NLP
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,Insulin/Metformin/SGLT2,empagliflozin,433,PubMed-NLP
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,Insulin/Metformin/SGLT2,dapagliflozin,322,PubMed-NLP
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,Insulin/Metformin/SGLT2,canagliflozin,190,PubMed-NLP
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,ACE-I/K-SpDiuretics,lisinopril,732,LIT-confirmed
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,ACE-I/K-SpDiuretics,enalapril,435,LIT-confirmed
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,ACE-I/K-SpDiuretics,ramipril,1092,LIT-confirmed
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,ACE-I/K-SpDiuretics,captopril,198,LIT-confirmed
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,ACE-I/K-SpDiuretics,perindopril,988,LIT-confirmed
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,ACE-I/K-SpDiuretics,spironolactone,1201,LIT-confirmed
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,ACE-I/K-SpDiuretics,amiloride,50,LIT-confirmed
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,ACE-I/K-SpDiuretics,triamterene,1321,LIT-confirmed
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,CyclospIsotrRetinStatins,cyclosporine,306,LIT-confirmed
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,CyclospIsotrRetinStatins,isotretinoin,666,LIT-confirmed
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,CyclospIsotrRetinStatins,simvastatin,1174,LIT-confirmed
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,SSRIs/MAOIs,phenelzine,994,DrugBank-text
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,SSRIs/MAOIs,tranylcypromine,1316,DrugBank-text
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,SSRIs/MAOIs,isocarboxazid,662,DrugBank-text
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,SSRIs/MAOIs,selegiline,1158,DrugBank-text
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,SSRIs/MAOIs,fluoxetine,541,DrugBank-text
DoubleFriedLecithin,Double-Fried Lecithin (Almond Paste),soy lecithin,189,SSRIs/MAOIs,sertraline,1166,DrugBank-text
Crocin+Safranal,Crocin + Safranal (Saffron),crocin,454,ACE-I/K-SpDiuretics,lisinopril,732,PubMed-NLP
Crocin+Safranal,Crocin + Safranal (Saffron),crocin,454,ACE-I/K-SpDiuretics,enalapril,435,PubMed-NLP
Crocin+Safranal,Crocin + Safranal (Saffron),crocin,454,ACE-I/K-SpDiuretics,ramipril,1092,PubMed-NLP
Crocin+Safranal,Crocin + Safranal (Saffron),crocin,454,ACE-I/K-SpDiuretics,captopril,198,PubMed-NLP
Crocin+Safranal,Crocin + Safranal (Saffron),crocin,454,ACE-I/K-SpDiuretics,perindopril,988,PubMed-NLP
Crocin+Safranal,Crocin + Safranal (Saffron),crocin,454,ACE-I/K-SpDiuretics,spironolactone,1201,PubMed-NLP
Crocin+Safranal,Crocin + Safranal (Saffron),crocin,454,ACE-I/K-SpDiuretics,amiloride,50,PubMed-NLP
Crocin+Safranal,Crocin + Safranal (Saffron),crocin,454,ACE-I/K-SpDiuretics,triamterene,1321,PubMed-NLP
Linalool+Geraniol,Linalool + Geraniol (Orange Blossom / Rose Water),linalool,194,Insulin/Metformin/SGLT2,insulin,1615,PubMed-NLP
Linalool+Geraniol,Linalool + Geraniol (Orange Blossom / Rose Water),linalool,194,Insulin/Metformin/SGLT2,metformin,794,PubMed-NLP
Linalool+Geraniol,Linalool + Geraniol (Orange Blossom / Rose Water),linalool,194,Insulin/Metformin/SGLT2,empagliflozin,433,PubMed-NLP
Linalool+Geraniol,Linalool + Geraniol (Orange Blossom / Rose Water),linalool,194,Insulin/Metformin/SGLT2,dapagliflozin,322,PubMed-NLP
Linalool+Geraniol,Linalool + Geraniol (Orange Blossom / Rose Water),linalool,194,Insulin/Metformin/SGLT2,canagliflozin,190,PubMed-NLP
Resveratrol+PACs,Resveratrol+PACs,UNMATCHED,—,Aspirin/Clopidogrel/NSAIDs,aspirin,1469,PubMed-NLP
Resveratrol+PACs,Resveratrol+PACs,UNMATCHED,—,Aspirin/Clopidogrel/NSAIDs,clopidogrel,278,PubMed-NLP
Resveratrol+PACs,Resveratrol+PACs,UNMATCHED,—,Aspirin/Clopidogrel/NSAIDs,nsaid,1609,PubMed-NLP
Resveratrol+PACs,Resveratrol+PACs,UNMATCHED,—,Aspirin/Clopidogrel/NSAIDs,ibuprofen,618,PubMed-NLP
Resveratrol+PACs,Resveratrol+PACs,UNMATCHED,—,Aspirin/Clopidogrel/NSAIDs,naproxen,872,PubMed-NLP
Resveratrol+PACs,Resveratrol+PACs,UNMATCHED,—,Cyclosporine/Isotretinoin/Statins,cyclosporine,306,DrugBank-named
Resveratrol+PACs,Resveratrol+PACs,UNMATCHED,—,Cyclosporine/Isotretinoin/Statins,isotretinoin,666,DrugBank-named
Resveratrol+PACs,Resveratrol+PACs,UNMATCHED,—,Cyclosporine/Isotretinoin/Statins,statins,1772,DrugBank-named
Resveratrol+PACs,Resveratrol+PACs,UNMATCHED,—,Insulin/Metformin/SGLT2,insulin,1615,PubMed-NLP
Resveratrol+PACs,Resveratrol+PACs,UNMATCHED,—,Insulin/Metformin/SGLT2,metformin,794,PubMed-NLP
Resveratrol+PACs,Resveratrol+PACs,UNMATCHED,—,Insulin/Metformin/SGLT2,empagliflozin,433,PubMed-NLP
Resveratrol+PACs,Resveratrol+PACs,UNMATCHED,—,Insulin/Metformin/SGLT2,dapagliflozin,322,PubMed-NLP
Resveratrol+PACs,Resveratrol+PACs,UNMATCHED,—,Insulin/Metformin/SGLT2,canagliflozin,190,PubMed-NLP
Benzaldehyde,Benzaldehyde,benzaldehyde,1399,Aspirin/Clopidogrel/NSAIDs,aspirin,1469,PubMed-NLP
Benzaldehyde,Benzaldehyde,benzaldehyde,1399,Aspirin/Clopidogrel/NSAIDs,clopidogrel,278,PubMed-NLP
Benzaldehyde,Benzaldehyde,benzaldehyde,1399,Aspirin/Clopidogrel/NSAIDs,nsaid,1609,PubMed-NLP
Benzaldehyde,Benzaldehyde,benzaldehyde,1399,Aspirin/Clopidogrel/NSAIDs,ibuprofen,618,PubMed-NLP
Benzaldehyde,Benzaldehyde,benzaldehyde,1399,Aspirin/Clopidogrel/NSAIDs,naproxen,872,PubMed-NLP
Benzaldehyde,Benzaldehyde,benzaldehyde,1399,Cyclosporine/Isotretinoin/Statins,cyclosporine,306,PubMed-NLP
Benzaldehyde,Benzaldehyde,benzaldehyde,1399,Cyclosporine/Isotretinoin/Statins,isotretinoin,666,PubMed-NLP
Benzaldehyde,Benzaldehyde,benzaldehyde,1399,Cyclosporine/Isotretinoin/Statins,statins,1772,PubMed-NLP
Albumin+Choline,Albumin+Choline,choline,579,Cyclosporine/Isotretinoin/Statins,cyclosporine,306,PubMed-NLP
Albumin+Choline,Albumin+Choline,choline,579,Cyclosporine/Isotretinoin/Statins,isotretinoin,666,PubMed-NLP
Albumin+Choline,Albumin+Choline,choline,579,Cyclosporine/Isotretinoin/Statins,statins,1772,PubMed-NLP
Sucrose+Fructose+Glucose,Sucrose+Fructose+Glucose,sucrose,340,Aspirin/Clopidogrel/NSAIDs,aspirin,1469,PubMed-NLP
Sucrose+Fructose+Glucose,Sucrose+Fructose+Glucose,sucrose,340,Aspirin/Clopidogrel/NSAIDs,clopidogrel,278,PubMed-NLP
Sucrose+Fructose+Glucose,Sucrose+Fructose+Glucose,sucrose,340,Aspirin/Clopidogrel/NSAIDs,nsaid,1609,PubMed-NLP
Sucrose+Fructose+Glucose,Sucrose+Fructose+Glucose,sucrose,340,Aspirin/Clopidogrel/NSAIDs,ibuprofen,618,PubMed-NLP
Sucrose+Fructose+Glucose,Sucrose+Fructose+Glucose,sucrose,340,Aspirin/Clopidogrel/NSAIDs,naproxen,872,PubMed-NLP
Sucrose+Fructose+Glucose,Sucrose+Fructose+Glucose,sucrose,340,Cyclosporine/Isotretinoin/Statins,cyclosporine,306,DrugBank-named
Sucrose+Fructose+Glucose,Sucrose+Fructose+Glucose,sucrose,340,Cyclosporine/Isotretinoin/Statins,isotretinoin,666,DrugBank-named
Sucrose+Fructose+Glucose,Sucrose+Fructose+Glucose,sucrose,340,Cyclosporine/Isotretinoin/Statins,statins,1772,DrugBank-named
Sucrose+Fructose+Glucose,Sucrose+Fructose+Glucose,sucrose,340,Insulin/Metformin/SGLT2,insulin,1615,DrugBank-text
Sucrose+Fructose+Glucose,Sucrose+Fructose+Glucose,sucrose,340,Insulin/Metformin/SGLT2,metformin,794,DrugBank-text
Sucrose+Fructose+Glucose,Sucrose+Fructose+Glucose,sucrose,340,Insulin/Metformin/SGLT2,empagliflozin,433,DrugBank-text
Sucrose+Fructose+Glucose,Sucrose+Fructose+Glucose,sucrose,340,Insulin/Metformin/SGLT2,dapagliflozin,322,DrugBank-text
Sucrose+Fructose+Glucose,Sucrose+Fructose+Glucose,sucrose,340,Insulin/Metformin/SGLT2,canagliflozin,190,DrugBank-text
LipidCoatedStarch,LipidCoatedStarch,"glycerophospholipids, cephalins",666,Metformin/Insulin,metformin,794,DrugBank-text
LipidCoatedStarch,LipidCoatedStarch,"glycerophospholipids, cephalins",666,Metformin/Insulin,insulin,1615,DrugBank-text
LipidCoatedStarch,LipidCoatedStarch,"glycerophospholipids, cephalins",666,ACE-I/K-SpDiuretics,lisinopril,732,DrugBank-text
LipidCoatedStarch,LipidCoatedStarch,"glycerophospholipids, cephalins",666,ACE-I/K-SpDiuretics,enalapril,435,DrugBank-text
LipidCoatedStarch,LipidCoatedStarch,"glycerophospholipids, cephalins",666,ACE-I/K-SpDiuretics,ramipril,1092,DrugBank-text
LipidCoatedStarch,LipidCoatedStarch,"glycerophospholipids, cephalins",666,ACE-I/K-SpDiuretics,captopril,198,DrugBank-text
LipidCoatedStarch,LipidCoatedStarch,"glycerophospholipids, cephalins",666,ACE-I/K-SpDiuretics,perindopril,988,DrugBank-text
LipidCoatedStarch,LipidCoatedStarch,"glycerophospholipids, cephalins",666,ACE-I/K-SpDiuretics,spironolactone,1201,DrugBank-text
LipidCoatedStarch,LipidCoatedStarch,"glycerophospholipids, cephalins",666,ACE-I/K-SpDiuretics,amiloride,50,DrugBank-text
LipidCoatedStarch,LipidCoatedStarch,"glycerophospholipids, cephalins",666,ACE-I/K-SpDiuretics,triamterene,1321,DrugBank-text
LipidCoatedStarch,LipidCoatedStarch,"glycerophospholipids, cephalins",666,Benzodiazepines,diazepam,363,DrugBank-text
LipidCoatedStarch,LipidCoatedStarch,"glycerophospholipids, cephalins",666,Benzodiazepines,alprazolam,42,DrugBank-text
LipidCoatedStarch,LipidCoatedStarch,"glycerophospholipids, cephalins",666,Benzodiazepines,lorazepam,742,DrugBank-text
LipidCoatedStarch,LipidCoatedStarch,"glycerophospholipids, cephalins",666,AcidLabileDrugs/EntericCoat,omeprazole,924,DrugBank-text
LipidCoatedStarch,LipidCoatedStarch,"glycerophospholipids, cephalins",666,AcidLabileDrugs/EntericCoat,lansoprazole,690,DrugBank-text
LipidCoatedStarch,LipidCoatedStarch,"glycerophospholipids, cephalins",666,AcidLabileDrugs/EntericCoat,erythromycin,456,DrugBank-text
LipidCoatedStarch,LipidCoatedStarch,"glycerophospholipids, cephalins",666,AcidLabileDrugs/EntericCoat,clarithromycin,263,DrugBank-text
LipidCoatedStarch,LipidCoatedStarch,"glycerophospholipids, cephalins",666,AcidLabileDrugs/EntericCoat,azithromycin,112,DrugBank-text
K++InsolFiber,Potassium + Insoluble Fiber,fiber,10,Metformin/Insulin,metformin,794,PubMed-NLP
K++InsolFiber,Potassium + Insoluble Fiber,fiber,10,Metformin/Insulin,insulin,1615,PubMed-NLP
K++InsolFiber,Potassium + Insoluble Fiber,fiber,10,ACE-I/K-SpDiuretics,lisinopril,732,LIT-confirmed
K++InsolFiber,Potassium + Insoluble Fiber,fiber,10,ACE-I/K-SpDiuretics,enalapril,435,LIT-confirmed
K++InsolFiber,Potassium + Insoluble Fiber,fiber,10,ACE-I/K-SpDiuretics,ramipril,1092,LIT-confirmed
K++InsolFiber,Potassium + Insoluble Fiber,fiber,10,ACE-I/K-SpDiuretics,captopril,198,LIT-confirmed
K++InsolFiber,Potassium + Insoluble Fiber,fiber,10,ACE-I/K-SpDiuretics,perindopril,988,LIT-confirmed
K++InsolFiber,Potassium + Insoluble Fiber,fiber,10,ACE-I/K-SpDiuretics,spironolactone,1201,LIT-confirmed
K++InsolFiber,Potassium + Insoluble Fiber,fiber,10,ACE-I/K-SpDiuretics,amiloride,50,LIT-confirmed
K++InsolFiber,Potassium + Insoluble Fiber,fiber,10,ACE-I/K-SpDiuretics,triamterene,1321,LIT-confirmed
K++InsolFiber,Potassium + Insoluble Fiber,fiber,10,Benzodiazepines,diazepam,363,LIT-confirmed
K++InsolFiber,Potassium + Insoluble Fiber,fiber,10,Benzodiazepines,alprazolam,42,LIT-confirmed
K++InsolFiber,Potassium + Insoluble Fiber,fiber,10,Benzodiazepines,lorazepam,742,LIT-confirmed
NaHCO3+CO2,Sodium Bicarbonate + CO₂,sodium,25,Metformin/Insulin,metformin,794,DrugBank-text
NaHCO3+CO2,Sodium Bicarbonate + CO₂,sodium,25,Metformin/Insulin,insulin,1615,DrugBank-text
NaHCO3+CO2,Sodium Bicarbonate + CO₂,sodium,25,ACE-I/K-SpDiuretics,lisinopril,732,LIT-confirmed
NaHCO3+CO2,Sodium Bicarbonate + CO₂,sodium,25,ACE-I/K-SpDiuretics,enalapril,435,LIT-confirmed
NaHCO3+CO2,Sodium Bicarbonate + CO₂,sodium,25,ACE-I/K-SpDiuretics,ramipril,1092,LIT-confirmed
NaHCO3+CO2,Sodium Bicarbonate + CO₂,sodium,25,ACE-I/K-SpDiuretics,captopril,198,LIT-confirmed
NaHCO3+CO2,Sodium Bicarbonate + CO₂,sodium,25,ACE-I/K-SpDiuretics,perindopril,988,LIT-confirmed
NaHCO3+CO2,Sodium Bicarbonate + CO₂,sodium,25,ACE-I/K-SpDiuretics,spironolactone,1201,LIT-confirmed
NaHCO3+CO2,Sodium Bicarbonate + CO₂,sodium,25,ACE-I/K-SpDiuretics,amiloride,50,LIT-confirmed
NaHCO3+CO2,Sodium Bicarbonate + CO₂,sodium,25,ACE-I/K-SpDiuretics,triamterene,1321,LIT-confirmed
NaHCO3+CO2,Sodium Bicarbonate + CO₂,sodium,25,Benzodiazepines,diazepam,363,DrugBank-text
NaHCO3+CO2,Sodium Bicarbonate + CO₂,sodium,25,Benzodiazepines,alprazolam,42,DrugBank-text
NaHCO3+CO2,Sodium Bicarbonate + CO₂,sodium,25,Benzodiazepines,lorazepam,742,DrugBank-text
NaHCO3+CO2,Sodium Bicarbonate + CO₂,sodium,25,AcidLabileDrugs/EntericCoat,omeprazole,924,DrugBank-text
NaHCO3+CO2,Sodium Bicarbonate + CO₂,sodium,25,AcidLabileDrugs/EntericCoat,lansoprazole,690,DrugBank-text
NaHCO3+CO2,Sodium Bicarbonate + CO₂,sodium,25,AcidLabileDrugs/EntericCoat,erythromycin,456,DrugBank-text
NaHCO3+CO2,Sodium Bicarbonate + CO₂,sodium,25,AcidLabileDrugs/EntericCoat,clarithromycin,263,DrugBank-text
NaHCO3+CO2,Sodium Bicarbonate + CO₂,sodium,25,AcidLabileDrugs/EntericCoat,azithromycin,112,DrugBank-text
Pyrodextrins+InsolFiber,Pyrodextrins+InsolFiber,dextrin,1000,NTI-Drugs/Lithium/Digoxin,warfarin,1396,LIT-confirmed
Pyrodextrins+InsolFiber,Pyrodextrins+InsolFiber,dextrin,1000,NTI-Drugs/Lithium/Digoxin,digoxin,378,LIT-confirmed
Pyrodextrins+InsolFiber,Pyrodextrins+InsolFiber,dextrin,1000,NTI-Drugs/Lithium/Digoxin,lithium,1475,LIT-confirmed
Pyrodextrins+InsolFiber,Pyrodextrins+InsolFiber,dextrin,1000,NTI-Drugs/Lithium/Digoxin,levothyroxine,722,LIT-confirmed
Pyrodextrins+InsolFiber,Pyrodextrins+InsolFiber,dextrin,1000,NTI-Drugs/Lithium/Digoxin,phenytoin,1004,LIT-confirmed
K+_DatePaste1kg,Potassium (Date Paste — High Load),potassium,22,Metformin/Insulin/SGLT2,metformin,794,PubMed-NLP
K+_DatePaste1kg,Potassium (Date Paste — High Load),potassium,22,Metformin/Insulin/SGLT2,insulin,1615,PubMed-NLP
K+_DatePaste1kg,Potassium (Date Paste — High Load),potassium,22,Metformin/Insulin/SGLT2,empagliflozin,433,PubMed-NLP
K+_DatePaste1kg,Potassium (Date Paste — High Load),potassium,22,Metformin/Insulin/SGLT2,dapagliflozin,322,PubMed-NLP
K+_DatePaste1kg,Potassium (Date Paste — High Load),potassium,22,Metformin/Insulin/SGLT2,canagliflozin,190,PubMed-NLP
K+_DatePaste1kg,Potassium (Date Paste — High Load),potassium,22,ACE-I/K-SpDiuretics/CKD,lisinopril,732,LIT-confirmed
K+_DatePaste1kg,Potassium (Date Paste — High Load),potassium,22,ACE-I/K-SpDiuretics/CKD,enalapril,435,LIT-confirmed
K+_DatePaste1kg,Potassium (Date Paste — High Load),potassium,22,ACE-I/K-SpDiuretics/CKD,ramipril,1092,LIT-confirmed
K+_DatePaste1kg,Potassium (Date Paste — High Load),potassium,22,ACE-I/K-SpDiuretics/CKD,captopril,198,LIT-confirmed
K+_DatePaste1kg,Potassium (Date Paste — High Load),potassium,22,ACE-I/K-SpDiuretics/CKD,perindopril,988,LIT-confirmed
K+_DatePaste1kg,Potassium (Date Paste — High Load),potassium,22,ACE-I/K-SpDiuretics/CKD,spironolactone,1201,LIT-confirmed
K+_DatePaste1kg,Potassium (Date Paste — High Load),potassium,22,ACE-I/K-SpDiuretics/CKD,amiloride,50,LIT-confirmed
K+_DatePaste1kg,Potassium (Date Paste — High Load),potassium,22,ACE-I/K-SpDiuretics/CKD,triamterene,1321,LIT-confirmed
K+_DatePaste1kg,Potassium (Date Paste — High Load),potassium,22,Statins/Cyclosporine/Isotretinoin,statins,1772,DrugBank-named
K+_DatePaste1kg,Potassium (Date Paste — High Load),potassium,22,Statins/Cyclosporine/Isotretinoin,cyclosporine,306,DrugBank-named
K+_DatePaste1kg,Potassium (Date Paste — High Load),potassium,22,Statins/Cyclosporine/Isotretinoin,isotretinoin,666,DrugBank-named
K+_DatePaste1kg,Potassium (Date Paste — High Load),potassium,22,Statins/Cyclosporine/Isotretinoin,simvastatin,1174,DrugBank-named
K+_DatePaste1kg,Potassium (Date Paste — High Load),potassium,22,NTI-Drugs/Lithium/Digoxin,warfarin,1396,DrugBank-named
K+_DatePaste1kg,Potassium (Date Paste — High Load),potassium,22,NTI-Drugs/Lithium/Digoxin,digoxin,378,DrugBank-named
K+_DatePaste1kg,Potassium (Date Paste — High Load),potassium,22,NTI-Drugs/Lithium/Digoxin,lithium,1475,DrugBank-named
K+_DatePaste1kg,Potassium (Date Paste — High Load),potassium,22,NTI-Drugs/Lithium/Digoxin,levothyroxine,722,DrugBank-named
K+_DatePaste1kg,Potassium (Date Paste — High Load),potassium,22,NTI-Drugs/Lithium/Digoxin,phenytoin,1004,DrugBank-named
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,Metformin/Insulin/SGLT2,metformin,794,DrugBank-text
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,Metformin/Insulin/SGLT2,insulin,1615,DrugBank-text
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,Metformin/Insulin/SGLT2,empagliflozin,433,DrugBank-text
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,Metformin/Insulin/SGLT2,dapagliflozin,322,DrugBank-text
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,Metformin/Insulin/SGLT2,canagliflozin,190,DrugBank-text
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,ACE-I/K-SpDiuretics/CKD,lisinopril,732,DrugBank-text
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,ACE-I/K-SpDiuretics/CKD,enalapril,435,DrugBank-text
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,ACE-I/K-SpDiuretics/CKD,ramipril,1092,DrugBank-text
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,ACE-I/K-SpDiuretics/CKD,captopril,198,DrugBank-text
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,ACE-I/K-SpDiuretics/CKD,perindopril,988,DrugBank-text
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,ACE-I/K-SpDiuretics/CKD,spironolactone,1201,DrugBank-text
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,ACE-I/K-SpDiuretics/CKD,amiloride,50,DrugBank-text
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,ACE-I/K-SpDiuretics/CKD,triamterene,1321,DrugBank-text
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,Statins/Cyclosporine/Isotretinoin,statins,1772,LIT-confirmed
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,Statins/Cyclosporine/Isotretinoin,cyclosporine,306,LIT-confirmed
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,Statins/Cyclosporine/Isotretinoin,isotretinoin,666,LIT-confirmed
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,Statins/Cyclosporine/Isotretinoin,simvastatin,1174,LIT-confirmed
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,Orlistat,orlistat,929,LIT-confirmed
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,NTI-Drugs/Lithium/Digoxin,warfarin,1396,DrugBank-text
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,NTI-Drugs/Lithium/Digoxin,digoxin,378,DrugBank-text
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,NTI-Drugs/Lithium/Digoxin,lithium,1475,DrugBank-text
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,NTI-Drugs/Lithium/Digoxin,levothyroxine,722,DrugBank-text
ButterGrainEncap250g,Butter + Grain Starch,sheabutter,324,NTI-Drugs/Lithium/Digoxin,phenytoin,1004,DrugBank-text
Honey200g,Honey,honey,177,Metformin/Insulin/SGLT2,metformin,794,LIT-confirmed
Honey200g,Honey,honey,177,Metformin/Insulin/SGLT2,insulin,1615,LIT-confirmed
Honey200g,Honey,honey,177,Metformin/Insulin/SGLT2,empagliflozin,433,LIT-confirmed
Honey200g,Honey,honey,177,Metformin/Insulin/SGLT2,dapagliflozin,322,LIT-confirmed
Honey200g,Honey,honey,177,Metformin/Insulin/SGLT2,canagliflozin,190,LIT-confirmed
Honey200g,Honey,honey,177,ACE-I/K-SpDiuretics/CKD,lisinopril,732,DrugBank-text
Honey200g,Honey,honey,177,ACE-I/K-SpDiuretics/CKD,enalapril,435,DrugBank-text
Honey200g,Honey,honey,177,ACE-I/K-SpDiuretics/CKD,ramipril,1092,DrugBank-text
Honey200g,Honey,honey,177,ACE-I/K-SpDiuretics/CKD,captopril,198,DrugBank-text
Honey200g,Honey,honey,177,ACE-I/K-SpDiuretics/CKD,perindopril,988,DrugBank-text
Honey200g,Honey,honey,177,ACE-I/K-SpDiuretics/CKD,spironolactone,1201,DrugBank-text
Honey200g,Honey,honey,177,ACE-I/K-SpDiuretics/CKD,amiloride,50,DrugBank-text
Honey200g,Honey,honey,177,ACE-I/K-SpDiuretics/CKD,triamterene,1321,DrugBank-text
Honey200g,Honey,honey,177,Statins/Cyclosporine/Isotretinoin,statins,1772,LIT-confirmed
Honey200g,Honey,honey,177,Statins/Cyclosporine/Isotretinoin,cyclosporine,306,LIT-confirmed
Honey200g,Honey,honey,177,Statins/Cyclosporine/Isotretinoin,isotretinoin,666,LIT-confirmed
Honey200g,Honey,honey,177,Statins/Cyclosporine/Isotretinoin,simvastatin,1174,LIT-confirmed
Honey200g,Honey,honey,177,Orlistat,orlistat,929,DrugBank-text
WalnutALA+Ellagitannins,WalnutALA+Ellagitannins,alpha-linolenic acid,1049,Metformin/Insulin/SGLT2,metformin,794,PubMed-NLP
WalnutALA+Ellagitannins,WalnutALA+Ellagitannins,alpha-linolenic acid,1049,Metformin/Insulin/SGLT2,insulin,1615,PubMed-NLP
WalnutALA+Ellagitannins,WalnutALA+Ellagitannins,alpha-linolenic acid,1049,Metformin/Insulin/SGLT2,empagliflozin,433,PubMed-NLP
WalnutALA+Ellagitannins,WalnutALA+Ellagitannins,alpha-linolenic acid,1049,Metformin/Insulin/SGLT2,dapagliflozin,322,PubMed-NLP
WalnutALA+Ellagitannins,WalnutALA+Ellagitannins,alpha-linolenic acid,1049,Metformin/Insulin/SGLT2,canagliflozin,190,PubMed-NLP
WalnutALA+Ellagitannins,WalnutALA+Ellagitannins,alpha-linolenic acid,1049,Aspirin/Clopidogrel/Warfarin,aspirin,1469,PubMed-NLP
