drug_id,drug_name
1397,Xanomeline
1398,Ximelagatran
1399,Yohimbine
1400,Zafirlukast
1401,Zalcitabine
1402,Zaleplon
1403,Zanubrutinib
1404,Zeaxanthin
1405,Ziconotide
1406,Zidovudine
1407,Zileuton
1408,Zinc
1409,Zinc acetate
1410,Zinc ascorbate
1411,Zinc citrate
1412,Zinc gluconate
1413,Zinc oxide
1414,Zinc sulfate
1415,"Zinc sulfate, unspecified form"
1416,Ziprasidone
1417,Zolmitriptan
1418,Zolpidem
1419,Zonisamide
1420,Zopiclone
1421,Zuclopenthixol
1422,Zuranolone
