brand_name,inn_raw,inn_normalized,pipeline_drug,match_type
GLUCOPACK,GLUCOSE MONOHYDRATE EXPRIME EN GLUCOSE ANHYDRE,glucose,glucose,exact
BIOHYDRATE,GLUCOSE MONOHYDRATE/CHLORURE DE SODIUM/CHLORURE DE POTASSIUM/GLUCONATE DE CALCIUM/CHLORURE DE MAGNESIUM,glucose/chlorure de sodium/chlorure de potassium/gluconate de calcium/chlorure de magnesium,,none
GLUCOPACK,GLUCOSE MONOHYDRATEE EXPRIME EN GLUCOSE ANHYDRE,glucose,glucose,exact
GLYCERINE LS ADULTE,GLYCEROL,glycerol,Glycerol,exact
GLYCERINE LS BEBE,GLYCEROL,glycerol,Glycerol,exact
GLYCERINE LS ENFANT,GLYCEROL,glycerol,Glycerol,exact
GLYCERINE BEBES,GLYCEROL,glycerol,Glycerol,exact
GLYCERINE ENFANTS,GLYCEROL,glycerol,Glycerol,exact
GLYCERINE ADULTE,GLYCEROL,glycerol,Glycerol,exact
DEXERYL,GLYCEROL / VASELINE / PARAFFINE LIQUIDE,glycerol / vaseline / paraffine liquide,,none
URO 3000 GLYCOCOLLE AGUETTANT,GLYCOCOLLE,glycocolle,,none
ZOLADEX,GOSERELINE ACETATE EXPRIME EN GOSERELINE,gosereline,Goserelin,exact
FONGENAL,GRISEOFULVINE,griseofulvine,Griseofulvin,exact
FLUPEX,GUAIFENESINE (DCI) / BENZOATE DE SODIUM / TERPINE / EUCALYPTOL,guaifenesine (dci) / benzoate de sodium / terpine / eucalyptol,Guaifenesin,prefix
HALOPERIDOL GENERICLAB,HALOPERIDOL,haloperidol,Haloperidol,exact
ISOPERIDOL,HALOPERIDOL,haloperidol,Haloperidol,exact
HALOL,HALOPERIDOL,haloperidol,Haloperidol,exact
HALOPERIDOL,HALOPERIDOL,haloperidol,Haloperidol,exact
HALDOL,HALOPERIDOL,haloperidol,Haloperidol,exact
HALOPERIDOL BGL,HALOPERIDOL,haloperidol,Haloperidol,exact
HOLIT FORT,HALOPERIDOL,haloperidol,Haloperidol,exact
VILBAR,HALOPERIDOL,haloperidol,Haloperidol,exact
HADOL,HALOPERIDOL,haloperidol,Haloperidol,exact
SENORM 5,HALOPERIDOL,haloperidol,Haloperidol,exact
HALDOMEX,HALOPERIDOL,haloperidol,Haloperidol,exact
NEURALDOL,HALOPERIDOL,haloperidol,Haloperidol,exact
HALDOL DECANOAS,HALOPERIDOL** (SOUS FORME DE DECANOATE ),haloperidol** (sous forme de decanoate ),,none
HALOTHANE BP,HALOTHANE,halothane,Halothane,exact
DESOMEDINE,HEXAMIDINE (SOUS FORME DE DI-ISETHIONATE)**,hexamidine (sous forme de di-isethionate)**,,none
DAD MOUTH WASH,HEXETIDINE,hexetidine,Hexetidine,exact
ORALVEX,HEXETIDINE,hexetidine,Hexetidine,exact
GIVALEX,HEXETIDINE / SALICYLATE DE CHOLINE / CHLORBUTANOL HEMIHYDRATEE,hexetidine / salicylate de choline / chlorbutanole,Hexetidine,prefix
ISOFFINE,HUILE DE PARAFFINE LIQUIDE,huile de paraffine liquide,,none
LAXAFINE,HUILE DE PARAFFINE LIQUIDE,huile de paraffine liquide,,none
INTRALIPIDE 20%,HUILE DE SOJA PURIFIEE,huile de soja purifiee,,none
HYFRESH,HYALURONATE DE SODIUM,hyaluronate de sodium,,none
HYDROCORT,HYDROCORTISONE,hydrocortisone,Hydrocortisone,exact
HYDROCORTISONE ROUSSEL,HYDROCORTISONE,hydrocortisone,Hydrocortisone,exact
LOCOID,HYDROCORTISONE (SOUS FORME D'HYDROCORTISONE 17-BUTYRATE)**,hydrocortisone (sous forme d'hydrocortisone 17-butyrate)**,,none
EFFICORT LIPOPHILE,HYDROCORTISONE ACEPONATE,hydrocortisone aceponate,,none
EFFICORT HYDROPHILE,HYDROCORTISONE ACEPONATE,hydrocortisone aceponate,,none
ECZECORT,HYDROCORTISONE ACEPONATE,hydrocortisone aceponate,,none
LOCACORT,HYDROCORTISONE SOUS FORME DE HYDROCORTISONE 17-BUTYRATE,hydrocortisone sous forme de hydrocortisone 17-butyrate,,none
RAPICORT,HYDROCORTISONE SUCCINATE SODIQUE EXPRIME EN HYDROCORTISONE,hydrocortisone,Hydrocortisone,exact
VENOSMIL,HYDROSMINE,hydrosmine,,none
HYDREA,HYDROXYCARBAMIDE,hydroxycarbamide,,none
PLAQUENIL,HYDROXYCHLOROQUINE,hydroxychloroquine,Hydroxychloroquine,exact
XARIA,HYDROXYCHLOROQUINE SULFATE,hydroxychloroquine,Hydroxychloroquine,exact
HYSALOX,HYDROXYDE D'ALUMINIUM / HYDROXYDE DE MAGNESIUM,hydroxyde d'aluminium / hydroxyde de magnesium,,none
SAILOX,HYDROXYDE D'ALUMINIUM / HYDROXYDE DE MAGNESIUM,hydroxyde d'aluminium / hydroxyde de magnesium,,none
MAALOX MAUX D'ESTOMAC,HYDROXYDE D'ALUMINIUM / HYDROXYDE DE MAGNESIUM,hydroxyde d'aluminium / hydroxyde de magnesium,,none
FER 3+,HYDROXYDE FERRIQUE POLYMALTOSE EXPRIME EN FER FERRIQUE,fer ferrique,,none
FERRUM HAUSMANN,HYDROXYDE FERRIQUE POLYMALTOSE EXPRIME EN FER FERRIQUE,fer ferrique,,none
POLYFER,HYDROXYDE FERRIQUE POLYMALTOSE EXPRIME EN FER FERRIQUE,fer ferrique,,none
GEOFER,HYDROXYDE FERRIQUE POLYMALTOSE EXPRIME EN FER FERRIQUE,fer ferrique,,none
SELOFER-50,HYDROXYDE FERRIQUE POLYMALTOSE EXPRIME EN FER FERRIQUE,fer ferrique,,none
SELOFER-100,HYDROXYDE FERRIQUE POLYMALTOSE EXPRIME EN FER FERRIQUE,fer ferrique,,none
FERROCURE,HYDROXYDE FERRIQUE POLYMALTOSE EXPRIME EN FER FERRIQUE,fer ferrique,,none
COSMOFER,HYDROXYDE FERRIQUE POLYMALTOSE EXPRIME EN FER FERRIQUE,fer ferrique,,none
HYXYAH,HYDROXYZINE,hydroxyzine,Hydroxyzine,exact
ATARAX,HYDROXYZINE,hydroxyzine,Hydroxyzine,exact
CROXIZINE,HYDROXYZINE CHLORHYDRATE,hydroxyzine,Hydroxyzine,exact
HYDROXIL,HYDROXYZINE DICHLORHYDRATE,hydroxyzine dichlorhydrate,,none
DURRAX,HYDROXYZINE DICHLORHYDRATE,hydroxyzine dichlorhydrate,,none
DAKIN COOPER STABILISE,HYPOCHLORITE DE SODIUM,hypochlorite de sodium,,none
DAKIN RPP,HYPOCHLORITE DE SODIUM EXPRIME EN CHLORE ACTIF,chlore actif,,none
ARTELAC,HYPROMELLOSE,hypromellose,Hypromellose,exact
IMBRUVICA,Ibrutinib,ibrutinib,Ibrutinib,exact
ANTALFEN,IBUPROFENE,ibuprofene,Ibuprofen,exact
IBUPRFENE LDM,IBUPROFENE,ibuprofene,Ibuprofen,exact
IBUPROFAL,IBUPROFENE,ibuprofene,Ibuprofen,exact
LAMIFENE,IBUPROFENE,ibuprofene,Ibuprofen,exact
IBUFEN,IBUPROFENE,ibuprofene,Ibuprofen,exact
SAPOFEN,IBUPROFENE,ibuprofene,Ibuprofen,exact
SAPOFEN 600,IBUPROFENE,ibuprofene,Ibuprofen,exact
UPFEN,IBUPROFENE,ibuprofene,Ibuprofen,exact
NEUPREN,IBUPROFENE,ibuprofene,Ibuprofen,exact
XYDOL 400,IBUPROFENE,ibuprofene,Ibuprofen,exact
XYDOL 200,IBUPROFENE,ibuprofene,Ibuprofen,exact
XYDOL 600,IBUPROFENE,ibuprofene,Ibuprofen,exact
SAPBUFEN,IBUPROFENE,ibuprofene,Ibuprofen,exact
BUTAFEN,IBUPROFENE,ibuprofene,Ibuprofen,exact
BUTAFEN LP,IBUPROFENE,ibuprofene,Ibuprofen,exact
RUMIFEN,IBUPROFENE,ibuprofene,Ibuprofen,exact
CALMOFEN,IBUPROFENE,ibuprofene,Ibuprofen,exact
NARUFENE 2%,IBUPROFENE,ibuprofene,Ibuprofen,exact
HUBIFEN,IBUPROFENE,ibuprofene,Ibuprofen,exact
IBUPRANE,IBUPROFENE,ibuprofene,Ibuprofen,exact
SAPOMEX,IBUPROFENE,ibuprofene,Ibuprofen,exact
NEOFEN,IBUPROFENE,ibuprofene,Ibuprofen,exact
IBUPROFENE BEKER,IBUPROFENE,ibuprofene,Ibuprofen,exact
IBUPROFNE BEKER,IBUPROFENE,ibuprofene,Ibuprofen,exact
UBACTIVE 400MG,IBUPROFENE,ibuprofene,Ibuprofen,exact
UBACTIVE 200MG,IBUPROFENE,ibuprofene,Ibuprofen,exact
UBACTIVE 600MG,IBUPROFENE,ibuprofene,Ibuprofen,exact
POLYPHENE,IBUPROFENE,ibuprofene,Ibuprofen,exact
NARUFENE,IBUPROFENE,ibuprofene,Ibuprofen,exact
DOLISED,IBUPROFENE / PARACETAMOL,ibuprofene / paracetamol,,none
GRIPEX PLUS,Ibuprofene / Pseudoephedrine chlorhydrate,ibuprofene / pseudoephedrine,,none
RHINEDAL,Ibuprofene / Pseudoephedrine chlorhydrate,ibuprofene / pseudoephedrine,,none
XYDOL RHUME,Ibuprofene / Pseudoephedrine chlorhydrate,ibuprofene / pseudoephedrine,,none
IBUPSO 200/30,Ibuprofene / Pseudoephedrine chlorhydrate,ibuprofene / pseudoephedrine,,none
ARFEN,Ibuprofene Lysine,ibuprofene lysine,,none
IBUTHOL,IBUPROFENE/LEVOMENTHOL,ibuprofene/levomenthol,,none
"EXTRANEAL 7,5%",ICODEXTRINE (DCI)/SODIUM CHLORURE/SODIUM LACTATE / CALCIUM CHLORURE / MAGNESIUM CHLORURE,icodextrine (dci)/sodium chlorure/sodium / calcium chlorure / magnesium chlorure,Icodextrin,prefix
ELAPRASE,IDURSULFASE SHIRE,idursulfase shire,,none
HUNTERASE,IDURSULFASE-BETA GREEN CROSS,idursulfase-beta green cross,,none
HOLOXAN,IFOSFAMIDE,ifosfamide,Ifosfamide,exact
IFOXAN,IFOSFAMIDE,ifosfamide,Ifosfamide,exact
VENTAVIS,ILOPROST TROMETANOL EXPRIME EN ILOPROST,iloprost,Iloprost,exact
IMATIB 400,Imatinib mesylate exprime en Imatinib,imatinib,Imatinib,exact
IMALEK 100,Imatinib mesylate exprime en Imatinib,imatinib,Imatinib,exact
IMALEK 400,Imatinib mesylate exprime en Imatinib,imatinib,Imatinib,exact
CEREZYME 400,IMIGLUCERASE,imiglucerase,,none
CILANEM,IMIPENEM**(SOUS FORME MONOHYDRATEE) / CILASTATINE** (SOUS FORME SODIQUE),imipenem**(sous formee) / cilastatine** (sous forme),Imipenem,prefix
IMECISTAL,IMIPENEM**(SOUS FORME MONOHYDRATEE) / CILASTATINE**ACIDE (SOUS FORME SODIQUE),imipenem**(sous formee) / cilastatine**acide (sous forme),Imipenem,prefix
THYMOGLOBULINE,IMMUNOGLOBULINE DE LAPIN ANTI-THYMOCYTES HUMAINS,immunoglobuline de lapin anti-thymocytes humains,immunosuppressant,prefix
RHOPHYLAC 300,IMMUNOGLOBULINE HUMAINE ANTI-D,immunoglobuline humaine anti-d,immunosuppressant,prefix
FOVEPTA 200UI-UI,IMMUNOGLOBULINE HUMAINE DE L'HEPETITE B,immunoglobuline humaine de l'hepetite b,immunosuppressant,prefix
HEPATECT CP,IMMUNOGLOBULINE HUMAINE DE L'HEPETITE B,immunoglobuline humaine de l'hepetite b,immunosuppressant,prefix
TELGENE,IMMUNOGLOBULINE HUMAINE NORMALE,immunoglobuline humaine normale,immunosuppressant,prefix
OCTAGAM,IMMUNOGLOBULINE HUMAINE NORMALE,immunoglobuline humaine normale,immunosuppressant,prefix
KIOVIG,IMMUNOGLOBULINE HUMAINE NORMALE (Ig IV),immunoglobuline humaine normale (ig iv),immunosuppressant,prefix
PRIVIGEN,IMMUNOGLOBULINE HUMAINE NORMALE 1G IV,immunoglobuline humaine normale 1g iv,immunosuppressant,prefix
INTRATECT,IMMUNOGLOBULINE HUMAINE NORMALE POLYVALENTE (Ig IV),immunoglobuline humaine normale polyvalente (ig iv),immunosuppressant,prefix
INDAPAMIDE BEKER,INDAPAMIDE,indapamide,Indapamide,exact
FLUDEX LP,INDAPAMIDE,indapamide,Indapamide,exact
INDOCOLLYRE,Indométacine,indométacine,,none
INDOMET,Indométacine,indométacine,,none
INDOBIOTIC,INDOMETACINE/GENTAMICINE,indometacine/gentamicine,Indomethacin,prefix
REMSIMA,INFLIXIMAB,infliximab,Infliximab,exact
REMICADE,INFLIXIMAB,infliximab,Infliximab,exact
PIASCLEDINE 300,INSAPONIFIABLE D'HUILE D'AVOCAT /  INSAPONIFIABLE D'HUILE DE SOJA,insaponifiable d'huile d'avocat /  insaponifiable d'huile de soja,,none
RYZODEG FLEXTOUCH,INSULINE DEGLUDEC/INSULINE ASPARTE,insuline degludec/insuline asparte,,none
XULTOPHY,INSULINE DEGLUDEC/LIRAGLUTIDE,insuline degludec/liraglutide,,none
LEVEMIR FLEXPEN,INSULINE DETEMIR,insuline detemir,,none
LANTUS SOLOSTAR,INSULINE GLARGINE,insuline glargine,,none
BASALOG ONE,INSULINE GLARGINE,insuline glargine,,none
ABASAGLAR,INSULINE GLARGINE LILLY,insuline glargine lilly,,none
HUMALOG MIX 25,INSULINE LISPRO 25% / INSULINE LISPRO PROTAMINE 75%,insuline lispro 25% / insuline lispro protamine 75%,,none
HUMALOG MIX 50,INSULINE LISPRO 50% / INSULINE LISPRO PROTAMINE 50%,insuline lispro 50% / insuline lispro protamine 50%,,none
REBIF,INTERFERON BETA 1A,interferon beta 1a,,none
REBIF,INTERFERON BETA 1A,interferon beta 1a,,none
REBIF,INTERFERON BETA 1-A,interferon beta 1-a,,none
AVONEX,INTERFERON BETA 1A RECOMBINANT,interferon beta 1a recombinant,,none
BETAFERON,INTERFERON BETA-1B RECOMBINANT,interferon beta-1b recombinant,,none
XENETIX 300,IOBITRIDOL,iobitridol,Iobitridol,exact
XENETIX 350,IOBITRIDOL,iobitridol,Iobitridol,exact
ALCOOL IODE 1% RPP,IODE BISUBLIME / ALCOOL ETHYLIQUE,iode bisublime / alcool ethylique,,none
CONTRAPAQUE 350,IOHEXOL,iohexol,Iohexol,exact
CONTRAPAQUE 300,IOHEXOL,iohexol,Iohexol,exact
PAMIDOL 300,IOPAMIDOL,iopamidol,Iopamidol,exact
PAMIDOL 370,IOPAMIDOL EN IODE ELEMENT,iopamidol en iode element,Iopamidol,prefix
ULTRAVIST 300,IOPROMIDE,iopromide,Iopromide,exact
ULTRAVIST 370,IOPROMIDE,iopromide,Iopromide,exact
TELEBRIX 30 MEGLUMINE,IOXITALAMATE DE MEGLUMINE,ioxitalamate de meglumine,,none
TELEBRIX 35,IOXITALAMATE DE MEGLUMINE  / IOXITALAMATE DE SODIUM,ioxitalamate de meglumine  / ioxitalamate de sodium,,none
ATROVENT ENF.,IPRATROPIUM BROMURE,ipratropium bromure,Ipratropium,prefix
ATROVENT ADUL .,IPRATROPIUM BROMURE,ipratropium bromure,Ipratropium,prefix
IRBISART,Irbesartan,irbesartan,Irbesartan,exact
GIZLAN,Irbesartan,irbesartan,Irbesartan,exact
GIZLAN 300,Irbesartan,irbesartan,Irbesartan,exact
CARDIOTENS,Irbesartan,irbesartan,Irbesartan,exact
CARDIOTENS 300,Irbesartan,irbesartan,Irbesartan,exact
IRBEVEL,Irbesartan,irbesartan,Irbesartan,exact
ARADEX 150,Irbesartan,irbesartan,Irbesartan,exact
ARADEX 300,Irbesartan,irbesartan,Irbesartan,exact
APROSART,Irbesartan,irbesartan,Irbesartan,exact
IROVEL,Irbesartan,irbesartan,Irbesartan,exact
ARAVEL,Irbesartan,irbesartan,Irbesartan,exact
IRBAC,Irbesartan,irbesartan,Irbesartan,exact
ZIBRAT,Irbesartan,irbesartan,Irbesartan,exact
IRBE 150,Irbesartan,irbesartan,Irbesartan,exact
IRBISART +,Irbesartan / Hydrochlorothiazide,irbesartan / hydrochlorothiazide,Irbesartan,prefix
IRBISART +,IRBESARTAN / HYDROCHLOROTHIAZIDE,irbesartan / hydrochlorothiazide,Irbesartan,prefix
"GIZLAN-PLUS 300/12,5",Irbesartan / Hydrochlorothiazide,irbesartan / hydrochlorothiazide,Irbesartan,prefix
"GIZLAN-PLUS 150/12,5",Irbesartan / Hydrochlorothiazide,irbesartan / hydrochlorothiazide,Irbesartan,prefix
GIZLAN-PLUS 300/25,IRBESARTAN / HYDROCHLOROTHIAZIDE,irbesartan / hydrochlorothiazide,Irbesartan,prefix
"CO-ARADEX 150/12,5",Irbesartan / Hydrochlorothiazide,irbesartan / hydrochlorothiazide,Irbesartan,prefix
"CO-ARADEX 300/12,5",Irbesartan / Hydrochlorothiazide,irbesartan / hydrochlorothiazide,Irbesartan,prefix
CO-ARADEX 300/25,IRBESARTAN / HYDROCHLOROTHIAZIDE,irbesartan / hydrochlorothiazide,Irbesartan,prefix
CO APROSART,Irbesartan / Hydrochlorothiazide,irbesartan / hydrochlorothiazide,Irbesartan,prefix
COAPROVEL,Irbesartan / Hydrochlorothiazide,irbesartan / hydrochlorothiazide,Irbesartan,prefix
COARAVEL,Irbesartan / Hydrochlorothiazide,irbesartan / hydrochlorothiazide,Irbesartan,prefix
CO-IRBEK,Irbesartan / Hydrochlorothiazide,irbesartan / hydrochlorothiazide,Irbesartan,prefix
COZIBRAT,Irbesartan / Hydrochlorothiazide,irbesartan / hydrochlorothiazide,Irbesartan,prefix
CO AVASART,Irbesartan / Hydrochlorothiazide,irbesartan / hydrochlorothiazide,Irbesartan,prefix
CO AVSART,Irbesartan / Hydrochlorothiazide,irbesartan / hydrochlorothiazide,Irbesartan,prefix
CO  AVASART,IRBESARTAN / HYDROCHLOROTHIAZIDE,irbesartan / hydrochlorothiazide,Irbesartan,prefix
"IRBE PLUS 150/12,5",Irbesartan / Hydrochlorothiazide,irbesartan / hydrochlorothiazide,Irbesartan,prefix
IPISART PLUS,Irbesartan / Hydrochlorothiazide,irbesartan / hydrochlorothiazide,Irbesartan,prefix
APROVASC,IRBESARTAN/ AMLODIPINE (BESILATE),irbesartan/ amlodipine (besilate),Irbesartan,prefix
EXIRB,IRBéSARTAN/BéSILATE D'AMLODIPINE,irbésartan/bésilate d'amlodipine,,none
APROVASC,IRBéSARTAN/BéSILATE D'AMLODIPINE,irbésartan/bésilate d'amlodipine,,none
CO APROSART,IRBESARTRAN / HYDROCHLOROTHIAZIDE,irbesartran / hydrochlorothiazide,Irbesartan,prefix
TEKAMEN,IRINOTECAN CHLORHYDRATE TRIHYDRATE,irinotecan,Irinotecan,exact
ERTICAN,IRINOTECAN CHLORHYDRATE TRIHYDRATE,irinotecan,Irinotecan,exact
IRINOTECAN MYLAN,IRINOTECAN CHLORHYDRATE TRIHYDRATE,irinotecan,Irinotecan,exact
AERRANE,ISOFLURANE,isoflurane,Isoflurane,exact
FORENE,ISOFLURANE,isoflurane,Isoflurane,exact
CURACNE 10MG,ISOTRETINOINE,isotretinoine,Isotretinoin,exact
CURACNE  5MG,ISOTRETINOINE,isotretinoine,Isotretinoin,exact
ITRAZON,ITRACONAZOLE,itraconazole,Itraconazole,exact
ITRASPOR,ITRACONAZOLE,itraconazole,Itraconazole,exact
PROCORALAN,IVABRADINE CHLORHYDRATE EXPRIME EN IVABRADINE,ivabradine,Ivabradine,exact
JOSACINE,JOSAMYCINE,josamycine,Josamycin,exact
JOSACINE,JOSAMYCINE PROPIONATE EXPRIME EN JOSAMYCINE,josamycine,Josamycin,exact
KETAMILE,KETAMINE CHLORHYDRATE EXPRIME EN KETAMINE,ketamine,Ketamine,exact
KETODEL,Ketoconazole,ketoconazole,Ketoconazole,exact
KETODERM,Ketoconazole,ketoconazole,Ketoconazole,exact
KETOCREM,Ketoconazole,ketoconazole,Ketoconazole,exact
KETOCONAZOLE NOVAGENERICS,Ketoconazole,ketoconazole,Ketoconazole,exact
VAVO SHAMPOO,Ketoconazole,ketoconazole,Ketoconazole,exact
VAVO,Ketoconazole,ketoconazole,Ketoconazole,exact
DANDREX,Ketoconazole,ketoconazole,Ketoconazole,exact
FLEXEN,KETOPROFENE,ketoprofene,Ketoprofen,exact
KETONAL,KETOPROFENE,ketoprofene,Ketoprofen,exact
KETUM,KETOPROFENE,ketoprofene,Ketoprofen,exact
KETOPROFENE LDM,KETOPROFENE,ketoprofene,Ketoprofen,exact
K-PROFEN,KETOPROFENE,ketoprofene,Ketoprofen,exact
GEPROFEN,KETOPROFENE,ketoprofene,Ketoprofen,exact
KETOFEN,KETOPROFENE,ketoprofene,Ketoprofen,exact
PROFENID,KETOPROFENE,ketoprofene,Ketoprofen,exact
EVOFENID,KETOPROFENE,ketoprofene,Ketoprofen,exact
KETONEED,KETOPROFENE,ketoprofene,Ketoprofen,exact
HARUFEN,KETOPROFENE,ketoprofene,Ketoprofen,exact
PROFENID LP,KETOPROFENE,ketoprofene,Ketoprofen,exact
TOTILAM,KETOTIFENE,ketotifene,Ketotifen,exact
ZALERG,KETOTIFENE HYDROGENOFUMARATE EXPRIME EN KETOTIFENE,ketotifene,Ketotifen,exact
ZADITEN,KETOTIFENE** (SOUS FORME DE FUMARATE),ketotifene** (sous forme de),Ketotifen,prefix
HASSALYSE,KETOTIFENE** (SOUS FORME DE FUMARATE),ketotifene** (sous forme de),Ketotifen,prefix
KETOF,KETOTIFENE** (SOUS FORME DE FUMARATE),ketotifene** (sous forme de),Ketotifen,prefix
DUPHALAC,LACTULOSE,lactulose,Lactulose,exact
ISOLACT,LACTULOSE,lactulose,Lactulose,exact
LACTULOSE AGD,LACTULOSE,lactulose,Lactulose,exact
LACTUNAD,LACTULOSE,lactulose,Lactulose,exact
EASYLACT,LACTULOSE,lactulose,Lactulose,exact
LACTULOSE GL,LACTULOSE,lactulose,Lactulose,exact
APTAMIL PEPTI JUNIOR,LAIT EN POUDRE SANS PROTEINES DE LAIT DE VACHE,lait en poudre sans proteines de lait de vache,,none
PKU ANAMIX INFANT,LAIT SANS PHENYLALANINE,lait sans phenylalanine,,none
XP MAXAMAID,LAIT SANS PHENYLALANINE,lait sans phenylalanine,,none
XP MAXAMUM,LAIT SANS PHENYLALANINE,lait sans phenylalanine,,none
LAMIVIR,LAMIVUDINE,lamivudine,Lamivudine,exact
LAMIVUDINE MYLAN,LAMIVUDINE,lamivudine,Lamivudine,exact
HEPTAVIR-150,LAMIVUDINE,lamivudine,Lamivudine,exact
DUOVIR,Lamivudine/Zidovudine,lamivudine/zidovudine,Lamivudine,prefix
LAMIHOPEZ,Lamivudine/Zidovudine,lamivudine/zidovudine,Lamivudine,prefix
LAMITOR,LAMOTRIGINE,lamotrigine,Lamotrigine,exact
BIOLAM,LAMOTRIGINE,lamotrigine,Lamotrigine,exact
AMITRAL,LAMOTRIGINE,lamotrigine,Lamotrigine,exact
LAMOTRIGINE BEKER,LAMOTRIGINE,lamotrigine,Lamotrigine,exact
SOMATULINE LP,LANREOTIDE ACETATE EXPRIME EN LANREOTIDE,lanreotide,Lanreotide,exact
LANSOPOMP,LANSOPRAZOLE,lansoprazole,Lansoprazole,exact
LANZOREM,LANSOPRAZOLE,lansoprazole,Lansoprazole,exact
ZOPRA,LANSOPRAZOLE,lansoprazole,Lansoprazole,exact
LANZOMED,LANSOPRAZOLE,lansoprazole,Lansoprazole,exact
ESOPROTON,LANSOPRAZOLE,lansoprazole,Lansoprazole,exact
TYKERB,LAPATINIB DITOSYLATE EXPRIME EN LAPATINIB,lapatinib,Lapatinib,exact
ALDURAZYME,LARONIDASE,laronidase,,none
XALATAN,LATANOPROST,latanoprost,Latanoprost,exact
LATANEKS,LATANOPROST,latanoprost,Latanoprost,exact
LATASOPT,LATANOPROST,latanoprost,Latanoprost,exact
LATAZ,LATANOPROST,latanoprost,Latanoprost,exact
XALAPROST,LATANOPROST,latanoprost,Latanoprost,exact
XALACOM,LATANOPROST / TIMOLOL,latanoprost / timolol,Latanoprost,prefix
LEFUMIDE 10,LEFLUNOMIDE,leflunomide,Leflunomide,exact
LEFUMIDE 20,LEFLUNOMIDE,leflunomide,Leflunomide,exact
ARAVA,LEFLUNOMIDE,leflunomide,Leflunomide,exact
BIORAVA,LEFLUNOMIDE,leflunomide,Leflunomide,exact
REDUPAR,LEFLUNOMIDE,leflunomide,Leflunomide,exact
RUMAVA,LEFLUNOMIDE,leflunomide,Leflunomide,exact
LEFLUBIC ALEMBIC MAMI,LEFLUNOMIDE,leflunomide,Leflunomide,exact
REVLIMID,LENALIDOMIDE,lenalidomide,Lenalidomide,exact
GRANOCYTE 34,LENOGRASTIME RHU G-CSF,lenograstime rhu g-csf,Lenograstim,prefix
LERCA,LERCANIDIPINE CHLORHYDRATE,lercanidipine,Lercanidipine,exact
CORDIPINE,LERCANIDIPINE CHLORHYDRATE,lercanidipine,Lercanidipine,exact
DEPADIUM,LERCANIDIPINE CHLORHYDRATE,lercanidipine,Lercanidipine,exact
ZANIDIP,LERCANIDIPINE CHLORHYDRATE,lercanidipine,Lercanidipine,exact
LERCANIDIPINE BEKER,LERCANIDIPINE CHLORHYDRATE,lercanidipine,Lercanidipine,exact
LETROZOLE CINFA,LETROZOLE,letrozole,Letrozole,exact
LETRODEX,LETROZOLE,letrozole,Letrozole,exact
ENANTONE LP,LEUPRORELINE,leuproreline,Leuprolide,prefix
ELIGARD,LEUPRORELINE ACETATE,leuproreline,Leuprolide,prefix
"ENANTONE LP 11,25MG",Leuproréline acétate,leuproréline acétate,Leuprolide,prefix
VETRAM,LEVETIRACETAM,levetiracetam,Levetiracetam,exact
VETRAM LP,LEVETIRACETAM,levetiracetam,Levetiracetam,exact
EPILEPTAM,LEVETIRACETAM,levetiracetam,Levetiracetam,exact
KEPPRA,LEVETIRACETAM,levetiracetam,Levetiracetam,exact
LEVETIRACETAM NOVOGENERICS,LEVETIRACETAM,levetiracetam,Levetiracetam,exact
BIOCETAM,LEVETIRACETAM,levetiracetam,Levetiracetam,exact
LEVETIRACETAM LDM,LEVETIRACETAM,levetiracetam,Levetiracetam,exact
KEPAM,LEVETIRACETAM,levetiracetam,Levetiracetam,exact
LEVETIRACETAM BEKER,LEVETIRACETAM,levetiracetam,Levetiracetam,exact
EGORIE,LEVETIRACETAM,levetiracetam,Levetiracetam,exact
KEPAM LP,LEVETIRACETAM,levetiracetam,Levetiracetam,exact
LEVOPHTA,LEVOCABASTINE,levocabastine,Levocabastine,exact
XYRIZINE,LEVOCETIRIZINE DICHLORHYDRATE,levocetirizine dichlorhydrate,Levocetirizine,prefix
RIZINAL 5,LéVOCéTIRIZINE DICHLORHYDRATE,lévocétirizine dichlorhydrate,,none
XYCARE,LéVOCéTIRIZINE DICHLORHYDRATE,lévocétirizine dichlorhydrate,,none
LEVOZEN,LéVOCéTIRIZINE DICHLORHYDRATE,lévocétirizine dichlorhydrate,,none
LEVOMED,LEVODOPA / CARBIDOPA,levodopa / carbidopa,Levodopa,prefix
LEVOCARB,LEVODOPA / CARBIDOPA,levodopa / carbidopa,Levodopa,prefix
LVOCARB,LEVODOPA/CARBIDOPA,levodopa/carbidopa,Levodopa,prefix
MATADOR 250,Levofloxacine hemihydrate exprime en Levofloxacine,levofloxacine,Levofloxacin,exact
MATADOR 500,Levofloxacine hemihydrate exprime en Levofloxacine,levofloxacine,Levofloxacin,exact
MATADOR 750,Levofloxacine hemihydrate exprime en Levofloxacine,levofloxacine,Levofloxacin,exact
LEVOFLOX,Levofloxacine hemihydrate exprime en Levofloxacine,levofloxacine,Levofloxacin,exact
LOXAMOX,Levofloxacine hemihydrate exprime en Levofloxacine,levofloxacine,Levofloxacin,exact
LOXAMOX,Levofloxacine hemihydrate exprime en Levofloxacine,levofloxacine,Levofloxacin,exact
LEVOFLOXACINE RAZES,Levofloxacine hemihydrate exprime en Levofloxacine,levofloxacine,Levofloxacin,exact
