brand_name,inn_raw,inn_normalized,pipeline_drug,match_type
SOFOSBUVIR MERINAL,SOFOSBUVIR,sofosbuvir,Sofosbuvir,exact
SOFOSLED,SOFOSBUVIR/LEDIPASVIR,sofosbuvir/ledipasvir,Sofosbuvir,prefix
SOVELBEK,SOFOSBUVIR/VELPATASVIR,sofosbuvir/velpatasvir,Sofosbuvir,prefix
SOLIFENACINE GL,SOLIFENACINE SUCCINATE,solifenacine succinate,Solifenacin,prefix
URILAX,SOLIFENACINE SUCCINATE,solifenacine succinate,Solifenacin,prefix
VESICARE,SOLIFENACINE SUCCINATE,solifenacine succinate,Solifenacin,prefix
VENACINE,SOLIFENACINE SUCCINATE,solifenacine succinate,Solifenacin,prefix
MULTIBIC SANS SUCRE,SOLUTION A CHLORURE DE CALCIUM DIHYDRATE/CHLORURE DE MAGNESIUM HEXAHYDRATE/GLUCOSE ANHYDRE S/F MONOHYDRATE SOLUTION B CHLORURE DE SODIUM /BICARBONATE DE SODIUM,solution a chlorure de calcium/chlorure de magnesium hexahydrate/glucose s/f solution b chlorure de sodium /bicarbonate de sodium,,none
MUTI-BIC 4 MMOL/L POTASIUM,SOLUTION A CHLORURE DE POTASSIUM/CHLORURE DE CALCIUM DIHYDRATE/CHLORURE DE MAGNESIUM HEXAHYDRATE/GLUCOSE ANHYDRE S/F MONOHYDRATE SOLUTION B CHLORURE DE SODIUM /BICARBONATE DE SODIUM,solution a chlorure de potassium/chlorure de calcium/chlorure de magnesium hexahydrate/glucose s/f solution b chlorure de sodium /bicarbonate de sodium,,none
MULTIBIC 2 MMOL/L POTASSIUM,SOLUTION ACIDE A BASE DE GLUCOSE ET ELECTROLYTES +SOLUTION ALCALINE A BASE  DE BICARBONATE DE SODIUM ET DE CHLORURE DE SODIUM,solution acide a base de glucose et electrolytes +solution alcaline a base  de bicarbonate de sodium et de chlorure de sodium,,none
NORDITROPINE NORDIFLEX,SOMATROPINE,somatropine,,none
SAIZEN CLICKEASY,SOMATROPINE OU HORMONE DE CROISSANCE HUMAINE RECOMBINANTE,somatropine ou hormone de croissance humaine recombinante,,none
OMNITROPE,Somatropine recombinante  SANDOZ,somatropine recombinante  sandoz,,none
ROVADAL,SPIRAMYCINE,spiramycine,Spiramycin,exact
SPIRAMYNAL,SPIRAMYCINE,spiramycine,Spiramycin,exact
SPIRACARE,SPIRAMYCINE,spiramycine,Spiramycin,exact
ROVAMYNE,SPIRAMYCINE,spiramycine,Spiramycin,exact
ROVAMYCINE,SPIRAMYCINE,spiramycine,Spiramycin,exact
SPIRAMYCINE AFRO,SPIRAMYCINE,spiramycine,Spiramycin,exact
SPIRAMYCINE ISO,SPIRAMYCINE,spiramycine,Spiramycin,exact
PRAMYCINE,SPIRAMYCINE,spiramycine,Spiramycin,exact
SPIRADENT,SPIRAMYCINE / METRONIDAZOLE,spiramycine / metronidazole,Spiramycin,prefix
BISPIRADENT,SPIRAMYCINE / METRONIDAZOLE,spiramycine / metronidazole,Spiramycin,prefix
OROGYL,SPIRAMYCINE / METRONIDAZOLE,spiramycine / metronidazole,Spiramycin,prefix
BI-OROGYL,SPIRAMYCINE / METRONIDAZOLE,spiramycine / metronidazole,Spiramycin,prefix
SPIROZIDE,SPIRONOLACTONE / ALTIZIDE,spironolactone / altizide,Spironolactone,prefix
ALDACTONE,SPIRONOLACTONE MICRONISEE,spironolactone,Spironolactone,exact
ALDACTAZINE,SPIRONOLACTONE/ALTIZIDE,spironolactone/altizide,Spironolactone,prefix
SUFENTA,SUFENTANIL CITRATE EXPRIME EN SUFENTANIL,sufentanil,Sufentanil,exact
BRIDION,SUGAMMADEX SODIQUE EXPRIME EN SUGAMMADEX,sugammadex,Sugammadex,exact
SULFAZINE,SULFADIAZINE ARGENTIQUE,sulfadiazine argentique,,none
SULFADIAZINE NOVAGENERICS,SULFADIAZINE ARGENTIQUE,sulfadiazine argentique,,none
COTRIMOXAL FORTE,SULFAMETHOXAZOLE / TRIMETHOPRIME,sulfamethoxazole / trimethoprime,,none
COTRIMOXAL,SULFAMETHOXAZOLE / TRIMETHOPRIME,sulfamethoxazole / trimethoprime,,none
BACTISOL,SULFAMETHOXAZOLE / TRIMETHOPRIME,sulfamethoxazole / trimethoprime,,none
C-ZOLE,SULFAMETHOXAZOLE / TRIMETHOPRIME,sulfamethoxazole / trimethoprime,,none
STRUCTUM,SULFATE DE CHONDROÏTINE SODIQUE,sulfate de chondroïtine,,none
TARDYFERON B9,SULFATE FERREUX DESSECHE EXPRIME EN FER FERREUX /  ACIDE FOLIQUE,fer ferreux /  acide folique,,none
SULPUREN,SULPIRIDE,sulpiride,Sulpiride,exact
SULPIDAL,SULPIRIDE,sulpiride,Sulpiride,exact
DOGMATIL,SULPIRIDE,sulpiride,Sulpiride,exact
KANISAR,SULPIRIDE,sulpiride,Sulpiride,exact
SUPRIL,SULPIRIDE,sulpiride,Sulpiride,exact
SULPIRIDE LS,SULPIRIDE,sulpiride,Sulpiride,exact
G-SULPIRIDE,SULPIRIDE,sulpiride,Sulpiride,exact
SYNED,SULPIRIDE,sulpiride,Sulpiride,exact
sulpiryl,SULPIRIDE,sulpiride,Sulpiride,exact
SULPIRIDE MERINAL,SULPIRIDE,sulpiride,Sulpiride,exact
SYNEDIL Gé,SULPIRIDE,sulpiride,Sulpiride,exact
SUNADIL,SULPIRIDE,sulpiride,Sulpiride,exact
SULMATIL,SULPIRIDE,sulpiride,Sulpiride,exact
DOGMATIL SANS SUCRE,SULPIRIDE,sulpiride,Sulpiride,exact
SULPIMEX,SULPIRIDE,sulpiride,Sulpiride,exact
SULAN,SULPIRIDE,sulpiride,Sulpiride,exact
CALMIG,SUMATRIPTAN SUCCINATE,sumatriptan succinate,Sumatriptan,prefix
MIGREX,SUMATRIPTAN SUCCINATE EXPRIME EN SUMATRIPAN,sumatripan,Sumatriptan,prefix
SUTENT,SUNITINIB MALATE EXPRIME EN SUNITINIB,sunitinib,Sunitinib,exact
TACROLIMUS CINFA,TACROLIMUS MONOHYDRATE EXPRIME EN TACROLIMUS,tacrolimus,Tacrolimus,exact
TIM,TACROLIMUS MONOHYDRATE EXPRIME EN TACROLIMUS,tacrolimus,Tacrolimus,exact
VINGRAF,TACROLIMUS MONOHYDRATE EXPRIME EN TACROLIMUS,tacrolimus,Tacrolimus,exact
TAFIALYS,Tadalafil,tadalafil,Tadalafil,exact
CIAFAL,Tadalafil,tadalafil,Tadalafil,exact
CLAFAL,TADALAFIL,tadalafil,Tadalafil,exact
TYRA,TADALAFIL,tadalafil,Tadalafil,exact
NOVALIS,Tadalafil,tadalafil,Tadalafil,exact
VITALIS 20MG,Tadalafil,tadalafil,Tadalafil,exact
ERIXIUM,Tadalafil,tadalafil,Tadalafil,exact
TADALIS,Tadalafil,tadalafil,Tadalafil,exact
TADALIS,TADALAFIL,tadalafil,Tadalafil,exact
TALAN,Tadalafil,tadalafil,Tadalafil,exact
ERIXIUM,TADALAFIL,tadalafil,Tadalafil,exact
TAMOXIFEN EBEWE 20MG,TAMOXIFENE,tamoxifene,Tamoxifen,exact
TAMOXIFENE MYLAN,TAMOXIFENE CITRATE EXPRIME EN TAMOXIFENE,tamoxifene,Tamoxifen,exact
SULOZIR LP,TAMSULOSINE CHLORHYDRATE,tamsulosine,Tamsulosin,exact
PROSTAM LP,TAMSULOSINE CHLORHYDRATE,tamsulosine,Tamsulosin,exact
TAMSULIX LP,TAMSULOSINE CHLORHYDRATE,tamsulosine,Tamsulosin,exact
OLSERAZ,TAMSULOSINE CHLORHYDRATE,tamsulosine,Tamsulosin,exact
PROSTASIR LP,TAMSULOSINE CHLORHYDRATE,tamsulosine,Tamsulosin,exact
PROSTALOZINE LP,TAMSULOSINE CHLORHYDRATE,tamsulosine,Tamsulosin,exact
TAMSIR LP,TAMSULOSINE CHLORHYDRATE,tamsulosine,Tamsulosin,exact
TAMSUMED LP,TAMSULOSINE CHLORHYDRATE,tamsulosine,Tamsulosin,exact
TAMSULOSINE BEKER,TAMSULOSINE CHLORHYDRATE,tamsulosine,Tamsulosin,exact
TAMSULOSINE MM LP,TAMSULOSINE CHLORHYDRATE,tamsulosine,Tamsulosin,exact
GAMCET,TAMSULOSINE CHLORHYDRATE,tamsulosine,Tamsulosin,exact
TARGOCID,TEICOPLANINE,teicoplanine,Teicoplanin,exact
TELMISARTE,TELMISARTAN,telmisartan,Telmisartan,exact
CARDIMED,TELMISARTAN,telmisartan,Telmisartan,exact
MICARDIS,TELMISARTAN,telmisartan,Telmisartan,exact
TELMIDIS,TELMISARTAN,telmisartan,Telmisartan,exact
TELMISA,TELMISARTAN,telmisartan,Telmisartan,exact
TENSOTEL,TELMISARTAN,telmisartan,Telmisartan,exact
BEKERDIS,TELMISARTAN,telmisartan,Telmisartan,exact
TENSOTEL,TELMISARTAN,telmisartan,Telmisartan,exact
BEKERDIS,TELMISARTAN,telmisartan,Telmisartan,exact
TELMISARTE +,TELMISARTAN/HYDROCHLOROTHIAZIDE,telmisartan/hydrochlorothiazide,Telmisartan,prefix
TELMISARTE+,TELMISARTAN/HYDROCHLOROTHIAZIDE,telmisartan/hydrochlorothiazide,Telmisartan,prefix
CO BEKERDIS,TELMISARTAN/HYDROCHLOROTHIAZIDE,telmisartan/hydrochlorothiazide,Telmisartan,prefix
MICARDIS PLUS,TELMISARTAN/HYDROCHLOROTHIAZIDE,telmisartan/hydrochlorothiazide,Telmisartan,prefix
CO TENSOTEL,TELMISARTAN/HYDROCHLOROTHIAZIDE,telmisartan/hydrochlorothiazide,Telmisartan,prefix
TEMOSIDE-20,TEMOZOLOMIDE,temozolomide,Temozolomide,exact
ELAXIM,Ténectéplase GENNOVA,ténectéplase gennova,,none
TROPHYL N,TENOATE DE SODIUM,tenoate de sodium,,none
TROPHYL E,TENOATE DE SODIUM,tenoate de sodium,,none
TROPHIRES-NOURRISSONS,TENOATE DE SODIUM / HUILE ESSENTIELLE D'EUCALYPTUS,tenoate de sodium / huile essentielle d'eucalyptus,,none
TYNORES ENFANT,TENOATE DE SODIUM / HUILE ESSENTIELLE D'EUCALYPTUS,tenoate de sodium / huile essentielle d'eucalyptus,,none
THYNORES PLUS ENFANT,TENOATE DE SODIUM / HUILE ESSENTIELLE D'EUCALYPTUS / PARACETAMOL,tenoate de sodium / huile essentielle d'eucalyptus / paracetamol,,none
TROPHIRES-ADULTES,TENOATE DE SODIUM/HUILE ESSENTIELLE D'EUCALYPTUS,tenoate de sodium/huile essentielle d'eucalyptus,,none
TROPHIRES-ENFANTS,TENOATE DE SODIUM/HUILE ESSENTIELLE D'EUCALYPTUS,tenoate de sodium/huile essentielle d'eucalyptus,,none
TROPHYL PLUS N,TENOATE DE SODIUM/HUILE ESSENTIELLE D'EUCALYPTUS/PARACETAMOL,tenoate de sodium/huile essentielle d'eucalyptus/paracetamol,,none
TROPHYL PLUS E,TENOATE DE SODIUM/HUILE ESSENTIELLE D'EUCALYPTUS/PARACETAMOL,tenoate de sodium/huile essentielle d'eucalyptus/paracetamol,,none
TROPHIRES COMPOSE NOURRISSONS,TENOATE DE SODIUM/HUILE ESSENTIELLE D'EUCALYPTUS/PARACETAMOL,tenoate de sodium/huile essentielle d'eucalyptus/paracetamol,,none
TROPHIRES COMPOSE ENFANTS,TENOATE DE SODIUM/HUILE ESSENTIELLE D'EUCALYPTUS/PARACETAMOL,tenoate de sodium/huile essentielle d'eucalyptus/paracetamol,,none
TROPHIRES COMPOSE ADULTES,TENOATE DE SODIUM/HUILE ESSENTIELLE D'EUCALYPTUS/PARACETAMOL,tenoate de sodium/huile essentielle d'eucalyptus/paracetamol,,none
TENOF,TENOFOVIR DISOPROXIL FUMARATE,tenofovir disoproxil,Tenofovir disoproxil,exact
TERBIFINE,TERBINAFINE CHLORHYDRATE,terbinafine,Terbinafine,exact
TERFINEX,TERBINAFINE CHLORHYDRATE,terbinafine,Terbinafine,exact
TERBINAN,TERBINAFINE CHLORHYDRATE,terbinafine,Terbinafine,exact
TERBINAFINE LDM,TERBINAFINE CHLORHYDRATE,terbinafine,Terbinafine,exact
DERMAFINE,TERBINAFINE CHLORHYDRATE,terbinafine,Terbinafine,exact
TERBIDAL 1%,TERBINAFINE CHLORHYDRATE,terbinafine,Terbinafine,exact
TERBINAMEX,TERBINAFINE CHLORHYDRATE,terbinafine,Terbinafine,exact
TERBIFINE,TERBINAFINE CHLORHYDRATE EXPRIME EN TERBINAFINE,terbinafine,Terbinafine,exact
EVOMISIL,TERBINAFINE CHLORHYDRATE EXPRIME EN TERBINAFINE,terbinafine,Terbinafine,exact
TERFINEX,TERBINAFINE CHLORHYDRATE EXPRIME EN TERBINAFINE,terbinafine,Terbinafine,exact
LAMINOX,TERBINAFINE CHLORHYDRATE EXPRIME EN TERBINAFINE,terbinafine,Terbinafine,exact
TERBINAN,TERBINAFINE CHLORHYDRATE EXPRIME EN TERBINAFINE,terbinafine,Terbinafine,exact
TERBIL,TERBINAFINE CHLORHYDRATE EXPRIME EN TERBINAFINE,terbinafine,Terbinafine,exact
TERBINAFINE BEKER,TERBINAFINE CHLORHYDRATE EXPRIME EN TERBINAFINE,terbinafine,Terbinafine,exact
TALIN,TERBUTALINE,terbutaline,Terbutaline,exact
BRICANYL TURBUHALER,TERBUTALINE SULFATE,terbutaline,Terbutaline,exact
ISOBUTALINE,TERBUTALINE SULFATE,terbutaline,Terbutaline,exact
BRICANYL LP,TERBUTALINE SULFATE,terbutaline,Terbutaline,exact
FORTEO,TERIPARATIDE,teriparatide,Teriparatide,exact
ANDRIOL TESTOCAPS,TESTOSTERONE UNDECANOATE,testosterone undecanoate,Testosterone undecanoate,exact
THEOSTAT LP,THEOPHYLLINE,theophylline,Theophylline,exact
DIFFUMAX,THEOPHYLLINE,theophylline,Theophylline,exact
TROIS B,THIAMINE / PYRIDOXINE / CYANOCOBALAMINE,thiamine / pyridoxine / cyanocobalamine,Thiamine,prefix
NOVITAL,THIAMINE CHLORHYDRATE / PYRIDOXINE CHLORHYDRATE,thiamine / pyridoxine,Thiamine,prefix
BIROVIT HUP,THIAMINE CHLORHYDRATE / PYRIDOXINE CHLORHYDRATE,thiamine / pyridoxine,Thiamine,prefix
VITAMINE B1 B6 BGL,THIAMINE MONONITRATE / PYRIDOXINE CHLORHYDRATE,thiamine mononitrate / pyridoxine,Thiamine,prefix
VITAZYME,THIAMINE MONONITRATE / PYRIDOXINE CHLORHYDRATE,thiamine mononitrate / pyridoxine,Thiamine,prefix
TRI-B,THIAMINE MONONITRATE / PYRIDOXINE CHLORHYDRATE / CYANOCOBALAMINE,thiamine mononitrate / pyridoxine / cyanocobalamine,Thiamine,prefix
TRI-B-VIT HUP,THIAMINE MONONITRATE / PYRIDOXINE CHLORHYDRATE / CYANOCOBALAMINE,thiamine mononitrate / pyridoxine / cyanocobalamine,Thiamine,prefix
THIAMINE API,THIAMINE NITRATE,thiamine nitrate,Thiamine,prefix
APIROVIT,THIAMINE/PYRIDOXINE,thiamine/pyridoxine,Thiamine,prefix
RELAXAN,THIOCOLCHICOSIDE,thiocolchicoside,Thiocolchicoside,exact
MIOCED,THIOCOLCHICOSIDE,thiocolchicoside,Thiocolchicoside,exact
"THIOPENTAL VUAB inj.plv.sol.0,5 g",Thiopental sodique et carbonate de sodium exprimé en thiopental sodium,thiopental sodium,Thiopental,prefix
THIOPENTAL VUAB inj.plv.sol.1.0 g,Thiopental sodique et carbonate de sodium exprimé en thiopental sodium,thiopental sodium,Thiopental,prefix
GEFRANE,THIOPHENE (SOUS FORME DE CARBOXYLATE DE SODIUM),thiophene (sous forme de carboxylate de sodium),,none
BRILIQUE,TICAGRELOR,ticagrelor,Ticagrelor,exact
TICLID,TICLOPIDINE   (SOUS FORME DE CHLORHYDRATE)**,ticlopidine   (sous forme de)**,Ticlopidine,prefix
TIMONAL,TIEMONIUM METHYLSULFATE,tiemonium methylsulfate,,none
TYGACIL,Tigécycline,tigécycline,,none
TIMOLOL,TIMOLOL,timolol,Timolol,exact
TIMOLOL,TIMOLOL,timolol,Timolol,exact
GELTIM LP,TIMOLOL MALEATE EXPRIME EN TIMOLOL,timolol,Timolol,exact
DIGAOL,TIMOLOL MALEATE EXPRIME EN TIMOLOL,timolol,Timolol,exact
APIMOL,TIMOLOL MALEATE EXPRIME EN TIMOLOL,timolol,Timolol,exact
MEDYOL,TIMOLOL MALEATE EXPRIME EN TIMOLOL,timolol,Timolol,exact
OPHTAMOLOL,TIMOLOL MALEATE EXPRIME EN TIMOLOL,timolol,Timolol,exact
FASIGYNE,TINIDAZOLE,tinidazole,Tinidazole,exact
FAGYX,TINIDAZOLE,tinidazole,Tinidazole,exact
INNOHEP,TINZAPARINE SODIQUE  (HBPM),tinzaparine  (hbpm),Tinzaparin,prefix
INNOHEP,TINZAPARINE SODIQUE (HBPM),tinzaparine (hbpm),Tinzaparin,prefix
SPIRIVA,TIOTROPIUM BROMURE MONOHYDRATE EXPRIME EN TIOTROPIUM,tiotropium,Tiotropium,exact
AGRASTAT,TIROFIBAN CHLORHYDRATE MONOHYDRATE EXPRIME EN TIROFIBAN,tirofiban,Tirofiban,exact
TOBREX,TOBRAMYCINE,tobramycine,Tobramycin,exact
OBRAX,TOBRAMYCINE,tobramycine,Tobramycin,exact
TAUBRIGENE,TOBRAMYCINE / DEXAMETHASONE,tobramycine / dexamethasone,Tobramycin,prefix
OPTIDEX-T,TOBRAMYCINE / DEXAMETHASONE,tobramycine / dexamethasone,Tobramycin,prefix
EREMCINE,TOBRAMYCINE SULFATE EXPRIME EN TOBRAMYCINE,tobramycine,Tobramycin,exact
ACTEMRA,TOCILIZUMAB,tocilizumab,Tocilizumab,exact
API E,TOCOPHEROL,tocopherol,Tocopherylquinone,prefix
MYDOCALM,TOLPERISONE CHLORHYDRATE,tolperisone,Tolperisone,exact
NEOCALM,TOLPERISONE CHLORHYDRATE,tolperisone,Tolperisone,exact
TOLPICALM,TOLPERISONE CHLORHYDRATE,tolperisone,Tolperisone,exact
SOPRICALM,TOLPERISONE CHLORHYDRATE,tolperisone,Tolperisone,exact
TOPICLOMAX,TOPIRAMATE,topiramate,Topiramate,exact
TRAMEX,TRAMADOL CHLORHYDRATE EXPRIME EN TRAMADOL,tramadol,Tramadol,exact
TRAMADOL NOVAGENERICS,TRAMADOL CHLORHYDRATE EXPRIME EN TRAMADOL,tramadol,Tramadol,exact
TRAMADOL LS,TRAMADOL CHLORHYDRATE EXPRIME EN TRAMADOL,tramadol,Tramadol,exact
DOLEX,TRAMADOL CHLORHYDRATE EXPRIME EN TRAMADOL,tramadol,Tramadol,exact
TRAMADIS,TRAMADOL CHLORHYDRATE EXPRIME EN TRAMADOL,tramadol,Tramadol,exact
TRAMAL,TRAMADOL CHLORHYDRATE EXPRIME EN TRAMADOL,tramadol,Tramadol,exact
SUPRAMADOL,TRAMADOL CHLORHYDRATE EXPRIME EN TRAMADOL,tramadol,Tramadol,exact
TRAMADOL BEKER,TRAMADOL CHLORHYDRATE EXPRIME EN TRAMADOL,tramadol,Tramadol,exact
TRAMADOL  BEKER LP,TRAMADOL CHLORHYDRATE EXPRIME EN TRAMADOL,tramadol,Tramadol,exact
TRAMCETA LP,Tramadol hydrochloride,tramadol hydrochloride,Tramadol,prefix
HERCEPTIN,TRASTUZUMAB,trastuzumab,Trastuzumab,exact
CANMAB 150,TRASTUZUMAB,trastuzumab,Trastuzumab,exact
HERTRAZ 440,Trastuzumab,trastuzumab,Trastuzumab,exact
KADCYLA,Trastuzumab emtansine,trastuzumab emtansine,Trastuzumab emtansine,exact
TRAVOST,TRAVOPROST,travoprost,Travoprost,exact
LISATRIAM,TRIAMCINOLONE ACETONIDE,triamcinolone acetonide,Triamcinolone,prefix
CRONOLONE,TRIAMCINOLONE ACETONIDE,triamcinolone acetonide,Triamcinolone,prefix
KENACORT RETARD,TRIAMCINOLONE ACETONIDE,triamcinolone acetonide,Triamcinolone,prefix
NASACORT,TriamCINOLONE ACETONIDE,triamcinolone acetonide,Triamcinolone,prefix
NASALONE,TriamCINOLONE ACETONIDE,triamcinolone acetonide,Triamcinolone,prefix
NASALIX,TRIAMCINOLONE ACETONIDE,triamcinolone acetonide,Triamcinolone,prefix
NASACET,TRIAMCINOLONE ACETONIDE,triamcinolone acetonide,Triamcinolone,prefix
HUPPACORT RETARD,TRIAMCINOLONE ACETONIDE,triamcinolone acetonide,Triamcinolone,prefix
MYCOCIDE,TRIAMCINOLONE S/F TRIAMCINOLONE ACETONIDE /NEOMYCINE S/F NEOMYCINE  SULFATE / NYSTATINE,triamcinolone s/f triamcinolone acetonide /neomycine s/f neomycine  / nystatine,Triamcinolone,prefix
PARKINANE  LP,TRIHEXYPHENIDYLE,trihexyphenidyle,Trihexyphenidyl,exact
PARKIDYL,TRIHEXYPHENIDYLE CHLORHYDRATE,trihexyphenidyle,Trihexyphenidyl,exact
SOWEL,TRIHEXYPHENIDYLE CHLORHYDRATE,trihexyphenidyle,Trihexyphenidyl,exact
TRIMEDAT,TRIMEBUTINE,trimebutine,Trimebutine,exact
TRIMEBUTINE SAIDAL,TRIMEBUTINE MALEATE,trimebutine,Trimebutine,exact
TRANSACALM,TRIMEBUTINE MALEATE,trimebutine,Trimebutine,exact
DIGESTAT,TRIMEBUTINE MALEATE,trimebutine,Trimebutine,exact
TRIMEBUTINE B,TRIMEBUTINE MALEATE,trimebutine,Trimebutine,exact
SAPBRIDATE,TRIMEBUTINE MALEATE,trimebutine,Trimebutine,exact
TRIMEBUTINE BIOCARE,TRIMEBUTINE MALEATE,trimebutine,Trimebutine,exact
DEBRICALM,TRIMEBUTINE MALEATE,trimebutine,Trimebutine,exact
DEBRITINE,TRIMEBUTINE MALEATE,trimebutine,Trimebutine,exact
TRIBEMEX,TRIMEBUTINE MALEATE,trimebutine,Trimebutine,exact
COLOSTOP,TRIMEBUTINE MALEATE,trimebutine,Trimebutine,exact
GASTRIMED,TRIMEBUTINE MALEATE,trimebutine,Trimebutine,exact
VASTAREL,TRIMETAZIDINE DICHLORHYDRATE,trimetazidine dichlorhydrate,,none
SURMONTIL,TRIMIPRAMINE,trimipramine,Trimipramine,exact
SURMONTIL,TRIMIPRAMINE MESILATE EXPRIME EN TRIMIPRAMINE,trimipramine,Trimipramine,exact
RHUMOFEBRAL,TRIPROLIDINE (CHLORHYDRATE) / PSEUDIEPHEDRINE (CHLORHYDRATE) / PARACETAMOL,triprolidine (chlorhydrate) / pseudiephedrine (chlorhydrate) / paracetamol,Triprolidine,prefix
RHUMAFRO,TRIPROLIDINE (SOUS FORME DE CHLORHYDRATE)**  / PSEUDOEPHEDRINE (SOUS FORME DE CHLORHYDRATE)** / PARACETAMOL,triprolidine (sous forme de)**  / pseudoephedrine (sous forme de)** / paracetamol,Triprolidine,prefix
RHUMAFED,TRIPROLIDINE CHLORHYDRATE / PSEUDOEPHEDRINE CHLORHYDRATE / PARACETAMOL,triprolidine / pseudoephedrine / paracetamol,Triprolidine,prefix
RHINAFED,TRIPROLIDINE CHLORHYDRATE / PSEUDOEPHEDRINE CHLORHYDRATE / PARACETAMOL,triprolidine / pseudoephedrine / paracetamol,Triprolidine,prefix
SOMIFED,TRIPROLIDINE CHLORHYDRATE / PSEUDOEPHEDRINE CHLORHYDRATE / PARACETAMOL,triprolidine / pseudoephedrine / paracetamol,Triprolidine,prefix
DECAPEPTYL,TRIPTORELINE,triptoreline,Triptorelin,exact
"DECAPEPTYL LP 3,75MG",TRIPTORELINE ACETATE EXPRIME EN TRIPTORELINE,triptoreline,Triptorelin,exact
DECAPEPTYL  L.P.,TRIPTORELINE PAMOATE EXPRIME EN TRIPTORELINE,triptoreline,Triptorelin,exact
MYDRIATICUM,TROPICAMIDE,tropicamide,Tropicamide,exact
MYDRICOL,TROPICAMIDE,tropicamide,Tropicamide,exact
NOVO EIGHT,TUROCTOCOG ALFA ( FACTEUR VIII DE CCOAGULATION HUMAIN ADN r),turoctocog alfa ( facteur viii de ccoagulation humain adn r),,none
ZYDENA,UDENAFIL,udenafil,Udenafil,exact
HELIKIT,UREE 13C,uree 13c,,none
RANCLOVIR,VALACICLOVIR CHLORHYDRATE,valaciclovir,Valaciclovir,exact
RANCYTE,Valganciclovir chlorhydrate exprime en Valganciclovir,valganciclovir,Valganciclovir,exact
ISOLEP,VALPROATE DE SODIUM,valproate de sodium,Valproic acid,prefix
MEVAKINE,VALPROATE DE SODIUM,valproate de sodium,Valproic acid,prefix
VALPROATE DE SODIUM BGL,VALPROATE DE SODIUM,valproate de sodium,Valproic acid,prefix
VALPROCIDE GS CHRONO 500,VALPROATE DE SODIUM,valproate de sodium,Valproic acid,prefix
DEPAKINE,VALPROATE DE SODIUM,valproate de sodium,Valproic acid,prefix
DEPAKINE CHRONO,VALPROATE DE SODIUM,valproate de sodium,Valproic acid,prefix
IPAKINE,VALPROATE DE SODIUM,valproate de sodium,Valproic acid,prefix
PAKEDAL,VALPROATE DE SODIUM,valproate de sodium,Valproic acid,prefix
ENCORATE,VALPROATE DE SODIUM,valproate de sodium,Valproic acid,prefix
ENCORATE 500,VALPROATE DE SODIUM,valproate de sodium,Valproic acid,prefix
CONVEP,VALPROATE DE SODIUM,valproate de sodium,Valproic acid,prefix
PHYSIOLONE,VALPROATE DE SODIUM,valproate de sodium,Valproic acid,prefix
VALPROATE AFRO,VALPROATE DE SODIUM,valproate de sodium,Valproic acid,prefix
ARBITAN,Valsartan,valsartan,Valsartan,exact
VALACLOR 40,Valsartan,valsartan,Valsartan,exact
VALACLOR 80,Valsartan,valsartan,Valsartan,exact
VALACLOR 160,Valsartan,valsartan,Valsartan,exact
TAREG,Valsartan,valsartan,Valsartan,exact
VALEX 80,Valsartan,valsartan,Valsartan,exact
VALEX 160,Valsartan,valsartan,Valsartan,exact
VALSARTAN LDM,Valsartan,valsartan,Valsartan,exact
RETA 80,Valsartan,valsartan,Valsartan,exact
RETA 160,Valsartan,valsartan,Valsartan,exact
VALSAN,Valsartan,valsartan,Valsartan,exact
SARTEG,Valsartan,valsartan,Valsartan,exact
HUREG,Valsartan,valsartan,Valsartan,exact
VALASTAN,Valsartan,valsartan,Valsartan,exact
VESTAG,Valsartan,valsartan,Valsartan,exact
VALCARD ALEMBIC MAMI,Valsartan,valsartan,Valsartan,exact
DIVALAN,Valsartan,valsartan,Valsartan,exact
VIASART,Valsartan,valsartan,Valsartan,exact
CO-ARBITAN,Valsartan / Hydrochlorothiazide,valsartan / hydrochlorothiazide,Valsartan,prefix
VALACLOR PLUS,Valsartan / Hydrochlorothiazide,valsartan / hydrochlorothiazide,Valsartan,prefix
COTAREG,Valsartan / Hydrochlorothiazide,valsartan / hydrochlorothiazide,Valsartan,prefix
NOVAVALZ PLUS,Valsartan / Hydrochlorothiazide,valsartan / hydrochlorothiazide,Valsartan,prefix
CO VALSARTAN IVAL,Valsartan / Hydrochlorothiazide,valsartan / hydrochlorothiazide,Valsartan,prefix
CO-VALSARTAN IVAL,Valsartan / Hydrochlorothiazide,valsartan / hydrochlorothiazide,Valsartan,prefix
CO-VALEX,Valsartan / Hydrochlorothiazide,valsartan / hydrochlorothiazide,Valsartan,prefix
VALSARTAN+HCTZ LDM,Valsartan / Hydrochlorothiazide,valsartan / hydrochlorothiazide,Valsartan,prefix
VALSARTAN/ HYDROCHLOROTHIAZIDE LDM,Valsartan / Hydrochlorothiazide,valsartan / hydrochlorothiazide,Valsartan,prefix
VLASARTAN+HCTZ LDM,Valsartan / Hydrochlorothiazide,valsartan / hydrochlorothiazide,Valsartan,prefix
CO-RETA,Valsartan / Hydrochlorothiazide,valsartan / hydrochlorothiazide,Valsartan,prefix
THIA-VALSAN,Valsartan / Hydrochlorothiazide,valsartan / hydrochlorothiazide,Valsartan,prefix
COSARTEG,Valsartan / Hydrochlorothiazide,valsartan / hydrochlorothiazide,Valsartan,prefix
