TM_interactions_ID,texts_ID,start_index,end_index,food,drug
733537,297920,811,948,epinephrine,olanzapine
733538,297920,1717,1914,d-glucose,olanzapine
733546,297923,1058,1227,iron,Salicylic acid
733565,297932,646,1029,progesterone,testosterone
733571,297935,1955,2064,dopamine,olanzapine
733578,297938,1404,1793,ammonium,nitrate
733587,297941,526,668,thiamine,thiopental
733604,297948,316,453,palmitate,lupeol
733615,297948,1532,1737,potato,lupeol
733640,297961,1140,1459,calcium,halothane
733675,297977,696,857,serotonin,prazosin
733676,297977,984,1231,serotonin,clonidine
733677,297977,1366,1547,serotonin,clonidine
733695,297988,1160,1290,sodium,sodium acetate
733698,297988,1421,1547,d-aspartic acid,acetate
733719,297995,319,643,geranylgeraniol,guanine
733744,298001,300,447,epiestradiol,nicotine
733745,298001,300,447,progesterone,nicotine
733777,298016,863,1044,sodium,Lamotrigine
733778,298016,1045,1259,sodium,lamotrigine
733781,298019,1075,1347,paeonol,rivastigmine
733784,298020,430,635,folic acid,choline
733801,298025,451,676,pyrrole,phosphatidylethanolamine
733807,298029,136,255,d-tryptophan,kynurenine
733819,298035,624,745,diosmetin,taxifolin
733820,298035,624,745,galangin,taxifolin
733822,298035,849,991,quercitrin,taxifolin
733824,298035,1382,1641,flavonoids,taxifolin
733829,298037,708,995,calcium,carbon dioxide
733830,298037,708,995,oxygen,carbon dioxide
733837,298040,555,676,ethanol,hydrogen
733844,298043,919,1059,glutamic acid,endothelin-1
733845,298043,1334,1512,glutamic acid,endothelin-1
733863,298056,374,538,cholesterol,testosterone
733864,298056,895,1013,luteolin,progesterone
733865,298056,1014,1163,cholesterol,luteolin
733970,298092,0,75,hesperidin,carbon monoxide
733972,298092,1513,1599,hesperidin,Carbon monoxide
733994,298100,1204,1381,juglone,menadione
733995,298100,1204,1381,juglone,duroquinone
734021,298111,0,198,oxygen,Sevoflurane
734037,298121,1058,1274,ursolic acid,ganciclovir
734046,298126,328,526,arachidonic acid,Nifedipine
734047,298126,328,526,arachidonic acid,nifedipine
734053,298127,1653,1756,serotonin,d-tryptophan
734063,298135,0,68,histamine,halothane
734065,298135,1154,1345,Histamine,halothane
734066,298135,1413,1567,histamine,halothane
734074,298139,0,73,crayfish,Baclofen
734075,298139,484,599,crayfish,baclofen
734085,298146,309,410,dopamine,Niaprazine
734097,298147,1968,2235,sodium,epinephrine
734106,298152,451,535,arachidonic acid,Tamoxifen
734131,298164,527,787,retinol,iodine
734137,298167,679,774,scopolamine,ritanserin
734177,298183,794,936,scopolamine,atropine
734181,298187,551,670,honey,sulfathiazole
734183,298189,617,747,calcium,halothane
734212,298202,1719,1831,salt,melatonin
734217,298204,620,823,morphine,methylnaltrexone
734218,298204,1360,1471,morphine,naltrexone
734220,298206,0,139,d-fructose,Metformin
734224,298206,1005,1177,d-fructose,metformin
734226,298206,1178,1452,adenosine monophosphate,metformin
734262,298217,703,841,water,sodium chloride
734270,298221,524,759,2-propanol,sulfuric acid
734275,298222,2087,2330,millet,selenium
734277,298224,0,102,acetylglycine,theophylline
734289,298231,1066,1233,NADPH,allopurinol
734311,298239,0,179,Corn,d-lactic acid
734312,298239,0,179,(e)-aconitic acid,d-lactic acid
734317,298241,274,461,17alpha-ethynylestradiol,estrone sulfate
734319,298242,433,620,folic acid,cobalamin
734321,298242,433,620,cobalamin,methylmalonic acid
734323,298242,621,733,(e)-aconitic acid,methylmalonic acid
734369,298256,810,935,dough,aminolevulinic acid
734405,298268,558,781,chlorophyll,sodium bicarbonate
734414,298272,381,593,adenosine,Methoxamine
734424,298278,700,858,cholesterol,Raloxifene
734427,298278,700,858,deoxypyridinoline,Raloxifene
734428,298278,1438,1682,vitamin K2,raloxifene
734429,298278,2048,2248,vitamin K2,raloxifene
734434,298282,1144,1329,fruits,trypsin
734444,298289,429,537,arachidonic acid,halothane
734445,298289,909,1072,arachidonic acid,Halothane
734446,298289,909,1072,arachidonic acid,bupivacaine
734450,298291,238,389,choline,betaine aldehyde
734453,298294,325,502,adenosine,caffeine
734469,298297,674,972,succinic acid,glucose-6-phosphate
734479,298300,265,407,NADPH,diphenyleneiodonium
734483,298301,366,555,hexyl 2-methylpropanoate,rotenone
734484,298301,366,555,hexyl 2-methylpropanoate,"2,4-dinitrophenol"
734485,298301,366,555,hexyl 2-methylpropanoate,phenoxymethylpenicillin
734486,298301,366,555,hexyl 2-methylpropanoate,probenecid
734487,298301,366,555,hexyl 2-methylpropanoate,taurocholic acid
734492,298303,1800,2158,theophylline,enprofylline
734521,298316,739,1024,superoxide,gentamicin
734524,298316,739,1024,glutathione,gentamicin
734525,298317,0,146,"24,25-dihydroxyvitamin d3",melatonin
734526,298317,1209,1423,"24,25-dihydroxyvitamin d3",melatonin
734527,298319,0,145,theophylline,cilostazol
734528,298320,1506,1658,corn oil,testosterone
734541,298327,944,1227,glutathione,allopurinol
734545,298327,944,1227,adenosine,nicardipine
734549,298327,944,1227,d-fructose,allopurinol
734551,298327,944,1227,d-fructose,nicardipine
734554,298327,944,1227,d-glucose,allopurinol
734556,298327,944,1227,d-glucose,nicardipine
734569,298328,909,1040,oxygen,cyanocobalamin
734573,298331,129,377,sulfate,sulfur dioxide
734581,298333,267,430,trigonelline,betaine
734582,298333,522,709,l-proline,arginine
734601,298341,533,666,pyridoxine,isoniazid
734610,298343,350,541,serotonin,vortioxetine
734611,298343,1774,1922,serotonin,vortioxetine
734612,298343,1923,2208,serotonin,vortioxetine
734613,298343,2209,2481,serotonin,vortioxetine
734614,298343,2209,2481,serotonin,escitalopram
734635,298352,921,1085,l-histidine,cobalamin
734670,298357,0,310,arachidonic acid,Clozapine
734691,298365,350,512,dehydroepiandrosterone,testosterone
734700,298369,712,895,ergosterol,lanosterol
734724,298379,1216,1445,nicotinamide,erythropoietin
734732,298382,1111,1250,dopamine,apomorphine
734733,298383,0,106,glutathione,Thimerosal
734743,298387,0,159,s-allylcysteine,colchicine
734764,298395,482,671,chlorophyll,imidacloprid
734765,298395,482,671,chlorophyll,cadmium
734766,298395,672,883,chlorophyll,imidacloprid
734784,298404,1159,1412,vitamin d3,calcitriol
734785,298404,1159,1412,SNAIL,calcitriol
734789,298406,368,481,water,Amphotericin B
734790,298407,460,605,l-serine,artesunate
734794,298408,0,203,choline,dimercaptosuccinic acid
734797,298408,796,924,choline,dimercaptosuccinic acid
734799,298408,925,1064,choline,dimercaptosuccinic acid
734806,298411,782,913,chloride,gluconic acid
734822,298413,0,109,calcium,Trimetazidine
734825,298413,1097,1219,d-glucose,trimetazidine
734830,298415,0,142,Nicotine,Varenicline
734831,298415,797,1051,nicotine,Varenicline
734832,298415,1439,1580,nicotine,Varenicline
734833,298416,413,671,selenium,Sulforaphane
734860,298427,0,119,Glabridin,Methotrexate
734861,298427,979,1244,glabridin,methotrexate
734862,298427,1245,1554,glabridin,methotrexate
734863,298427,1887,2069,glabridin,methotrexate
734875,298432,1211,1302,atropine,nifedipine
734878,298434,300,579,nitric oxide,theophylline
734894,298439,623,796,manganese,ammonia
734897,298439,1016,1110,nitrate,ammonia
734898,298439,1111,1229,nitrate,ammonia
734902,298442,737,953,adenosine triphosphate,ribose
734904,298444,683,899,hesperidin,chrysin
734907,298444,900,1043,hesperidin,chrysin
734908,298444,1044,1165,hesperidin,colistin
734909,298444,1044,1165,chrysin,colistin
734915,298446,1346,1606,glutathione,morin
734916,298446,1346,1606,superoxide,morin
734919,298446,1607,1893,Rotenone,morin
734921,298446,1607,1893,l-tyrosine,morin
734981,298457,478,988,"7z,10z,13z,16z,19z-docosapentaenoic acid",cisplatin
734990,298457,478,988,eicosapentaenoic acid,cisplatin
735041,298474,566,710,3-hydroxybutanoic acid,leptin
735068,298484,1439,1555,nitric oxide,taxifolin
735070,298486,959,1156,serotonin,Carbamazepine
735072,298487,559,690,baicalein,ampicillin
735074,298487,1139,1225,baicalein,meropenem
735092,298497,1387,1482,atropine,Naloxone
735094,298499,551,663,valencene,pilocarpine
735098,298500,244,512,testosterone,androstenedione
735115,298504,459,638,Tetracycline,casein
735116,298504,459,638,hydrogen,chlortetracycline
735124,298507,777,1004,capsaicin,lidocaine
735126,298509,0,90,atropine,neostigmine
735129,298509,422,526,atropine,neostigmine
735130,298510,949,1113,acetylglycine,d-lactic acid
735134,298513,352,505,rice,silicon
735140,298516,819,968,calcium,n-acetylglucosamine
735141,298517,96,373,d-fructose,calcitonin gene-related peptide
735160,298524,610,958,progesterone,fluoxetine
735161,298524,610,958,iron,fluoxetine
735191,298540,360,517,oxygen,taurine
735196,298543,425,695,angiotensin II,ramipril
735197,298543,425,695,aldosterone,ramipril
735212,298548,494,705,lactic acid,Amphotericin B
735213,298548,494,705,adenosine triphosphate,Amphotericin B
735219,298548,1786,2045,cholesterol,Amphotericin B
735230,298556,1057,1355,Cortisone,hydrocortisone
735231,298557,850,997,calcium,caffeine
735240,298564,0,144,Rabbit,Oxytocin
735248,298567,760,992,epsilon-polylysine,cocaine
735264,298571,872,1044,potassium,nigericin
735265,298571,1148,1227,sodium,Valinomycin
735266,298571,1148,1227,sodium,nigericin
735272,298576,496,776,nitric oxide,methacholine
735275,298577,0,121,beta-carotene,kale
735276,298577,0,121,retinol,kale
735302,298587,1447,1621,sodium,phenytoin
735310,298593,453,681,theophylline,Astemizole
735311,298594,188,513,copper,"1,10-phenanthroline"
735334,298602,720,877,ascorbic acid,tetracycline
735348,298608,1911,1992,Urea,hydrocortisone
735349,298609,439,685,mercury,selenium
735367,298617,324,482,caffeine,cocaine
735369,298617,324,482,nicotine,cocaine
735379,298622,524,654,garlic,omeprazole
735384,298625,595,700,"3,4-dihydroxyphenylacetic acid",Pargyline
735395,298627,1488,1759,calcium,verapamil
735434,298641,0,74,riboflavine,idebenone
735436,298641,319,497,riboflavine,idebenone
735437,298642,326,494,hypoxanthine,inosine
735438,298642,326,494,hypoxanthine,guanosine
735468,298643,864,968,chlorophyll,phenol
735491,298650,159,279,atropine,phentolamine
735492,298650,159,279,atropine,propranolol
735506,298655,673,797,dough,carbon dioxide
735509,298657,510,786,horse,Hematoxylin
735522,298665,278,505,ethanol,calcitonin gene-related peptide
735526,298667,661,890,phosphorylcholine,vincristine
735527,298667,661,890,phosphorylcholine,prednisolone
735529,298667,661,890,phosphorylcholine,dexamethasone
735530,298667,661,890,phosphorylcholine,etoposide
735532,298667,661,890,phosphorylcholine,carboplatin
735550,298675,458,685,oxygen,xanthine
735551,298676,150,388,folic acid,Methotrexate
735554,298678,136,269,coffee,caffeine
735559,298679,797,1062,l-cysteine,valine
735560,298679,797,1062,l-cysteine,phosphocreatine
735572,298679,797,1062,epsilon-polylysine,valine
735582,298679,1444,1562,succinic acid,fumaric acid
735584,298679,1444,1562,malic acid,fumaric acid
735612,298692,869,1059,valencene,pilocarpine
735620,298693,1403,1561,atropine,pirenzepine
735630,298695,864,950,atropine,propranolol
735642,298699,0,196,serotonin,Vortioxetine
735665,298704,662,1211,(e)-aconitic acid,gamma-aminobutyric acid
735669,298708,624,774,l-histidine,desipramine
735670,298708,624,774,l-histidine,femoxetine
735671,298708,624,774,l-histidine,citalopram
735689,298713,656,1009,procyanidin b2,pyruvic acid
735691,298713,656,1009,procyanidin b2,hippuric acid
735692,298713,656,1009,procyanidin b2,cholic acid
735694,298713,656,1009,hippuric acid,cholic acid
735722,298721,2301,2387,"3,4-dihydroxyphenylacetic acid",reserpine
735736,298724,889,982,betaine,dichloroacetic acid
735738,298725,1623,1779,calcium,fusidic acid
735739,298726,0,94,morphine,Carbamazepine
735744,298726,1730,1876,morphine,carbamazepine
735745,298726,1877,2030,morphine,carbamazepine
735746,298726,2031,2174,morphine,carbamazepine
735754,298728,120,299,nitrogen,carbon dioxide
735788,298743,862,1027,guanine,Nifedipine
735789,298743,862,1027,guanine,Lercanidipine
735790,298743,862,1027,glycine,Nifedipine
735794,298744,1313,1527,mung bean,cadmium
735795,298744,2503,2682,l-proline,cadmium
735806,298748,1759,1875,morphine,Naloxone
735823,298754,1063,1183,oxygen,Phenytoin
735824,298754,1063,1183,lactic acid,Phenytoin
735842,298761,1597,1817,alpha-tocopherol,pentoxifylline
735845,298765,862,1110,rice,folic acid
735878,298777,963,1253,dopamine,clonidine
735879,298777,963,1253,dopamine,idazoxan
735882,298777,963,1253,serotonin,clonidine
735883,298777,963,1253,serotonin,idazoxan
735900,298782,78,424,serotonin,cocaine
735901,298783,594,809,oxygen,Xenon
735907,298788,1077,1194,sodium,amiloride
735908,298788,1407,1496,sodium,amiloride
735935,298800,986,1153,(s)-naringenin,tamoxifen
735936,298800,986,1153,quercetin,tamoxifen
735940,298802,0,119,baicalein,fluconazole
735951,298804,724,911,apigenin,melatonin
735954,298804,724,911,fenugreek,melatonin
735960,298804,724,911,peppermint,melatonin
735961,298805,365,641,calcium oxide,ferric chloride
736006,298823,1691,1853,oxygen,hemoglobin
736012,298826,0,122,Rabbit,Tocilizumab
736013,298826,1645,1814,rabbit,Tocilizumab
736019,298829,1278,1501,coumarin,lepirudin
736020,298829,1278,1501,coumarin,argatroban
736021,298829,1278,1501,coumarin,danaparoid
736022,298829,1278,1501,coumarin,fondaparinux
736025,298831,1141,1312,"3,4-dihydroxyphenylacetic acid",olanzapine
736031,298833,2253,2577,phosphate,menatetrenone
736033,298834,480,690,phytomenadione,warfarin
736043,298841,0,98,digoxin,atropine
736044,298841,344,562,atropine,digoxin
736045,298841,563,770,atropine,digoxin
736046,298841,771,852,atropine,digoxin
736047,298842,122,295,serotonin,epinephrine
736060,298844,878,1131,acetylglycine,elcatonin
736066,298850,219,537,adenosine triphosphate,methoxamine
736067,298850,538,627,adenosine triphosphate,Suramin
736071,298851,1502,1668,capsaicin,lidocaine
736098,298862,390,536,Melatonin,reserpine
736099,298862,537,702,melatonin,naloxone
736117,298869,1255,1485,calcium,verapamil
736126,298872,0,124,17alpha-ethynylestradiol,Mitoxantrone
736128,298873,460,745,sodium,morphine
736129,298873,460,745,digoxin,morphine
736132,298874,105,194,epiestradiol,estrone sulfate
736162,298886,730,969,nitrogen,nitrate
736167,298888,848,1094,n-acetylneuraminic acid,trastuzumab emtansine
736170,298889,762,904,glutathione,geldanamycin
736193,298898,1421,1596,urea,acetazolamide
736241,298925,1601,1772,fluorine,aluminum sulfate
736245,298926,822,1096,l-carnitine,ellagic acid
736249,298928,1276,1358,digoxin,propranolol
736253,298931,317,611,shortening,agalsidase beta
736267,298938,1194,1459,formic acid,inosine
736270,298938,1194,1459,l-tyrosine,inosine
736272,298938,1194,1459,(z)-aconitic acid,inosine
736274,298938,1194,1459,acetate,inosine
736277,298938,1194,1459,inosine,glycolic acid
736279,298938,1194,1459,inosine,valine
736282,298938,1194,1459,d-glucose,glycolic acid
736284,298938,1194,1459,d-glucose,valine
736314,298946,1220,1342,sodium,hydrochlorothiazide
736315,298946,1220,1342,potassium,hydrochlorothiazide
736316,298946,1220,1342,chloride,hydrochlorothiazide
736318,298947,1910,2042,l-citrulline,arginine
736320,298947,2043,2254,l-citrulline,arginine
736348,298955,486,613,epiestradiol,estrone sulfate
736361,298959,518,658,morphine,naloxone
736363,298960,1407,1529,d-glucose,phlorizin
736364,298960,1407,1529,phlorizin,Acetazolamide
736369,298962,2042,2289,adenosine triphosphate,hypoxanthine
736371,298964,1157,1365,sucrose,fluoxetine
736374,298967,0,103,chlorophyll,sodium chloride
736400,298979,677,793,atropine,metaraminol
736411,298986,1486,1598,caffeine,yohimbine
736422,298992,641,765,l-cysteine,silver
736424,298993,102,208,testosterone,Bisphenol A
736425,298993,308,462,testosterone,Bisphenol A
736432,298995,0,159,dopamine,quinpirole
736433,298996,637,732,vasopressin,oxytocin
736449,299001,592,828,octopamine,phentolamine
736450,299001,592,828,octopamine,metoclopramide
736451,299001,592,828,octopamine,mianserin
736452,299001,592,828,octopamine,chlorpromazine
736453,299001,592,828,octopamine,cyproheptadine
736454,299001,592,828,octopamine,yohimbine
736456,299001,829,1009,octopamine,naphazoline
736457,299001,829,1009,octopamine,tolazoline
736458,299001,829,1009,octopamine,clonidine
736468,299008,216,347,rabbit,trapidil
736469,299008,465,574,Papaverine,trapidil
736471,299009,227,437,capsaicin,lafutidine
736472,299009,672,968,capsaicin,Lafutidine
736474,299009,1342,1479,capsaicin,lafutidine
736477,299011,0,128,berberine,aniline
736496,299017,689,804,Ornithine,flutamide
736507,299021,1493,1689,cholesterol,curcumin
736511,299023,0,161,calcium,Sevoflurane
736523,299029,511,607,morphine,levallorphan
736529,299034,701,822,horseradish,aniline
736544,299042,758,939,l-histidine,ectoine
736545,299042,758,939,salt,ectoine
736556,299050,371,558,retinol,testosterone
736558,299050,1025,1144,retinol,testosterone
736561,299051,224,556,sugars,cyclic adenosine monophosphate
736583,299057,99,217,cobalamin,Nitrous oxide
736594,299063,614,824,adenosine,cannabidiol
736600,299066,101,310,mung bean,Trifluoperazine
736601,299066,101,310,malic acid,Trifluoperazine
736602,299066,101,310,succinic acid,Trifluoperazine
736603,299066,507,793,NADH,trifluoperazine
736604,299066,996,1194,mung bean,trifluoperazine
736607,299067,1045,1262,Snail,progesterone
736613,299069,0,184,Oxygen,Fenretinide
736620,299071,1040,1225,testosterone,lipoic acid
736653,299080,1249,1617,serotonin,lidocaine
736662,299080,1249,1617,glycine,lidocaine
736666,299082,0,143,calcium,Rosuvastatin
736671,299083,1775,1938,iron,methane
736676,299084,1014,1201,d-glucose,fumaric acid
736685,299086,579,744,sucrose,malic acid
736691,299086,579,744,starch,malic acid
736693,299087,375,504,mevalonic acid,simvastatin
736697,299089,0,106,Dopamine,Cocaine
736699,299089,1008,1224,dopamine,cocaine
736705,299092,751,911,l-cysteine,silver
736706,299092,1159,1244,l-cysteine,silver
736718,299095,779,1105,valencene,scopolamine
736719,299095,779,1105,valencene,pirenzepine
736720,299095,779,1105,valencene,atropine
736722,299095,779,1105,scopolamine,atropine
736724,299095,779,1105,atropine,pirenzepine
736729,299099,1167,1237,Dehydroepiandrosterone,estrone sulfate
736735,299102,0,134,nitric oxide,Indoxyl sulfate
736750,299105,784,904,succinic acid,choline
736751,299105,784,904,(±)-erythro-isoleucine,choline
736752,299105,784,904,l-threonine,choline
736753,299105,784,904,epsilon-polylysine,choline
736754,299105,1063,1174,glycerol,sarcosine
736765,299107,787,1042,l-alanine,Methotrexate
736767,299109,254,367,histamine,Alginic acid
736769,299111,365,791,phosphorylcholine,filgrastim
736771,299113,1462,1575,l-serine,Methylene blue
736775,299116,270,400,serotonin,octopamine
736776,299117,999,1134,curcumin,morphine
736777,299117,1256,1358,curcumin,morphine
736778,299117,1456,1677,curcumin,morphine
736804,299131,1176,1302,nitrogen,Chondroitin sulfate
736822,299135,574,755,Nicotinic acid,cholesterol
736826,299135,1085,1150,cholesterol,Ezetimibe
736848,299150,636,748,methanol,calcium chloride
736851,299153,541,667,ethanol,cocaine
736870,299158,1367,1547,guanosine,mycophenolic acid
736873,299161,0,156,Melatonin,Lipoic Acid
736877,299161,1510,1670,l-proline,Lipoic acid
736889,299166,642,731,hemin,glyphosate
736894,299166,1285,1519,hemin,silver
736903,299168,0,148,chitosan,cisplatin
736959,299190,232,481,phosphatidylserine,dolutegravir
736969,299194,882,1063,cholesterol,colchicine
736977,299197,1084,1239,d-tryptophan,kynurenine
736979,299198,1321,1516,shortening,Physostigmine
736989,299204,1636,1769,theophylline,Enoxacin
736990,299204,2278,2445,nitrogen,Piperazine
737026,299213,1272,1509,calcium,diltiazem
737027,299213,1510,1696,calcium,diltiazem
737029,299215,307,527,Choline,choline
737036,299220,111,306,d-glucose,berberine
737046,299225,1491,1779,serotonin,clonidine
737088,299229,935,1109,glutathione,chromium
737104,299238,0,160,calcium,cyclothiazide
737133,299245,1057,1245,lithium,carbamazepine
737134,299245,1057,1245,lithium,valproic acid
737174,299264,237,369,17alpha-ethynylestradiol,estrone sulfate
737178,299266,423,564,allicin,captopril
737190,299271,415,682,Phenol,probenecid
737195,299271,856,950,paraquat,phenol
737204,299274,352,618,watercress,phenethyl isothiocyanate
737225,299280,674,757,chinese tannin,paclitaxel
737226,299280,674,757,chinese tannin,carboplatin
737228,299280,945,1174,chinese tannin,carboplatin
737229,299280,1175,1262,chinese tannin,paclitaxel
737230,299280,1175,1262,chinese tannin,carboplatin
737237,299283,216,444,lemon,quinine
737239,299284,350,609,glutamic acid,cocaine
737242,299284,1612,1877,glutamic acid,minocycline
737245,299284,1878,2059,glutamic acid,minocycline
737261,299292,1306,1661,fruits,caffeine
737276,299296,0,119,fish oil,silicon
737324,299308,199,349,water,Clonidine
737335,299312,0,124,wheat,imidacloprid
737363,299322,139,265,calcium,bicuculline
737377,299326,752,843,Tetracycline,Erythromycin
737404,299336,899,1109,isoprene,butyric acid
737429,299343,1047,1295,l-tyrosine,genistein
737432,299343,1047,1295,genistein,proglumide
737438,299345,1390,1591,estrone sulfate,progesterone
737445,299349,249,444,calcium,Potassium citrate
737446,299349,249,444,uric acid,Potassium citrate
737448,299350,0,129,Chicken,Testosterone
737451,299351,718,991,d-mannose,phenylalanine
737454,299351,718,991,d-mannose,ornithine
737459,299351,718,991,d-mannose,valine
737466,299351,718,991,epsilon-polylysine,valine
737470,299351,718,991,ornithine,valine
737475,299351,718,991,l-asparagine,valine
737479,299351,718,991,l-alanine,valine
737483,299351,718,991,(e)-2-phenyl-2-butenal,valine
737487,299351,718,991,N-acetylneuraminic acid,phenylalanine
737488,299352,0,72,Water,Salicylic Acid
737489,299352,73,238,water,Salicylic acid
737490,299352,737,952,water,Salicylic acid
737519,299366,979,1102,piperine,phenytoin
737520,299366,1265,1393,piperine,phenytoin
737539,299371,1602,1727,quercetin,paeonol
737556,299374,1332,1415,atropine,methacholine
737557,299375,1136,1322,glutathione,taurine
737563,299377,934,1105,atropine,phentolamine
737564,299377,934,1105,atropine,propranolol
737566,299378,813,1304,carbonate,oxalic acid
737575,299383,0,132,Zinc,ivermectin
737578,299384,0,65,Calcium,tetrandrine
737579,299384,587,693,calcium,bombesin
737596,299392,849,1108,ethanol,quinine
737597,299392,1109,1208,ethanol,quinine
737598,299392,1342,1516,ethanol,quinine
737620,299397,386,655,histamine,gamma-aminobutyric acid
737627,299399,290,431,syrup,sevoflurane
737628,299399,290,431,syrup,nitrous oxide
737630,299400,0,214,testosterone,Silodosin
737640,299404,1532,1644,selenite,urethane
737649,299410,1822,2000,iodine,amiodarone
737655,299413,1469,1739,17alpha-ethynylestradiol,Fulvestrant
737656,299414,1113,1267,myo-inositol,Trehalose
737677,299417,1213,1394,sulfate,hydrogen
737682,299421,197,418,atropine,amiodarone
737683,299421,197,418,atropine,phenytoin
737689,299424,1122,1412,calcium,selenium
737690,299424,1122,1412,calcium,cobalt
737692,299424,1122,1412,zinc,cobalt
737693,299424,1122,1412,selenium,cobalt
737740,299440,393,589,4-aminobenzoic acid,nitrite
737756,299446,126,340,"(z,z)-9,12-octadecadienoic acid",alpha-linolenic acid
737760,299448,128,431,almond,pepsin
737768,299452,1597,1753,inosine,Pentostatin
737769,299452,1597,1753,hypoxanthine,Pentostatin
737770,299452,1597,1753,adenosine,Pentostatin
737774,299454,1005,1191,glutamic acid,betaxolol
737775,299454,1005,1191,glutamic acid,dipivefrin
737776,299454,1005,1191,glutamic acid,brimonidine
737777,299454,1429,1587,glutamic acid,betaxolol
737778,299454,1429,1587,glutamic acid,dipivefrin
737779,299454,1429,1587,glutamic acid,brimonidine
737795,299458,299,478,acetovanillone,nicotinamide adenine dinucleotide phosphate
737821,299468,334,492,serotonin,Fenfluramine
737836,299472,1318,1428,adenosine,baclofen
737839,299473,1658,1952,hydrogen,trimethoprim
737863,299480,1387,1985,serotonin,methysergide
737867,299480,1387,1985,serotonin,mesulergine
737869,299480,1387,1985,serotonin,mianserin
737870,299480,1387,1985,serotonin,ritanserin
737872,299480,1387,1985,serotonin,yohimbine
737873,299480,1387,1985,serotonin,sumatriptan
737875,299480,1387,1985,serotonin,flesinoxan
737876,299481,102,369,adenosine,theophylline
737879,299481,370,700,theophylline,flunarizine
737882,299481,913,1034,adenosine,flunarizine
737885,299482,1288,1553,l-asparagine,salicylic acid
737891,299487,104,288,nicotine,cocaine
737900,299489,601,830,iodine,iopamidol
737908,299491,1000,1191,d-tryptophan,indole
737924,299497,0,94,spinach,salicylic acid
737930,299497,1596,1811,(e)-aconitic acid,Salicylic acid
737931,299497,1596,1811,n-acetylneuraminic acid,Salicylic acid
737940,299500,384,482,codeine,thenalidine
737959,299506,638,847,"3,5-dihydroxybenzoic acid",benzyl alcohol
737960,299507,0,177,"24,25-dihydroxyvitamin d3",ropocamptide
737977,299517,971,1124,hydrogen,carnosine
737979,299518,158,358,cortisol,testosterone
737980,299519,227,442,ascorbic acid,Prussian blue
737981,299520,37,311,red wine,Resveratrol
737994,299525,839,1112,estrone sulfate,estradiol
737995,299525,839,1112,testosterone,estradiol
737999,299528,466,656,l-serine,fibrin
738005,299534,105,373,phosphoenolpyruvate,d-erythrose 4-phosphate
738040,299545,1167,1244,tetracycline,ciprofloxacin
738047,299547,474,680,theophylline,erythropoietin
738065,299556,125,383,tryptamine,trichloroethylene
738076,299560,76,162,alpha-tocopherol,beta carotene
738089,299564,939,1029,l-proline,betaine
738090,299564,1103,1243,l-proline,betaine
738091,299564,1470,1601,l-proline,betaine
738105,299569,0,131,calcium,Levetiracetam
738108,299569,959,1142,caffeine,Levetiracetam
738110,299570,1002,1213,d-glucose,buspirone
738112,299570,1660,1803,d-glucose,Buspirone
738114,299571,0,486,selenite,selenomethionine
738117,299571,0,486,selenite,iodide
738134,299581,841,1005,chloride,Sulfadiazine
738153,299586,496,783,3-methylxanthine,probenecid
738154,299586,496,783,3-methylxanthine,enprofylline
738157,299586,784,1012,3-methylxanthine,tetraethylammonium
738158,299586,784,1012,3-methylxanthine,cimetidine
738159,299586,784,1012,3-methylxanthine,enprofylline
738160,299586,1013,1199,3-methylxanthine,enprofylline
738164,299587,840,948,calcium,testosterone
738165,299587,949,1110,calcium,cycloheximide
738208,299596,1902,2189,calcium,Mibefradil
738219,299596,2978,3401,calcium,mibefradil
738233,299603,1027,1228,atropine,oleic acid
738234,299603,1027,1228,d-tryptophan,atropine
738241,299606,0,96,nitrogen,cytisine
738252,299612,1015,1194,calcium,capsaicin
738260,299615,288,435,oleanolic acid,ursolic acid
738269,299623,0,131,peach,calcium carbonate
738273,299623,870,1044,fruits,calcium carbonate
738276,299625,1208,1368,atropine,suramin
738277,299625,1819,2043,capsaicin,tetrodotoxin
738300,299635,106,225,deer,methane
738303,299638,165,247,wheat,calcium chloride
738304,299638,165,247,iron,calcium chloride
738305,299638,459,629,calcium,phytic acid
738306,299638,459,629,flour,phytic acid
738320,299643,1253,1540,arachidonic acid,xanthohumol
738321,299644,405,516,l-asparagine,hydrogen
738323,299645,237,355,serotonin,Somatostatin
738324,299645,237,355,serotonin,telotristat
738327,299646,1431,1553,morphine,epinephrine
738329,299648,977,1035,agar,ciprofloxacin
738332,299651,1846,2015,(±)-erythro-isoleucine,valine
738358,299662,769,916,Papaverine,nitrite
738380,299666,1388,1470,nickel,verapamil
738386,299669,930,1111,capsaicin,resiniferatoxin
738394,299675,992,1181,"1,2-benzenediol",hydroquinone
738407,299682,202,421,urea,Oxytetracycline
738408,299682,202,421,creatinine,Oxytetracycline
738409,299682,422,748,glutathione,oxytetracycline
738412,299682,987,1180,(s)-naringenin,oxytetracycline
738435,299696,849,1176,rice,glucosamine
738452,299704,494,651,Sodium,furosemide
738453,299704,652,835,sodium,moxonidine
738458,299705,397,675,histamine,bradykinin
738459,299705,785,969,theophylline,terbutaline
738460,299705,785,969,theophylline,enprofylline
738462,299706,446,577,chondroitin sulfate,glucosamine
738485,299714,1445,1548,superoxide,indoxyl sulfate
738524,299722,816,991,spermidine,sodium perchlorate
738528,299725,108,292,casein,Umbralisib
