head	relation	tail
Selegiline	substrate_of	CYP2C8
Selegiline	substrate_of	CYP2C9
Selegiline	substrate_of	CYP2D6
Selegiline	inhibits	CYP2D6
Selegiline	inhibits	MAOB
Selegiline	inhibits	TACR1
Selegiline	inhibits	MAOA
Selegiline	inhibits	ABCB1
Fenofibrate	substrate_of	UGT1A9
Fenofibrate	substrate_of	CES1
Fenofibrate	substrate_of	CBR1
Fenofibrate	inhibits	CYP2C8
Fenofibrate	inhibits	CYP2C19
Fenofibrate	inhibits	CYP2A6
Fenofibrate	substrate_of	AKR1C1
Fenofibrate	substrate_of	AKR1C2
Fenofibrate	substrate_of	AKR1C3
Fenofibrate	substrate_of	AKR1B1
Fenofibrate	inhibits	CYP2C9
Fenofibrate	activates	PPARA
Fenofibrate	activates	NR1I2
Fenofibrate	inhibits	MMP25
Fenofibrate	substrate_of	ABCB11
Fenofibrate	binds	ALB
Thalidomide	substrate_of	CYP1A1
Thalidomide	substrate_of	CYP2B6
Thalidomide	induces	CYP2B6
Thalidomide	substrate_of	CYP2C9
Thalidomide	substrate_of	CYP3A4
Thalidomide	induces	CYP3A4
Thalidomide	substrate_of	CYP2C19
Thalidomide	inhibits	CYP2C19
Thalidomide	substrate_of	CYP3A5
Thalidomide	induces	CYP3A5
Thalidomide	substrate_of	PTGS1
Thalidomide	substrate_of	PTGS2
Thalidomide	inhibits	CRBN
Thalidomide	binds	ORM1
Thalidomide	inhibits	TNF
Memantine	inhibits	CYP2A6
Memantine	inhibits	CYP2C19
Memantine	inhibits	CYP2B6
Memantine	inhibits	GRIN1
Memantine	inhibits	HTR3A
Memantine	inhibits	CHRNA7
Memantine	inhibits	DRD2
Memantine	activates	DRD2
Memantine	binds	GRIN1
Memantine	binds	GABRA1
Memantine	substrate_of	SLC22A2
Memantine	binds	SLC9A1
Memantine	binds	SLC22A4
Memantine	binds	SLC47A1
Gatifloxacin	inhibits	CYP1A2
Gatifloxacin	inhibits	gyrA
Gatifloxacin	inhibits	gyrB
Gatifloxacin	inhibits	parC
Gatifloxacin	inhibits	parE
Gatifloxacin	binds	ALB
Rifampin	induces	UGT1A1
Rifampin	inhibits	UGT1A9
Rifampin	induces	CYP1A2
Rifampin	induces	CYP2B6
Rifampin	inhibits	CYP2C8
Rifampin	induces	CYP2C8
Rifampin	induces	CYP2C9
Rifampin	induces	CYP2C19
Rifampin	induces	CYP3A4
Rifampin	induces	CYP3A7
Rifampin	induces	CYP3A43
Rifampin	induces	CYP3A5
Rifampin	induces	CYP2A6
Rifampin	induces	CYP2E1
Rifampin	inhibits	rpoB
Rifampin	activates	NR1I2
Rifampin	induces	ABCB1
Rifampin	inhibits	SLCO1B1
Rifampin	substrate_of	SLCO1B3
Rifampin	inhibits	SLCO1B3
Rifampin	inhibits	SLCO2B1
Rifampin	inhibits	SLCO1A2
Rifampin	inhibits	ABCC1
Rifampin	induces	ABCC5
Rifampin	induces	ABCC2
Rifampin	induces	ABCC3
Rifampin	inhibits	ABCB11
Rifampin	inhibits	SLC22A6
Rifampin	inhibits	SLC22A7
Rifampin	inhibits	SLC22A8
Rifampin	binds	ALB
Rifampin	binds	ORM1
Lubiprostone	substrate_of	CBR1
Lubiprostone	induces	CLCN2
Abacavir	substrate_of	ADK
Abacavir	substrate_of	ADH6
Abacavir	substrate_of	UGT1A1
Abacavir	inhibits	pol
Abacavir	inhibits	gag-pol
Ergoloid mesylate	substrate_of	CYP3A4
Ergoloid mesylate	inhibits	DRD1
Ergoloid mesylate	activates	DRD1
Ergoloid mesylate	inhibits	ADRA1A
Ergoloid mesylate	activates	ADRA1A
Ergoloid mesylate	inhibits	ADRB1
Ergoloid mesylate	activates	ADRB1
Ergoloid mesylate	inhibits	HTR1A
Ergoloid mesylate	activates	HTR1A
Ibuprofen	substrate_of	CYP2C9
Ibuprofen	substrate_of	CYP2C8
Ibuprofen	substrate_of	CYP2C19
Ibuprofen	substrate_of	UGT1A3
Ibuprofen	substrate_of	UGT1A9
Ibuprofen	substrate_of	UGT2B4
Ibuprofen	substrate_of	UGT2B7
Ibuprofen	substrate_of	AMACR
Ibuprofen	substrate_of	CYP3A4
Ibuprofen	inhibits	PTGS2
Ibuprofen	inhibits	PTGS1
Ibuprofen	inhibits	CXCL8
Ibuprofen	inhibits	CXCR2
Ibuprofen	inhibits	CXCR1
Ibuprofen	modulates	BCL2
Ibuprofen	induces	THBD
Ibuprofen	binds	FABP2
Ibuprofen	activates	PPARG
Ibuprofen	inhibits	CFTR
Ibuprofen	activates	PPARA
Ibuprofen	induces	GP1BA
Ibuprofen	induces	S100A7
Ibuprofen	substrate_of	SLCO2B1
Ibuprofen	substrate_of	ABCB1
Ibuprofen	inhibits	ABCC4
Ibuprofen	inhibits	ABCC1
Ibuprofen	inhibits	SLCO1A2
Ibuprofen	inhibits	SLC22A6
Ibuprofen	inhibits	SLC22A8
Ibuprofen	inhibits	SLC22A11
Ibuprofen	binds	ALB
Nitrendipine	substrate_of	CYP3A4
Nitrendipine	substrate_of	CYP3A5
Nitrendipine	substrate_of	CYP3A7
Nitrendipine	inhibits	CACNA1C
Nitrendipine	inhibits	CACNA2D1
Nitrendipine	inhibits	CACNB2
Nitrendipine	inhibits	CACNA1D
Nitrendipine	inhibits	CACNA1S
Nitrendipine	inhibits	CACNA2D2
Nitrendipine	inhibits	CACNA1H
Nitrendipine	inhibits	KCNMA1
Nitrendipine	inhibits	ABCB1
Nitrendipine	substrate_of	ABCB11
Praziquantel	substrate_of	CYP1A2
Praziquantel	substrate_of	CYP2C19
Praziquantel	substrate_of	CYP3A4
Praziquantel	substrate_of	CYP3A5
Praziquantel	inhibits	HPGDS
Praziquantel	binds	ALB
Norfloxacin	inhibits	CYP1A2
Norfloxacin	inhibits	CYP1A1
Norfloxacin	inhibits	CYP3A4
Norfloxacin	inhibits	CYP3A7
Norfloxacin	inhibits	gyrA
Norfloxacin	inhibits	parC
Norfloxacin	modulates	gyrB
Norfloxacin	inhibits	TOP2A
Norfloxacin	inhibits	SLC22A5
Norfloxacin	inhibits	SLC22A6
Amoxicillin	inhibits	CYP2C8
Amoxicillin	substrate_of	blm
Amoxicillin	inhibits	PBP1
Amoxicillin	inhibits	SLC15A1
Amoxicillin	inhibits	SLC15A2
Amoxicillin	inhibits	SLC22A6
Amoxicillin	binds	ALB
Oxybutynin	substrate_of	CYP3A4
Oxybutynin	inhibits	CYP3A4
Oxybutynin	inhibits	CYP2C8
Oxybutynin	inhibits	CYP2D6
Oxybutynin	substrate_of	CYP3A5
Oxybutynin	inhibits	CHRM3
Oxybutynin	inhibits	CHRM2
Oxybutynin	inhibits	CHRM1
Oxybutynin	binds	ORM1
Oxybutynin	binds	ALB
Melatonin	substrate_of	CYP1A1
Melatonin	inhibits	CYP1A1
Melatonin	substrate_of	CYP1A2
Melatonin	substrate_of	CYP1B1
Melatonin	inhibits	CYP1B1
Melatonin	substrate_of	CYP2C19
Melatonin	substrate_of	CYP2C9
Melatonin	substrate_of	ASMT
Melatonin	substrate_of	IDO1
Melatonin	substrate_of	MPO
Melatonin	inhibits	MPO
Melatonin	inhibits	CYP19A1
Melatonin	activates	MTNR1A
Melatonin	activates	MTNR1B
Melatonin	inhibits	NQO2
Melatonin	inhibits	ESR1
Melatonin	activates	RORB
Melatonin	inhibits	EPX
Melatonin	modulates	CALR
Melatonin	inhibits	CALM1
Melatonin	inhibits	SLC22A8
Cefditoren	inhibits	penA
Cefditoren	inhibits	pbpA
Glipizide	substrate_of	UGT1A1
Glipizide	substrate_of	CYP2C9
Glipizide	inhibits	ABCC8
Glipizide	binds	KCNJ10
Glipizide	activates	PPARG
Glipizide	substrate_of	ABCB11
Glipizide	binds	ALB
Clonazepam	inhibits	CYP2E1
Clonazepam	substrate_of	NAT2
Clonazepam	substrate_of	CYP3A4
Clonazepam	modulates	GABRA1
Clonazepam	activates	NR1I2
Clonazepam	binds	ALB
Promethazine	inhibits	CYP2C9
Promethazine	substrate_of	CYP2D6
Promethazine	inhibits	CYP2D6
Promethazine	substrate_of	CYP2B6
Promethazine	inhibits	HRH1
Promethazine	inhibits	DRD2
Promethazine	inhibits	CHRM1
Promethazine	inhibits	CHRM2
Promethazine	inhibits	CHRM3
Promethazine	inhibits	CHRM4
Promethazine	inhibits	CHRM5
Promethazine	inhibits	ADRA1A
Promethazine	inhibits	HRH2
Promethazine	modulates	LPAR4
Promethazine	inhibits	SCN1A
Promethazine	modulates	KCND1
Promethazine	inhibits	CALM1
Promethazine	inhibits	GRIN1
Promethazine	inhibits	ABCB1
Promethazine	inhibits	ABCC3
Promethazine	inhibits	ABCC4
Promethazine	binds	ALB
Atazanavir	substrate_of	CYP3A4
Atazanavir	inhibits	CYP3A4
Atazanavir	substrate_of	CYP2C9
Atazanavir	inhibits	CYP2C9
Atazanavir	inhibits	UGT1A1
Atazanavir	inhibits	CYP2C8
Atazanavir	inhibits	CYP1A2
Atazanavir	inhibits	CYP3A5
Atazanavir	inhibits	CYP3A7
Atazanavir	modulates	pol
Atazanavir	inhibits	pol
Atazanavir	modulates	gag-pol
Atazanavir	inhibits	gag-pol
Atazanavir	substrate_of	ABCB1
Atazanavir	inhibits	ABCB1
Atazanavir	induces	ABCB1
Atazanavir	substrate_of	ABCC1
Atazanavir	inhibits	ABCC1
Atazanavir	inhibits	SLCO1B1
Atazanavir	inhibits	SLCO1B3
Atazanavir	substrate_of	ABCB11
Atazanavir	inhibits	SLCO2B1
Atazanavir	binds	ALB
Atazanavir	binds	ORM1
Fludarabine	activates	DCK
Fludarabine	inhibits	POLA1
Fludarabine	inhibits	RRM1
Fludarabine	inhibits	ADA
Fludarabine	substrate_of	SLC29A1
Fludarabine	binds	SLC28A3
Diphenhydramine	substrate_of	PTGS1
Diphenhydramine	substrate_of	CYP2D6
Diphenhydramine	inhibits	CYP2D6
Diphenhydramine	substrate_of	CYP2C9
Diphenhydramine	substrate_of	CYP2C19
Diphenhydramine	activates	HRH1
Diphenhydramine	inhibits	CHRM2
Diphenhydramine	inhibits	HNMT
Diphenhydramine	inhibits	SLC22A2
Diphenhydramine	inhibits	SLC22A5
Atorvastatin	substrate_of	CYP3A4
Atorvastatin	substrate_of	CYP3A5
Atorvastatin	substrate_of	CYP3A7
Atorvastatin	substrate_of	CYP2C8
Atorvastatin	inhibits	CYP2C8
Atorvastatin	inhibits	CYP2D6
Atorvastatin	inhibits	CYP2C9
Atorvastatin	inhibits	CYP2C19
Atorvastatin	induces	CYP2B6
Atorvastatin	substrate_of	UGT1A1
Atorvastatin	substrate_of	UGT1A3
Atorvastatin	inhibits	HMGCR
Atorvastatin	inhibits	DPP4
Atorvastatin	activates	AHR
Atorvastatin	inhibits	HDAC2
Atorvastatin	binds	NR1I3
Atorvastatin	substrate_of	ABCB1
Atorvastatin	inhibits	ABCB1
Atorvastatin	substrate_of	SLCO1A2
Atorvastatin	substrate_of	SLCO1B1
Atorvastatin	inhibits	SLCO1B1
Atorvastatin	substrate_of	ABCC4
Atorvastatin	substrate_of	ABCC5
Atorvastatin	substrate_of	ABCC1
Atorvastatin	substrate_of	SLCO2B1
Atorvastatin	substrate_of	SLCO1B3
Atorvastatin	substrate_of	ABCC2
Atorvastatin	substrate_of	ABCB11
Atorvastatin	binds	ALB
Etidronic acid	inhibits	PTPRS
Etidronic acid	inhibits	ATP6V1A
Etidronic acid	inhibits	SLC25A4
Etidronic acid	inhibits	SLC25A5
Etidronic acid	inhibits	SLC25A6
Tegaserod	inhibits	CYP1A2
Tegaserod	inhibits	CYP2C8
Tegaserod	substrate_of	CYP2D6
Tegaserod	inhibits	CYP2D6
Tegaserod	inhibits	CYP2E1
Tegaserod	inhibits	HTR4
Tegaserod	activates	HTR4
Tegaserod	inhibits	HTR2C
Tegaserod	inhibits	HTR2A
Tegaserod	inhibits	HTR2B
Tegaserod	substrate_of	SLC6A4
Tegaserod	inhibits	SLC6A4
Tegaserod	substrate_of	ABCG2
Tegaserod	substrate_of	ABCB1
Vigabatrin	induces	CYP2C9
Vigabatrin	inhibits	ABAT
Vigabatrin	substrate_of	SLC36A1
Diphenoxylate	activates	OPRM1
Diphenoxylate	activates	OPRD1
Orlistat	induces	CYP3A4
Orlistat	inhibits	PLA2G4A
Orlistat	inhibits	FASN
Orlistat	inhibits	PNLIP
Orlistat	inhibits	LIPF
Orlistat	inhibits	CNR1
Orlistat	binds	ALB
Pilocarpine	inhibits	CYP3A4
Pilocarpine	substrate_of	CYP2A6
Pilocarpine	inhibits	CYP2A6
Pilocarpine	substrate_of	PON1
Pilocarpine	activates	CHRM3
Pilocarpine	activates	CHRM1
Pilocarpine	activates	CHRM2
Pilocarpine	activates	CHRM5
Pilocarpine	activates	CHRM4
Primaquine	substrate_of	CYP3A4
Primaquine	inhibits	CYP3A4
Primaquine	substrate_of	CYP1A2
Primaquine	induces	CYP1A2
Primaquine	inhibits	CYP2D6
Primaquine	induces	CYP1A1
Primaquine	induces	CYP1B1
Primaquine	binds	KRT7
Primaquine	inhibits	NQO2
Primaquine	inhibits	ABCB1
Iloprost	activates	PTGIR
Iloprost	activates	PTGER1
Iloprost	activates	PTGER2
Iloprost	induces	PDE4A
Iloprost	induces	PDE4B
Iloprost	induces	PDE4C
Iloprost	induces	PDE4D
Iloprost	binds	PLAT
Iloprost	activates	PTGDR2
Iloprost	substrate_of	SLCO2B1
Iloprost	substrate_of	SLCO2A1
Iloprost	substrate_of	SLCO3A1
Iloprost	binds	ALB
Fluvastatin	substrate_of	CYP1A1
Fluvastatin	induces	CYP1A1
Fluvastatin	substrate_of	CYP3A4
Fluvastatin	inhibits	CYP3A4
Fluvastatin	substrate_of	CYP3A5
Fluvastatin	substrate_of	CYP2C8
Fluvastatin	inhibits	CYP2C8
Fluvastatin	substrate_of	CYP2C9
Fluvastatin	inhibits	CYP2C9
Fluvastatin	inhibits	CYP2C19
Fluvastatin	substrate_of	CYP2D6
Fluvastatin	substrate_of	UGT1A1
Fluvastatin	substrate_of	UGT1A3
Fluvastatin	substrate_of	UGT2B7
Fluvastatin	induces	CYP2B6
Fluvastatin	inhibits	HMGCR
Fluvastatin	inhibits	HDAC2
Fluvastatin	substrate_of	SLCO1B1
Fluvastatin	inhibits	SLCO1B1
Fluvastatin	substrate_of	SLCO1B3
Fluvastatin	binds	SLCO2B1
Fluvastatin	substrate_of	SLC15A1
Fluvastatin	inhibits	SLC15A1
Fluvastatin	substrate_of	ABCC2
Leflunomide	substrate_of	CYP2C9
Leflunomide	inhibits	CYP2C9
Leflunomide	substrate_of	CYP1A2
Leflunomide	inhibits	DHODH
Leflunomide	inhibits	PTK2B
Leflunomide	activates	AHR
Leflunomide	substrate_of	ABCG2
Rosuvastatin	substrate_of	CYP2C9
Rosuvastatin	inhibits	HMGCR
Rosuvastatin	inhibits	ITGAL
Rosuvastatin	substrate_of	ABCC4
Rosuvastatin	binds	SLCO1A2
Rosuvastatin	substrate_of	SLCO1B1
Rosuvastatin	inhibits	SLCO1B1
Rosuvastatin	binds	SLCO1B3
Rosuvastatin	binds	SLCO2B1
Rosuvastatin	binds	SLC7A11
Rosuvastatin	substrate_of	ABCB11
Rosuvastatin	substrate_of	ABCG2
Rosuvastatin	substrate_of	ABCC2
Rosuvastatin	substrate_of	SLC22A8
Rosuvastatin	inhibits	SLC22A8
Rosuvastatin	binds	SLC10A1
Rosuvastatin	substrate_of	ALB
Pimozide	inhibits	CYP2D6
Pimozide	substrate_of	CYP3A4
Pimozide	substrate_of	CYP1A2
Pimozide	substrate_of	CYP3A5
Pimozide	substrate_of	CYP3A7
Pimozide	inhibits	DRD2
Pimozide	inhibits	DRD3
Pimozide	inhibits	KCNH2
Pimozide	inhibits	CALM1
Pimozide	inhibits	ABCB1
Capecitabine	substrate_of	TYMP
Capecitabine	substrate_of	CES1
Capecitabine	substrate_of	CDA
Capecitabine	inhibits	CYP2C9
Capecitabine	binds	CYP2C9
Capecitabine	substrate_of	UPP1
Capecitabine	substrate_of	UPP2
Capecitabine	inhibits	TYMS
Capecitabine	inhibits	TMP1
Capecitabine	binds	ALB
Sertraline	substrate_of	CYP3A4
Sertraline	inhibits	CYP3A4
Sertraline	substrate_of	CYP2D6
Sertraline	inhibits	CYP2D6
Sertraline	substrate_of	CYP2C19
Sertraline	inhibits	CYP2C19
Sertraline	substrate_of	CYP2C9
Sertraline	inhibits	CYP2C9
Sertraline	substrate_of	CYP2B6
Sertraline	inhibits	CYP2B6
Sertraline	substrate_of	MAOB
Sertraline	substrate_of	MAOA
Sertraline	induces	CYP2B
Sertraline	substrate_of	CYP2E1
Sertraline	inhibits	SLC6A4
Sertraline	binds	SLC6A4
Sertraline	inhibits	SLC6A3
Sertraline	binds	SLC6A3
Sertraline	inhibits	PGRMC1
Sertraline	binds	PGRMC1
Sertraline	inhibits	SLC6A2
Sertraline	binds	SLC6A2
Sertraline	inhibits	SLC29A4
Sertraline	inhibits	ABCB1
Sertraline	binds	ALB
Methyprylon	modulates	GABRA1
Methyprylon	activates	GABRA1
Heparin	substrate_of	HPSE
Heparin	binds	SERPINC1
Heparin	inhibits	F10
Heparin	inhibits	SELP
Heparin	binds	FGFR4
Heparin	activates	FGF4
Heparin	activates	FGF19
Heparin	activates	FGFR1
Heparin	activates	FGF1
Heparin	activates	FGFR2
Heparin	activates	FGF2
Heparin	modulates	PF4
Heparin	modulates	HGF
Cefuroxime	inhibits	pbpA
Cefuroxime	inhibits	SLC15A1
Cefuroxime	inhibits	SLC15A2
Chlorpheniramine	substrate_of	CYP3A4
Chlorpheniramine	substrate_of	CYP2D6
Chlorpheniramine	inhibits	CYP2D6
Chlorpheniramine	substrate_of	CYP3A5
Chlorpheniramine	substrate_of	CYP3A7
Chlorpheniramine	inhibits	HRH1
Chlorpheniramine	inhibits	SLC6A4
Chlorpheniramine	inhibits	SLC6A2
Chlorpheniramine	inhibits	SLC6A3
Chlorpheniramine	inhibits	SLC22A2
Chlorpheniramine	inhibits	SLC22A1
Nifedipine	substrate_of	CYP3A4
Nifedipine	inhibits	CYP3A4
Nifedipine	induces	CYP3A4
Nifedipine	inhibits	CYP2D6
Nifedipine	substrate_of	CYP1A2
Nifedipine	inhibits	CYP1A2
Nifedipine	substrate_of	CYP2A6
Nifedipine	inhibits	CYP2C8
Nifedipine	inhibits	CYP1A1
Nifedipine	induces	CYP2B6
Nifedipine	inhibits	CYP2E1
Nifedipine	inhibits	CYP2C9
Nifedipine	induces	CYP2C9
Nifedipine	substrate_of	CYP3A5
Nifedipine	inhibits	CACNA1C
Nifedipine	inhibits	CACNA1D
Nifedipine	inhibits	CACNB2
Nifedipine	activates	NR1I2
Nifedipine	inhibits	CACNA1S
Nifedipine	inhibits	KCND3
Nifedipine	inhibits	CACNA1G
Nifedipine	inhibits	CALM1
Nifedipine	induces	ABCC3
Nifedipine	substrate_of	ABCB1
Nifedipine	induces	ABCB1
Nifedipine	induces	ABCC2
Nifedipine	inhibits	SLCO1B1
Nifedipine	inhibits	ABCB11
Nifedipine	binds	ALB
Nifedipine	binds	ORM1
Atovaquone	inhibits	CYP2C9
Atovaquone	substrate_of	CYP3A4
Atovaquone	inhibits	MT-CYB
Atovaquone	inhibits	DHODH
Atovaquone	inhibits	ABCB1
Amiodarone	substrate_of	CYP3A4
Amiodarone	inhibits	CYP3A4
Amiodarone	substrate_of	CYP2C8
Amiodarone	inhibits	CYP2D6
Amiodarone	inhibits	CYP2C9
Amiodarone	inhibits	CYP1A2
Amiodarone	substrate_of	CYP2C19
Amiodarone	inhibits	CYP2C19
Amiodarone	substrate_of	CYP1A1
Amiodarone	inhibits	CYP2A6
Amiodarone	inhibits	CYP2J2
Amiodarone	inhibits	KCNH2
Amiodarone	inhibits	ADRB1
Amiodarone	binds	ADRB1
Amiodarone	inhibits	CACNA1I
Amiodarone	inhibits	CACNA1C
Amiodarone	inhibits	THRA
Amiodarone	binds	THRA
Amiodarone	activates	PPARG
Amiodarone	activates	PPARA
Amiodarone	activates	PPARGC1B
Amiodarone	inhibits	ABCB1
Amiodarone	induces	ABCB1
Amiodarone	substrate_of	ABCB11
Amiodarone	inhibits	ABCB11
Amiodarone	inhibits	SLC22A2
Amiodarone	binds	ALB
Gliclazide	substrate_of	CYP2C9
Gliclazide	substrate_of	CYP2C19
Gliclazide	binds	ABCC8
Gliclazide	binds	VEGFA
Gliclazide	binds	ALB
Phenacemide	inhibits	SCN1A
Tolbutamide	substrate_of	CYP2C9
Tolbutamide	substrate_of	CYP2C8
Tolbutamide	inhibits	CYP2C8
Tolbutamide	substrate_of	CYP2C19
Tolbutamide	substrate_of	CYP2C18
Tolbutamide	inhibits	ABCC8
Tolbutamide	binds	ABCC9
Tolbutamide	inhibits	KCNJ1
Tolbutamide	inhibits	SLC15A1
Tolbutamide	inhibits	SLCO1A2
Tolbutamide	inhibits	SLC22A6
Tolbutamide	inhibits	SLC15A2
Tolbutamide	substrate_of	SLCO2B1
Tolbutamide	binds	ALB
Dutasteride	substrate_of	CYP3A5
Dutasteride	inhibits	SRD5A1
Dutasteride	inhibits	SRD5A2
Dutasteride	inhibits	SRD5A3
Dutasteride	binds	Slc6a3
Dutasteride	binds	Slc18a2
Dutasteride	binds	ALB
Dutasteride	binds	ORM1
Bicalutamide	inhibits	CYP2C19
Bicalutamide	inhibits	CYP2C9
Bicalutamide	inhibits	CYP2D6
Bicalutamide	substrate_of	CYP3A4
Bicalutamide	inhibits	CYP3A4
Bicalutamide	inhibits	AR
Bicalutamide	inhibits	ABCB1
Rabeprazole	induces	CYP1A1
Rabeprazole	inhibits	CYP1A2
Rabeprazole	induces	CYP1A2
Rabeprazole	inhibits	CYP2C9
Rabeprazole	inhibits	CYP2D6
Rabeprazole	inhibits	CYP2C8
Rabeprazole	substrate_of	CYP3A4
Rabeprazole	inhibits	CYP3A4
Rabeprazole	substrate_of	CYP2C19
Rabeprazole	inhibits	CYP2C19
Rabeprazole	inhibits	ATP4A
Rabeprazole	inhibits	ABCG2
Proguanil	substrate_of	CYP2C9
Proguanil	substrate_of	CYP2C19
Proguanil	inhibits	CYP2D6
Proguanil	inhibits	PDF
Pioglitazone	substrate_of	CYP1A1
Pioglitazone	substrate_of	CYP2C8
Pioglitazone	inhibits	CYP2C8
Pioglitazone	substrate_of	CYP3A4
Pioglitazone	induces	CYP3A4
Pioglitazone	activates	PPARG
Pioglitazone	inhibits	MAOB
Pioglitazone	inhibits	SLCO1B3
Pioglitazone	inhibits	SLCO1B1
Pioglitazone	substrate_of	ALB
Tiludronic acid	inhibits	PTPN12
Tiludronic acid	inhibits	PTPN6
Tiludronic acid	inhibits	PTPRE
Tiludronic acid	inhibits	ATP6V0A1
Tiludronic acid	binds	ALB
Carvedilol	substrate_of	CYP1A2
Carvedilol	substrate_of	CYP3A4
Carvedilol	substrate_of	CYP1A1
Carvedilol	substrate_of	CYP2E1
Carvedilol	substrate_of	UGT1A1
Carvedilol	substrate_of	UGT2B4
Carvedilol	substrate_of	UGT2B7
Carvedilol	substrate_of	CYP2C9
Carvedilol	substrate_of	CYP2D6
Carvedilol	inhibits	XDH
Carvedilol	inhibits	ADRB1
Carvedilol	inhibits	ADRB2
Carvedilol	inhibits	ADRA1B
Carvedilol	inhibits	ADRA1A
Carvedilol	inhibits	ADRA1D
Carvedilol	inhibits	NDUFC2
Carvedilol	inhibits	VEGFA
Carvedilol	binds	NPPB
Carvedilol	binds	GJA1
Carvedilol	inhibits	KCNH2
Carvedilol	inhibits	VCAM1
Carvedilol	inhibits	ADRA2C
Carvedilol	inhibits	ADRA2B
Carvedilol	inhibits	ADRA2A
Carvedilol	inhibits	SELE
Carvedilol	modulates	HIF1A
Carvedilol	inhibits	KCNJ4
Carvedilol	inhibits	KCNJ2
Carvedilol	inhibits	ABCB1
Carvedilol	binds	ALB
Levofloxacin	inhibits	CYP2C9
Levofloxacin	inhibits	gyrA
Levofloxacin	inhibits	parC
Levofloxacin	modulates	gyrB
Levofloxacin	modulates	gyrA
Levofloxacin	substrate_of	ABCB1
Levofloxacin	inhibits	ABCB1
Levofloxacin	substrate_of	SLC47A1
Levofloxacin	inhibits	SLC47A1
Levofloxacin	inhibits	SLC47A2
Levofloxacin	inhibits	SLC22A1
Levofloxacin	inhibits	SLC22A2
Levofloxacin	inhibits	SLC22A4
Levofloxacin	substrate_of	SLCO1A2
Levofloxacin	inhibits	SLCO4C1
Levofloxacin	substrate_of	ALB
Sulfinpyrazone	inhibits	CYP2C9
Sulfinpyrazone	substrate_of	CYP3A4
Sulfinpyrazone	induces	CYP3A4
Sulfinpyrazone	induces	CYP2B6
Sulfinpyrazone	inhibits	CYP2C8
Sulfinpyrazone	inhibits	SLC22A12
Sulfinpyrazone	inhibits	ABCC1
Sulfinpyrazone	inhibits	ABCC2
Sulfinpyrazone	activates	NR1I2
Sulfinpyrazone	inhibits	ABCC3
Sulfinpyrazone	inhibits	ABCC4
Sulfinpyrazone	inhibits	ABCC5
Sulfinpyrazone	inhibits	ABCC6
Sulfinpyrazone	substrate_of	ABCC2
Sulfinpyrazone	substrate_of	ABCB11
Sulfinpyrazone	binds	FABP2
Cefadroxil	inhibits	pbp3
Cefadroxil	inhibits	pbpA
Cefadroxil	inhibits	pbp1b
Cefadroxil	inhibits	penA
Cefadroxil	substrate_of	SLC15A1
Cefadroxil	inhibits	SLC15A1
Cefadroxil	inhibits	SLC22A5
Cefadroxil	inhibits	SLC22A6
Cefadroxil	inhibits	SLC15A2
Cefadroxil	inhibits	SLC22A8
Doxepin	substrate_of	CYP3A4
Doxepin	substrate_of	CYP2D6
Doxepin	inhibits	CYP2D6
Doxepin	substrate_of	CYP2C19
Doxepin	substrate_of	CYP2C9
Doxepin	substrate_of	CYP1A2
Doxepin	inhibits	HRH1
Doxepin	inhibits	HRH2
Doxepin	inhibits	SLC6A2
Doxepin	inhibits	SLC6A4
Doxepin	inhibits	HTR2A
Doxepin	inhibits	HTR2B
Doxepin	inhibits	HTR2C
Doxepin	inhibits	CHRM1
Doxepin	inhibits	CHRM2
Doxepin	inhibits	CHRM3
Doxepin	inhibits	CHRM4
Doxepin	inhibits	CHRM5
Doxepin	inhibits	ADRA1A
Doxepin	inhibits	ADRA1B
Doxepin	inhibits	ADRA1D
Doxepin	inhibits	HTR1A
Doxepin	binds	HTR6
Doxepin	binds	HRH4
Doxepin	inhibits	KCNH2
Doxepin	substrate_of	ABCB1
Doxepin	binds	ALB
Doxepin	binds	ORM1
Diclofenamide	inhibits	CA2
Diclofenamide	inhibits	CA1
Diclofenamide	inhibits	CA4
Diclofenamide	inhibits	CA7
Diclofenamide	inhibits	CA3
Cloxacillin	inhibits	dacA
Cloxacillin	inhibits	pbpX
Cloxacillin	inhibits	pbpA
Cloxacillin	substrate_of	SLC22A8
Cloxacillin	inhibits	SLC22A8
Cloxacillin	inhibits	SLC15A1
Cloxacillin	inhibits	SLC15A2
Cloxacillin	binds	ALB
Flavoxate	inhibits	CHRM1
Flavoxate	inhibits	CHRM2
Flavoxate	inhibits	CHRM5
Nefazodone	inhibits	CYP3A4
Nefazodone	substrate_of	CYP3A4
Nefazodone	substrate_of	CYP2D6
Nefazodone	inhibits	CYP2D6
Nefazodone	inhibits	CYP2B
Nefazodone	inhibits	HTR2A
Nefazodone	inhibits	HTR2C
Nefazodone	inhibits	SLC6A4
Nefazodone	inhibits	HTR1A
Nefazodone	inhibits	SLC6A2
Nefazodone	inhibits	SLC6A3
Nefazodone	binds	ADRA1B
Nefazodone	inhibits	ADRA2A
Nefazodone	inhibits	ADRA1A
Nefazodone	inhibits	KCNH2
Nefazodone	inhibits	ABCB1
Nefazodone	induces	ABCB1
Nefazodone	inhibits	SLCO1B3
Nefazodone	inhibits	SLCO2B1
Nefazodone	substrate_of	ABCB11
Cefprozil	inhibits	ponA
Cefprozil	inhibits	pbpX
