head	relation	tail
Tipranavir	substrate_of	CYP2D6
Tipranavir	inhibits	CYP2D6
Tipranavir	inhibits	pol
Tipranavir	modulates	gag-pol
Tipranavir	substrate_of	ABCB11
Tipranavir	inhibits	ABCB11
Tipranavir	inhibits	SLCO2B1
Tipranavir	inhibits	SLCO1B1
Tipranavir	inhibits	SLCO1B3
Tipranavir	substrate_of	ABCB1
Tipranavir	inhibits	ABCB1
Tipranavir	induces	ABCB1
Mesoridazine	substrate_of	CYP2D6
Mesoridazine	inhibits	DRD2
Mesoridazine	inhibits	HTR2A
Maprotiline	substrate_of	CYP1A2
Maprotiline	substrate_of	CYP2D6
Maprotiline	inhibits	SLC6A2
Maprotiline	inhibits	HRH1
Maprotiline	inhibits	CHRM1
Maprotiline	inhibits	CHRM2
Maprotiline	inhibits	CHRM3
Maprotiline	inhibits	CHRM4
Maprotiline	inhibits	CHRM5
Maprotiline	inhibits	ADRA1A
Maprotiline	binds	HTR2A
Maprotiline	binds	HTR2C
Maprotiline	inhibits	HTR7
Maprotiline	binds	DRD2
Maprotiline	inhibits	ADRA2A
Maprotiline	binds	ORM1
Diethylpropion	inhibits	SLC6A2
Diethylpropion	inhibits	SLC6A3
Diethylpropion	inhibits	SLC6A4
Meclofenamic acid	inhibits	PTGS1
Meclofenamic acid	inhibits	PTGS2
Meclofenamic acid	inhibits	ALOX5
Meclofenamic acid	binds	KCNQ2
Meclofenamic acid	binds	KCNQ3
Meclofenamic acid	inhibits	SLC22A6
Meclofenamic acid	inhibits	SLCO1C1
Meclofenamic acid	substrate_of	SERPINA7
Zalcitabine	substrate_of	DCK
Zalcitabine	inhibits	pol
Zalcitabine	inhibits	gag-pol
Zalcitabine	substrate_of	SLC22A6
Zalcitabine	substrate_of	SLC22A7
Zalcitabine	binds	SLC29A1
Zalcitabine	binds	SLC29A2
Zalcitabine	binds	ALB
Acetylsalicylic acid	induces	CYP2C19
Acetylsalicylic acid	substrate_of	CYP2C9
Acetylsalicylic acid	substrate_of	UGT1A6
Acetylsalicylic acid	substrate_of	NAT2
Acetylsalicylic acid	inhibits	PTGS1
Acetylsalicylic acid	inhibits	PTGS2
Acetylsalicylic acid	inhibits	HMGCR
Acetylsalicylic acid	inhibits	AKR1C1
Acetylsalicylic acid	activates	PRKAA1
Acetylsalicylic acid	inhibits	EDNRA
Acetylsalicylic acid	induces	TP53
Acetylsalicylic acid	inhibits	HSPA5
Acetylsalicylic acid	binds	HSPA5
Acetylsalicylic acid	inhibits	RPS6KA3
Acetylsalicylic acid	inhibits	NFKBIA
Acetylsalicylic acid	inhibits	TNFAIP6
Acetylsalicylic acid	binds	TNFAIP6
Acetylsalicylic acid	inhibits	CASP1
Acetylsalicylic acid	binds	CASP1
Acetylsalicylic acid	inhibits	CASP3
Acetylsalicylic acid	binds	CASP3
Acetylsalicylic acid	binds	CCND1
Acetylsalicylic acid	binds	MYC
Acetylsalicylic acid	binds	PCNA
Acetylsalicylic acid	inhibits	NEU1
Acetylsalicylic acid	inhibits	SLC22A6
Acetylsalicylic acid	substrate_of	ABCB1
Acetylsalicylic acid	induces	ABCB1
Acetylsalicylic acid	modulates	ABCB1
Acetylsalicylic acid	inhibits	SLC22A8
Phenprocoumon	substrate_of	CYP2C8
Phenprocoumon	substrate_of	CYP2C9
Phenprocoumon	substrate_of	CYP3A4
Phenprocoumon	inhibits	VKORC1
Phenprocoumon	binds	ALB
Phenprocoumon	binds	ORM1
Felbamate	substrate_of	CYP2E1
Felbamate	inhibits	CYP2C9
Felbamate	inhibits	CYP2C19
Felbamate	substrate_of	CYP3A4
Felbamate	induces	CYP3A4
Felbamate	inhibits	GRIN2B
Felbamate	inhibits	GRIN2A
Fexofenadine	inhibits	HRH1
Fexofenadine	substrate_of	ABCB1
Fexofenadine	substrate_of	SLCO1B1
Fexofenadine	substrate_of	SLCO1B3
Fexofenadine	substrate_of	SLCO2B1
Fexofenadine	substrate_of	SLCO1A2
Fexofenadine	substrate_of	ABCC2
Fexofenadine	substrate_of	ABCC3
Fexofenadine	substrate_of	SLC22A8
Fexofenadine	substrate_of	ALB
Fexofenadine	substrate_of	ORM1
Isoniazid	substrate_of	NAT2
Isoniazid	inhibits	nat
Isoniazid	inhibits	CYP2A6
Isoniazid	inhibits	CYP2C8
Isoniazid	substrate_of	CYP2E1
Isoniazid	inhibits	CYP2E1
Isoniazid	induces	CYP2E1
Isoniazid	inhibits	CYP1A2
Isoniazid	inhibits	CYP2C9
Isoniazid	inhibits	CYP2D6
Isoniazid	inhibits	CYP2C19
Isoniazid	inhibits	CYP3A4
Isoniazid	binds	katG
Isoniazid	binds	inhA
Isoniazid	binds	folA
Isoniazid	binds	ALB
Naratriptan	substrate_of	MAOA
Naratriptan	activates	HTR1A
Naratriptan	activates	HTR1D
Naratriptan	activates	HTR1B
Naratriptan	activates	HTR1F
Rizatriptan	substrate_of	MAOA
Rizatriptan	inhibits	CYP2D6
Rizatriptan	activates	HTR1B
Rizatriptan	activates	HTR1D
Rizatriptan	activates	HTR1F
Rizatriptan	activates	HTR7
Rizatriptan	activates	HTR1A
Rizatriptan	activates	HTR1E
Hydrocodone	substrate_of	CYP2D6
Hydrocodone	substrate_of	CYP3A4
Hydrocodone	substrate_of	CYP2B6
Hydrocodone	substrate_of	CYP2C19
Hydrocodone	activates	OPRM1
Hydrocodone	activates	OPRD1
Hydrocodone	binds	SIGMAR1
Norgestimate	substrate_of	CYP3A4
Norgestimate	induces	CYP3A4
Norgestimate	substrate_of	CYP2B6
Norgestimate	substrate_of	CYP2C9
Norgestimate	substrate_of	UGT1A1
Norgestimate	activates	PGR
Norgestimate	activates	ESR1
Norgestimate	activates	AR
Norgestimate	inhibits	ABCC2
Norgestimate	inhibits	ABCB1
Norgestimate	binds	ALB
Norgestimate	binds	SHBG
Carboplatin	induces	XDH
Carboplatin	substrate_of	MPO
Carboplatin	substrate_of	GSTT1
Carboplatin	substrate_of	MT1A
Carboplatin	substrate_of	MT2A
Carboplatin	inhibits	SOD1
Carboplatin	substrate_of	GSTP1
Carboplatin	substrate_of	GSTM1
Carboplatin	substrate_of	NQO1
Carboplatin	substrate_of	SLC31A1
Carboplatin	substrate_of	SLC31A2
Carboplatin	substrate_of	ATP7A
Carboplatin	substrate_of	ATP7B
Carboplatin	substrate_of	ABCG2
Carboplatin	substrate_of	ABCC2
Methylprednisolone	substrate_of	AKR1C1
Methylprednisolone	binds	HSD11B1
Methylprednisolone	substrate_of	CYP3A4
Methylprednisolone	induces	CYP3A4
Methylprednisolone	induces	CYP2A6
Methylprednisolone	induces	CYP1B1
Methylprednisolone	induces	CYP2B6
Methylprednisolone	induces	CYP2C8
Methylprednisolone	induces	CYP2C19
Methylprednisolone	induces	CYP2C9
Methylprednisolone	activates	NR3C1
Methylprednisolone	activates	ANXA1
Methylprednisolone	substrate_of	ABCB1
Methylprednisolone	induces	ABCB1
Methylprednisolone	binds	ALB
Pindolol	substrate_of	UGT1A1
Pindolol	substrate_of	SULT1A1
Pindolol	substrate_of	CYP2D6
Pindolol	inhibits	CYP2D6
Pindolol	activates	ADRB1
Pindolol	activates	ADRB2
Pindolol	activates	ADRB3
Pindolol	inhibits	HTR1A
Pindolol	inhibits	HTR1B
Pindolol	substrate_of	SLC22A2
Pindolol	binds	ORM1
Zaleplon	substrate_of	CYP3A4
Zaleplon	substrate_of	CYP3A5
Zaleplon	substrate_of	CYP3A7
Zaleplon	substrate_of	AOX1
Zaleplon	binds	GABRA1
Telmisartan	inhibits	CYP2C19
Telmisartan	substrate_of	UGT1A3
Telmisartan	activates	PPARG
Telmisartan	inhibits	AGTR1
Telmisartan	inhibits	ABCB1
Telmisartan	inhibits	ABCC2
Telmisartan	inhibits	ABCG2
Telmisartan	substrate_of	ABCB11
Desloratadine	inhibits	HRH1
Desloratadine	inhibits	ABCB1
Methyldopa	substrate_of	COMT
Methyldopa	substrate_of	DDC
Methyldopa	substrate_of	SULT1A1
Methyldopa	substrate_of	DBH
Methyldopa	substrate_of	PNMT
Methyldopa	inhibits	DDC
Methyldopa	activates	ADRA2A
Methyldopa	activates	DRD2
Methyldopa	inhibits	SLC15A1
Methyldopa	binds	ALB
Alosetron	substrate_of	CYP1A2
Alosetron	inhibits	CYP1A2
Alosetron	substrate_of	CYP3A4
Alosetron	substrate_of	CYP2C9
Alosetron	inhibits	CYP2E1
Alosetron	inhibits	HTR3A
Alosetron	inhibits	HTR3B
Azelastine	substrate_of	CYP3A4
Azelastine	inhibits	CYP3A4
Azelastine	substrate_of	CYP2D6
Azelastine	inhibits	CYP2D6
Azelastine	substrate_of	CYP1A2
Azelastine	substrate_of	CYP2C19
Azelastine	inhibits	CYP2C19
Azelastine	substrate_of	CYP1A1
Azelastine	inhibits	CYP1A1
Azelastine	substrate_of	CYP3A5
Azelastine	substrate_of	CYP2C9
Azelastine	inhibits	CYP2C9
Azelastine	substrate_of	CYP2C8
Azelastine	substrate_of	CYP2A6
Azelastine	inhibits	CYP2A6
Azelastine	inhibits	CYP2E1
Azelastine	inhibits	CYP2B6
Azelastine	inhibits	HRH1
Azelastine	inhibits	HRH2
Azelastine	inhibits	PLA2G1B
Azelastine	inhibits	LTC4S
Azelastine	inhibits	ABCB1
Ezetimibe	substrate_of	UGT1A3
Ezetimibe	substrate_of	UGT2B15
Ezetimibe	substrate_of	UGT2B7
Ezetimibe	inhibits	CYP3A4
Ezetimibe	inhibits	CYP2C8
Ezetimibe	substrate_of	UGT1A1
Ezetimibe	inhibits	NPC1L1
Ezetimibe	inhibits	SOAT1
Ezetimibe	binds	ANPEP
Ezetimibe	substrate_of	ABCB1
Ezetimibe	substrate_of	ABCC2
Ezetimibe	substrate_of	ABCC3
Ezetimibe	substrate_of	SLCO1B1
Ezetimibe	substrate_of	ABCG2
Ezetimibe	substrate_of	ABCB11
Edetic acid	inhibits	ADA
Edetic acid	inhibits	PON3
Edetic acid	substrate_of	CYP19A1
Dipyridamole	inhibits	PDE10A
Dipyridamole	inhibits	PDE5A
Dipyridamole	inhibits	PDE4A
Dipyridamole	inhibits	ADA
Dipyridamole	inhibits	RCAN1
Dipyridamole	binds	ORM1
Dipyridamole	inhibits	ABCC4
Dipyridamole	inhibits	ABCC5
Dipyridamole	substrate_of	ABCB1
Dipyridamole	inhibits	ABCB1
Dipyridamole	inhibits	SLCO1B1
Dipyridamole	inhibits	SLCO1B3
Dipyridamole	inhibits	SLCO2B1
Dipyridamole	substrate_of	ABCB11
Telithromycin	substrate_of	CYP3A4
Telithromycin	inhibits	CYP3A4
Telithromycin	inhibits	SLCO1B1
Telithromycin	inhibits	SLCO1B3
Ethinylestradiol	substrate_of	CYP3A4
Ethinylestradiol	substrate_of	CYP2C8
Ethinylestradiol	inhibits	CYP2C8
Ethinylestradiol	substrate_of	CYP2C9
Ethinylestradiol	substrate_of	CYP1A2
Ethinylestradiol	substrate_of	CYP3A5
Ethinylestradiol	substrate_of	UGT1A4
Ethinylestradiol	binds	UGT1A3
Ethinylestradiol	substrate_of	UGT1A1
Ethinylestradiol	induces	UGT1A1
Ethinylestradiol	substrate_of	UGT1A9
Ethinylestradiol	substrate_of	UGT2B7
Ethinylestradiol	substrate_of	SULT1A3
Ethinylestradiol	substrate_of	SULT1E1
Ethinylestradiol	substrate_of	COMT
Ethinylestradiol	inhibits	CYP2C19
Ethinylestradiol	activates	ESR1
Ethinylestradiol	activates	NR1I2
Ethinylestradiol	inhibits	ABCB11
Ethinylestradiol	inhibits	SLC10A1
Ethinylestradiol	inhibits	ABCC2
Ethinylestradiol	induces	ABCC2
Ethinylestradiol	substrate_of	ABCB1
Ethinylestradiol	inhibits	SLCO1A2
Ethinylestradiol	binds	ALB
Ethinylestradiol	binds	SHBG
Lomefloxacin	substrate_of	CYP1A2
Lomefloxacin	inhibits	CYP1A2
Lomefloxacin	inhibits	gyrA
Lomefloxacin	inhibits	parC
Lomefloxacin	inhibits	TOP2A
Lomefloxacin	inhibits	TOP2B
Lomefloxacin	inhibits	SLC22A5
Lomefloxacin	inhibits	ABCC2
Ramelteon	substrate_of	CYP2C19
Ramelteon	substrate_of	CYP3A4
Ramelteon	substrate_of	CYP2C9
Ramelteon	substrate_of	CYP1A2
Ramelteon	binds	MTNR1B
Ramelteon	binds	MTNR1A
Isotretinoin	substrate_of	CYP3A4
Isotretinoin	activates	RARG
Isotretinoin	activates	RARA
Isotretinoin	binds	ALB
Dimenhydrinate	inhibits	HRH1
Glycopyrronium	substrate_of	CYP2D6
Glycopyrronium	substrate_of	CYP1A2
Glycopyrronium	substrate_of	CYP2B6
Glycopyrronium	binds	CYP2C9
Glycopyrronium	substrate_of	CYP2C18
Glycopyrronium	substrate_of	CYP2C19
Glycopyrronium	substrate_of	CYP3A4
Glycopyrronium	inhibits	CHRM1
Glycopyrronium	inhibits	CHRM3
Glycopyrronium	inhibits	CHRM2
Glycopyrronium	inhibits	CHRM4
Glycopyrronium	inhibits	CHRM5
Glycopyrronium	substrate_of	SLC22A2
Glycopyrronium	substrate_of	SLC47A1
Glycopyrronium	binds	ALB
Glycopyrronium	binds	ORM1
Rivastigmine	inhibits	ACHE
Rivastigmine	inhibits	BCHE
Exemestane	inhibits	CYP19A1
Exemestane	substrate_of	CYP3A4
Oxaprozin	inhibits	PTGS1
Oxaprozin	inhibits	PTGS2
Azathioprine	substrate_of	HPRT1
Azathioprine	substrate_of	NUDT15
Azathioprine	substrate_of	XDH
Azathioprine	substrate_of	TPMT
Azathioprine	substrate_of	GSTA1
Azathioprine	substrate_of	GSTA2
Azathioprine	substrate_of	GSTM1
Azathioprine	substrate_of	IMPDH1
Azathioprine	substrate_of	IMPDH2
Azathioprine	substrate_of	GMPS
Azathioprine	substrate_of	ITPA
Azathioprine	substrate_of	CYP1A2
Azathioprine	inhibits	PPAT
Azathioprine	modulates	RAC1
Azathioprine	substrate_of	SLC29A2
Azathioprine	substrate_of	SLC28A3
Azathioprine	substrate_of	ABCB1
Azathioprine	substrate_of	SLC43A3
Azathioprine	binds	ALB
Auranofin	inhibits	PRDX5
Auranofin	inhibits	IKBKB
Auranofin	modulates	ESRRG
Auranofin	modulates	ESRRB
Auranofin	modulates	ESRRA
Auranofin	binds	ALB
Gabapentin	inhibits	BCAT1
Gabapentin	inhibits	CACNA2D1
Gabapentin	inhibits	GABBR2
Gabapentin	inhibits	GABBR1
Gabapentin	inhibits	CACNA2D2
Gabapentin	activates	ADORA1
Gabapentin	activates	KCNQ3
Gabapentin	activates	KCNQ5
Gabapentin	substrate_of	SLC7A5
Doxorubicin	substrate_of	AKR1A1
Doxorubicin	substrate_of	AKR1B1
Doxorubicin	substrate_of	AKR1C3
Doxorubicin	substrate_of	AKR1C4
Doxorubicin	substrate_of	AKR1B10
Doxorubicin	substrate_of	CBR1
Doxorubicin	substrate_of	CBR3
Doxorubicin	inhibits	CYP1B1
Doxorubicin	induces	CYP1B1
Doxorubicin	inhibits	CYP2B6
Doxorubicin	substrate_of	CYP2D6
Doxorubicin	inhibits	CYP2D6
Doxorubicin	substrate_of	CYP3A4
Doxorubicin	inhibits	CYP3A4
Doxorubicin	substrate_of	POR
Doxorubicin	substrate_of	NQO1
Doxorubicin	substrate_of	NDUFS2
Doxorubicin	substrate_of	NDUFS3
Doxorubicin	substrate_of	NDUFS7
Doxorubicin	substrate_of	NOS1
Doxorubicin	substrate_of	NOS3
Doxorubicin	substrate_of	NOS2
Doxorubicin	substrate_of	XDH
Doxorubicin	inhibits	TOP2A
Doxorubicin	inhibits	TOP2B
Doxorubicin	inhibits	TOP1
Doxorubicin	binds	TERT
Doxorubicin	inhibits	NOLC1
Doxorubicin	substrate_of	ABCB1
Doxorubicin	inhibits	ABCB1
Doxorubicin	induces	ABCB1
Doxorubicin	substrate_of	ABCC1
Doxorubicin	inhibits	ABCC1
Doxorubicin	inhibits	ABCC3
Doxorubicin	substrate_of	ABCC6
Doxorubicin	inhibits	ABCC6
Doxorubicin	substrate_of	ABCG2
Doxorubicin	substrate_of	SLC22A16
Doxorubicin	inhibits	ABCC10
Doxorubicin	substrate_of	ABCB8
Doxorubicin	substrate_of	ABCB11
Doxorubicin	substrate_of	RALBP1
Doxorubicin	substrate_of	ABCC2
Doxorubicin	binds	ALB
Frovatriptan	substrate_of	CYP1A2
Frovatriptan	activates	HTR1D
Frovatriptan	activates	HTR1B
Hydrochlorothiazide	inhibits	SLC12A3
Hydrochlorothiazide	inhibits	KCNMA1
Hydrochlorothiazide	modulates	ACE
Hydrochlorothiazide	substrate_of	SLC22A6
Hydrochlorothiazide	inhibits	SLC22A6
Hydrochlorothiazide	substrate_of	SLC22A8
Hydrochlorothiazide	substrate_of	SLC22A11
Hydrochlorothiazide	substrate_of	ABCC4
Hydrochlorothiazide	binds	ALB
Cromoglicic acid	inhibits	HSP90AA1
Cromoglicic acid	inhibits	S100P
Ganciclovir	substrate_of	TK
Ganciclovir	substrate_of	SLC22A1
Ganciclovir	inhibits	SLC22A1
Ganciclovir	inhibits	SLC22A6
Ganciclovir	inhibits	SLC22A8
Ganciclovir	inhibits	SLC22A7
Ganciclovir	substrate_of	SLC47A1
Ganciclovir	substrate_of	SLC47A2
Hydroxyurea	substrate_of	ureC
Hydroxyurea	inhibits	RRM1
Hydroxyurea	modulates	RRM2
Hydroxyurea	substrate_of	SLCO1A2
Hydroxyurea	substrate_of	SLCO1B1
Hydroxyurea	binds	SLCO1B3
Hydroxyurea	substrate_of	SLC14A2
Hydroxyurea	substrate_of	SLC14A1
Hydroxyurea	substrate_of	SLC22A4
Hydroxyurea	substrate_of	SLC22A5
Hydroxyurea	binds	ALB
Letrozole	inhibits	CYP2C19
Letrozole	substrate_of	UGT2B7
Letrozole	substrate_of	CYP3A4
Letrozole	substrate_of	CYP2A6
Letrozole	inhibits	CYP2A6
Letrozole	inhibits	CYP19A1
Letrozole	substrate_of	ABCB1
Letrozole	binds	ALB
Busulfan	substrate_of	GSTM1
Busulfan	substrate_of	GSTP1
Busulfan	substrate_of	MGST2
Busulfan	substrate_of	CYP3A4
Busulfan	substrate_of	GSTA2
Busulfan	substrate_of	GSTA1
Ketoprofen	substrate_of	CYP2C9
Ketoprofen	inhibits	CYP2C9
Ketoprofen	inhibits	CYP2C8
Ketoprofen	substrate_of	UGT1A1
Ketoprofen	inhibits	PTGS2
Ketoprofen	inhibits	PTGS1
Ketoprofen	binds	CXCR1
Ketoprofen	inhibits	ABCC4
Ketoprofen	inhibits	SLCO1A2
Ketoprofen	inhibits	SLC22A6
Ketoprofen	inhibits	SLC22A8
Ketoprofen	inhibits	SLC22A11
Ketoprofen	inhibits	SLC22A7
Ketoprofen	binds	ALB
Metyrapone	inhibits	CYP11B1
Metyrapone	inhibits	CYP2E1
Metyrapone	inhibits	CYP11B2
Metyrapone	inhibits	CYP2A6
Metyrapone	inhibits	CYP3A4
Metyrapone	induces	CYP3A4
Metyrapone	binds	camC
Metyrapone	induces	ABCC3
Cinacalcet	substrate_of	CYP3A4
Cinacalcet	inhibits	CYP2D6
Cinacalcet	substrate_of	CYP1A2
Cinacalcet	activates	CASR
Balsalazide	substrate_of	azr
Balsalazide	activates	PPARG
Balsalazide	inhibits	PTGS2
Balsalazide	inhibits	PTGS1
Balsalazide	inhibits	ALOX5
Glyburide	substrate_of	CYP3A4
Glyburide	inhibits	CYP3A4
Glyburide	substrate_of	CYP2C9
Glyburide	inhibits	CYP2C9
Glyburide	substrate_of	CYP2C19
Glyburide	substrate_of	CYP3A7
Glyburide	substrate_of	CYP3A5
Glyburide	binds	ABCC8
Glyburide	modulates	ABCC8
Glyburide	modulates	ABCC9
Glyburide	inhibits	ABCB11
Glyburide	inhibits	ABCA1
Glyburide	inhibits	KCNJ11
Glyburide	inhibits	CPT1A
Glyburide	inhibits	CFTR
Glyburide	inhibits	TRPM4
Glyburide	inhibits	ABCC3
Glyburide	substrate_of	ABCB11
Glyburide	inhibits	ABCB1
Glyburide	inhibits	ABCC1
Glyburide	inhibits	SLC15A1
Glyburide	inhibits	SLCO1A2
Glyburide	inhibits	SLC15A2
Glyburide	inhibits	SLC22A6
Glyburide	inhibits	ABCC2
Glyburide	substrate_of	ABCG2
Glyburide	inhibits	SLC22A7
Glyburide	substrate_of	SLCO2B1
Glyburide	binds	ALB
Minocycline	inhibits	rpsI
Minocycline	inhibits	rpsD
Minocycline	modulates	IL1B
Minocycline	inhibits	ALOX5
Minocycline	inhibits	MMP9
Minocycline	inhibits	VEGFA
Minocycline	modulates	CASP1
Minocycline	modulates	CASP3
Minocycline	modulates	CYCS
Minocycline	inhibits	MAPK1
Minocycline	inhibits	NOS2
Minocycline	substrate_of	ompF
Minocycline	substrate_of	ompC
Minocycline	inhibits	SLC22A6
Minocycline	inhibits	SLC22A7
Guanfacine	substrate_of	CYP2C19
Guanfacine	substrate_of	CYP3A4
Guanfacine	activates	ADRA2A
Guanfacine	binds	ADRA2B
Guanfacine	inhibits	SLC47A1
Guanfacine	substrate_of	SLC22A1
Guanfacine	inhibits	SLC22A1
Guanfacine	substrate_of	SLC22A2
Bethanechol	activates	CHRM3
Bethanechol	activates	CHRM5
Bethanechol	activates	CHRM1
Bethanechol	activates	CHRM2
Bethanechol	activates	CHRM4
Isosorbide mononitrate	substrate_of	GSTM1
Isosorbide mononitrate	substrate_of	XDH
Isosorbide mononitrate	substrate_of	ADH5
Isosorbide mononitrate	activates	GUCY1A2
Felodipine	substrate_of	CYP3A4
Felodipine	substrate_of	CYP3A5
Felodipine	substrate_of	CYP3A7
Felodipine	inhibits	CYP2C8
Felodipine	inhibits	CYP2C9
Felodipine	inhibits	CYP2D6
Felodipine	inhibits	CACNA1C
Felodipine	inhibits	CACNA2D1
Felodipine	inhibits	CACNB2
Felodipine	inhibits	CACNA1D
Felodipine	inhibits	CACNA1S
Felodipine	inhibits	CACNA1H
Felodipine	inhibits	CACNA2D2
Felodipine	inhibits	PDE1B
Felodipine	inhibits	PDE1A
Felodipine	inhibits	NR3C2
Felodipine	binds	TNNC2
Felodipine	binds	TNNC1
Felodipine	binds	CALM1
Felodipine	inhibits	ABCB1
Felodipine	substrate_of	ABCB11
Mycophenolic acid	substrate_of	UGT2B7
Mycophenolic acid	substrate_of	UGT1A8
Mycophenolic acid	substrate_of	UGT1A9
Mycophenolic acid	substrate_of	UGT1A1
Mycophenolic acid	substrate_of	UGT1A7
Mycophenolic acid	substrate_of	UGT1A10
Mycophenolic acid	substrate_of	UGT1A6
Mycophenolic acid	substrate_of	CYP3A4
Mycophenolic acid	substrate_of	CYP3A5
Mycophenolic acid	substrate_of	CYP2C8
Mycophenolic acid	inhibits	IMPDH2
Mycophenolic acid	inhibits	IMPDH1
Mycophenolic acid	binds	ALB
Ketoconazole	substrate_of	CYP3A4
Ketoconazole	inhibits	CYP3A4
Ketoconazole	inhibits	CYP3A5
Ketoconazole	inhibits	CYP2C19
Ketoconazole	inhibits	CYP1A1
Ketoconazole	induces	CYP1A1
Ketoconazole	inhibits	CYP1A2
Ketoconazole	inhibits	CYP2A6
Ketoconazole	inhibits	CYP1B1
Ketoconazole	inhibits	CYP2B6
Ketoconazole	inhibits	CYP2C8
Ketoconazole	inhibits	CYP2C9
Ketoconazole	inhibits	CYP2D6
Ketoconazole	inhibits	CYP11B1
Ketoconazole	inhibits	UGT1A1
Ketoconazole	inhibits	UGT1A7
Ketoconazole	inhibits	UGT2B7
Ketoconazole	inhibits	CYP4F12
Ketoconazole	inhibits	CYP19A1
Ketoconazole	inhibits	CYP4F2
Ketoconazole	inhibits	ERG11
Ketoconazole	inhibits	CYP17A1
Ketoconazole	binds	AR
Ketoconazole	inhibits	CYP21A2
Ketoconazole	inhibits	KCNH2
Ketoconazole	inhibits	NR1I2
Ketoconazole	inhibits	NR1I3
Ketoconazole	inhibits	ABCB1
Ketoconazole	inhibits	SLCO1B1
Ketoconazole	inhibits	ABCB11
Ketoconazole	binds	ALB
Ketoconazole	binds	SHBG
Methoxyflurane	substrate_of	CYP1A2
Methoxyflurane	substrate_of	CYP2A6
Methoxyflurane	substrate_of	CYP2B6
Methoxyflurane	substrate_of	CYP2C9
Methoxyflurane	substrate_of	CYP2D6
Methoxyflurane	substrate_of	CYP3A4
Methoxyflurane	substrate_of	CYP2E1
Methoxyflurane	activates	GABRA1
Methoxyflurane	inhibits	GRIA1
Methoxyflurane	activates	GLRA1
Methoxyflurane	induces	KCNA1
Methoxyflurane	modulates	GABRA1
Methoxyflurane	inhibits	ATP2C1
Methoxyflurane	binds	MT-ND1
Irbesartan	substrate_of	UGT1A3
Irbesartan	substrate_of	PTGS1
Irbesartan	inhibits	CYP3A4
Irbesartan	substrate_of	CYP2C9
Irbesartan	substrate_of	CYP2C8
Irbesartan	inhibits	CYP2C8
Irbesartan	inhibits	AGTR1
Irbesartan	binds	JUN
Irbesartan	binds	ALB
Irbesartan	binds	ORM1
Topotecan	inhibits	TOP1
Topotecan	inhibits	TOP1MT
Topotecan	substrate_of	ABCG2
Topotecan	substrate_of	ABCB1
Topotecan	substrate_of	SLC47A1
Topotecan	inhibits	SLC47A1
Topotecan	substrate_of	SLC47A2
Probenecid	induces	CYP2C8
Probenecid	induces	CYP3A4
Probenecid	inhibits	UGT1A1
Probenecid	inhibits	CYP2C9
Probenecid	inhibits	SLC22A6
Probenecid	inhibits	SLC22A11
Probenecid	inhibits	SLC22A8
Probenecid	inhibits	TAS2R16
Probenecid	inhibits	PANX1
Probenecid	inhibits	SLC22A2
Probenecid	inhibits	SLC22A1
Probenecid	inhibits	ABCC3
Probenecid	inhibits	ABCC4
Probenecid	inhibits	ABCC5
Probenecid	inhibits	SLC16A7
Probenecid	inhibits	SLC22A5
Probenecid	inhibits	ABCC6
Probenecid	inhibits	ABCC1
Probenecid	inhibits	SLCO1A2
Probenecid	inhibits	SLC16A1
Probenecid	inhibits	SLC10A1
Probenecid	substrate_of	SLC22A6
Probenecid	inhibits	SLC22A10
Probenecid	substrate_of	ABCC2
Probenecid	inhibits	ABCC2
Probenecid	inhibits	ABCC11
Probenecid	inhibits	SLCO1C1
Probenecid	inhibits	SLC22A7
Probenecid	inhibits	SLC22A12
Probenecid	inhibits	SLC2A9
Probenecid	binds	ALB
Mercaptopurine	substrate_of	AOX1
Mercaptopurine	substrate_of	TPMT
Mercaptopurine	substrate_of	XDH
Mercaptopurine	inhibits	HPRT1
Mercaptopurine	inhibits	IMPDH1
Mercaptopurine	inhibits	PPAT
Mercaptopurine	substrate_of	SLC22A8
Mercaptopurine	inhibits	SLC22A8
Mercaptopurine	substrate_of	ABCC4
Mercaptopurine	substrate_of	ABCC5
Mercaptopurine	substrate_of	SLC28A2
Mercaptopurine	substrate_of	SLC28A3
Mercaptopurine	substrate_of	SLC29A1
Mercaptopurine	substrate_of	SLC29A2
Procainamide	substrate_of	CYP2D6
Procainamide	inhibits	BCHE
Procainamide	inhibits	KCNH2
Procainamide	inhibits	SCN5A
Procainamide	binds	DNMT1
Procainamide	inhibits	SLC22A2
Procainamide	inhibits	SLC22A1
Procainamide	inhibits	SLC22A3
Procainamide	inhibits	SLC22A5
Procainamide	inhibits	SLC22A4
Procainamide	substrate_of	SLC47A1
Procainamide	substrate_of	SLC47A2
Tolterodine	substrate_of	CYP2C9
Tolterodine	substrate_of	CYP2C19
Tolterodine	substrate_of	CYP2D6
Tolterodine	substrate_of	CYP3A4
Tolterodine	inhibits	CHRM3
Tolterodine	inhibits	CHRM2
Tolterodine	inhibits	CHRM5
Tolterodine	inhibits	CHRM1
Tolterodine	inhibits	CHRM4
Selegiline	substrate_of	CYP2B6
Selegiline	inhibits	CYP2B6
Selegiline	substrate_of	CYP3A4
Selegiline	substrate_of	CYP2A6
Selegiline	inhibits	CYP2A6
Selegiline	substrate_of	CYP1A2
Selegiline	inhibits	CYP1A2
Selegiline	substrate_of	CYP2C19
