lgn_food_id,food_name,has_fp,rep_compound,rep_smiles,strategy
703,"(25S)-Spirostane-3B,5B,6A-Triol 3-[4''-Rhamnosylglucoside]",True,,,original
704,"(3B,5A,6B,22A,25R)-Furostane-22-Methoxy-3,6,26-Triol 3-[Glucosyl-(1->2)-[Xylosyl-(1->3)]-Glucosyl-(1->4)-Galactoside] 26-Glucoside",True,,,original
705,Levodopa,True,,,original
706,Uridine,True,,,original
707,Pipecolic Acid,True,,,original
708,Choline Alfoscerate,True,,,original
709,Acetylglycine,True,,,original
710,Pyruvic Acid,True,,,original
711,Chloride,True,,,original
712,O-Alpha-D-Glucopyranosyl-(1->4)-O-Alpha-D-Glucopyranosyl-(1->4)-D-Glucopyranose,True,,,original
713,Vicine,True,,,original
714,Sulfate Ion,True,,,original
715,Calcium Oxide,True,,,original
716,Pantothenic Acid,True,,,original
717,Gossypol,True,,,original
718,Carotene,True,,,original
719,Atropine,True,,,original
720,Dopamine,True,,,original
721,Bilirubin,True,,,original
722,Serotonin,True,,,original
723,Theophylline,True,,,original
724,Isoflavones,False,,,no_representative_found
725,Genistein,True,,,original
726,Salicylates,False,,,no_representative_found
727,Estrogen,True,,,original
728,Creatinine,True,,,original
729,Glycosides,False,,,no_representative_found
730,Aldosterone,True,,,original
731,Xanthine,True,,,original
732,Adenosine,True,,,original
733,Uric Acid,True,,,original
734,Estradiol,True,,,original
735,Ketones,False,,,no_representative_found
736,Vasopressin,True,,,original
737,H+,True,,,original
738,Curcumin,True,,,original
739,Sugars,False,,,no_representative_found
740,Rhamnetin,True,,,original
741,Trimethylamine,True,,,original
742,Cortisol,True,,,original
743,Cortisone,True,,,original
744,Chrysin,True,,,original
745,Superoxide,True,,,original
746,Isoeugenol,True,,,original
747,Testosterone,True,,,original
748,Petunidin,True,,,original
749,Flavonoids,False,Quercetin,,copy_lgn:279
750,Epigallocatechin-3-Gallate,True,,,original
751,Kaempferide,True,,,original
752,Histamine,True,,,original
753,Taurine,True,,,original
754,Oleic Acid,True,,,original
755,Nad+,True,,,original
756,Zingerone,True,,,original
757,Pterostilbene,True,,,original
758,Phenylephrine,True,,,original
759,Vanillin,True,,,original
760,Retinoic Acid,True,,,original
761,Sildenafil,True,,,original
762,Phytic Acid,True,,,original
763,Ferulic Acid,True,,,original
764,Nitric Oxide,True,,,original
765,Nobiletin,True,,,original
766,Pinocembrin,True,,,original
767,Galangin,True,,,original
768,Ornithine,True,,,original
769,Coumestrol,True,,,original
770,Phosphorus,True,,,original
771,Theaflavin,True,,,original
772,Adenosine Triphosphate,True,,,original
773,Isoimperatorin,True,,,original
774,Atp,True,,,original
775,Rosmarinic Acid,True,,,original
776,Gelatin,True,,,original
777,Bornyl Acetate,True,,,original
778,Sterols,False,,,no_representative_found
779,Arsenic,True,,,original
780,Α-Tocopherol,True,,,original
781,Progesterone,True,,,original
782,Cadmium,True,,,original
783,Retinol,True,,,original
784,Casein,True,,,original
785,Glutathione,True,,,original
786,Enterolactone,True,,,original
787,P-Coumaric Acid,True,,,original
788,Tricin,True,,,original
789,Phloretin,True,,,original
790,Oxytocin,True,,,original
791,Phenols,True,,,original
792,Tetrahydrocortisone,True,,,original
793,Cyanocobalamin,True,,,original
794,2-Phenylethanol,True,,,original
795,Na+,True,,,original
796,Acetaldehyde,True,,,original
797,Cinnamaldehyde,True,,,original
798,Pectin,False,Riboflavine,,hkg_best_compound(count=3)
799,Purine,True,,,original
800,Punicalagin,True,,,original
801,N-Nitrosodimethylamine,True,,,original
802,L-Acetylcarnitine,True,,,original
803,L-Citrulline,True,,,original
804,Epiestradiol,True,,,original
805,(E)-Aconitic Acid,True,,,original
806,"(Z,Z)-9,12-Octadecadienoic Acid",True,,,original
807,Amoxycillin,True,,,original
808,Calcitriol,True,,,original
809,Morphine,True,,,original
810,17Alpha-Ethynylestradiol,True,,,original
811,"24,25-Dihydroxyvitamin D3",True,,,original
812,Codeine,True,,,original
813,Carbon Monoxide,True,,,original
814,Nicotine,True,,,original
815,L-Theanine,True,,,original
816,Levoglutamide,True,,,original
817,3-Aminopropanoic Acid,True,,,original
818,Alpha-Tocopherol,True,,,original
819,25-Hydroxycholecalciferol,True,,,original
820,"Ng,Ng-Dimethyl-L-Arginine",True,,,original
821,Cobalamin,True,,,original
822,Creatine,True,,,original
823,L-Carnitine,True,,,original
824,L-Cysteine,True,,,original
825,Ozone,True,,,original
826,Dodecanoic Acid,True,,,original
827,Phytomenadione,True,,,original
828,Sulforaphane,True,,,original
829,Somatostatin,True,,,original
830,Eicosapentaenoic Acid,True,,,original
831,Starch,False,Amylopectin,,copy_lgn:1801
