head	relation	tail
Verapamil	inhibits	SLC22A1
Chinese tannin	inhibits	Solute carrier organic anion transporter family member 1B1
Vincristine	inhibits	ABCC3
1H-Indole-3-methanol	inhibits	Solute carrier organic anion transporter family member 1B3
Ezetimibe	inhibits	CYP2C8
Cabotegravir	inhibits	SLC22A6
MUBRITINIB	inhibits	Receptor tyrosine-protein kinase erbB-2
Aminopterin	inhibits	Solute carrier organic anion transporter family member 1B1
Iloperidone	inhibits	DRD2
Pirtobrutinib	inhibits	CYP2C9
Nateglinide	inhibits	ABCC8
Ferulic acid	inhibits	CA4
ONATASERTIB	inhibits	Serine/threonine-protein kinase mTOR
BAFETINIB	inhibits	Tyrosine-protein kinase Lyn
Fexinidazole	inhibits	CYP2C19
Sparsentan	inhibits	ABCB1
Desipramine	inhibits	HTR2A
Oteseconazole	inhibits	ERG11
Methotrimeprazine	inhibits	ADRA1D
Rifamycin	inhibits	CYP2D6
Lasmiditan	inhibits	SLC22A1
Hydralazine	inhibits	CYP3A4
Fostamatinib	inhibits	CAMKK2
Tenapanor	inhibits	SLCO2B1
Chlorprothixene	inhibits	CHRM2
VOLASERTIB	inhibits	Serine/threonine-protein kinase PLK1
Torasemide	inhibits	SLC12A2
Avocadyne 1-acetate	inhibits	Solute carrier organic anion transporter family member 1B1
N-acetyl-serotonin	inhibits	Solute carrier organic anion transporter family member 1B3
Melatonin	inhibits	SLC22A8
Naloxegol	inhibits	OPRM1
Pirfenidone	inhibits	CYP2C19
Fluphenazine	inhibits	HTR2C
Fostamatinib	inhibits	NUAK1
Azelaic acid	inhibits	TYR
Melezitose	inhibits	Solute carrier organic anion transporter family member 1B1
Belzutifan	inhibits	SLC47A2
Levoketoconazole	inhibits	CYP7A1
Amitriptyline	inhibits	HTR2C
Cariprazine	inhibits	CYP3A4
Telmisartan	inhibits	ABCC2
Niraparib	inhibits	SLC47A2
Methotrexate	inhibits	ABCC10
Pilocarpine	inhibits	CYP2A6
Ripretinib	inhibits	BRAF
Nintedanib	inhibits	KDR
Fluvastatin	inhibits	CYP3A4
Dronedarone	inhibits	ADRA1D
L-Acetylleucine	inhibits	SLC22A8
Avapritinib	inhibits	ABCB11
Cabozantinib	inhibits	MET
Zidovudine	inhibits	SLC22A8
Pirtobrutinib	inhibits	CYP2D6
Selegiline	inhibits	MAOA
LESTAURTINIB	inhibits	Proto-oncogene tyrosine-protein kinase receptor Ret
Letermovir	inhibits	ABCB1
Mavorixafor	inhibits	CYP2C19
Thiodiacetic acid	inhibits	Cytochrome P450 2D6
4E,15Z-Bilirubin IXa	inhibits	Solute carrier organic anion transporter family member 1B1
Pantoprazole	inhibits	ATP4A
Iloperidone	inhibits	ADRA2A
Amitriptyline	inhibits	SLC6A4
Omadacycline	inhibits	rpsH
Methysergide	inhibits	HTR7
SAR-407899	inhibits	Rho-associated protein kinase
Xanthyletin	inhibits	Solute carrier organic anion transporter family member 1B1
Coumarin	inhibits	CA2
4-aminobenzoate	inhibits	Solute carrier organic anion transporter family member 1B3
Pseudoephedrine	inhibits	Cytochrome P450 2C19
Pyridostigmine	inhibits	ACHE
Isoniazid	inhibits	Solute carrier organic anion transporter family member 1B3
Dihydrojasmonic acid	inhibits	Solute carrier organic anion transporter family member 1B3
Hydroxyurea	inhibits	RRM1
Cannabidiol	inhibits	CYP3A7
Mebendazole	inhibits	TUBA1A
Amitriptyline	inhibits	CYP2C19
Ketoconazole	inhibits	ABCB1
Roxadustat	inhibits	ABCG2
Efavirenz	inhibits	CYP2C8
Deuruxolitinib	inhibits	SLC47A2
Fusidic acid	inhibits	ABCC2
Amiodarone	inhibits	CYP2A6
Doxepin	inhibits	CHRM3
Pseudoephedrine	inhibits	SLC6A3
Teriflunomide	inhibits	HMGCR
Chlorpromazine	inhibits	DRD5
(E)-Urocanic acid	inhibits	Cytochrome P450 3A4
Nilvadipine	inhibits	CACNA1G
Loxapine	inhibits	HTR2C
Cefamandole	inhibits	pbpA
Apremilast	inhibits	PDE4
Memantine	inhibits	CYP2C19
Maprotiline	inhibits	HRH1
CP-724714	inhibits	Receptor tyrosine-protein kinase erbB-2
Cefpodoxime	inhibits	ftsI
Levocetirizine	inhibits	HRH1
Glucokinin	inhibits	Solute carrier organic anion transporter family member 1B1
Flunarizine	inhibits	HRH1
Dronabinol	inhibits	CYP2C9
Pemigatinib	inhibits	FGFR3
Idelalisib	inhibits	CYP2C19
Etravirine	inhibits	CYP2C9
Bepridil	inhibits	PDE1A
Fostamatinib	inhibits	EGFR
VX-702	inhibits	Mitogen-activated protein kinase 14
ONALESPIB	inhibits	Heat shock protein HSP90
Sunitinib	inhibits	FLT3
Promethazine	inhibits	CHRM3
Amisulpride	inhibits	SLC47A2
Digoxin	inhibits	ATP1A3
Nitrendipine	inhibits	CACNB2
Glecaprevir	inhibits	ABCB1
Duvelisib	inhibits	PIK3CD
Azelastine	inhibits	CYP2D6
Pizotifen	inhibits	HTR2C
Dexfenfluramine	inhibits	SLC6A4
Nicardipine	inhibits	CYP2D6
Chrysophanol	inhibits	Solute carrier organic anion transporter family member 1B3
Phosphatidylcholine O-34:2	inhibits	Solute carrier organic anion transporter family member 1B1
Scopolamine	inhibits	CHRM4
Olanzapine	inhibits	CYP2C9
Quinine	inhibits	CYP3A4
Enalapril	inhibits	ABCB1
Topiramate	inhibits	CA3
Vadadustat	inhibits	CYP2C8
Levoketoconazole	inhibits	CYP2B6
Cannabidiol	inhibits	CAT
Dacomitinib	inhibits	ABCG2
Piroxicam	inhibits	SLC22A11
Maprotiline	inhibits	CHRM2
Quizartinib	inhibits	FLT3
Nadolol	inhibits	ADRB2
Naloxone	inhibits	OPRK1
Lopinavir	inhibits	ABCB11
Hydroxyzine	inhibits	KCNH2
(S)-N-methylcoclaurine	inhibits	Solute carrier organic anion transporter family member 1B3
cis-b,b-Carotene	inhibits	Solute carrier organic anion transporter family member 1B3
Nilvadipine	inhibits	CACNA1C
AMG-548	inhibits	Mitogen-activated protein kinase 14
Levofloxacin	inhibits	ABCB1
Telaprevir	inhibits	NS3/4A
CC-115	inhibits	Serine/threonine-protein kinase mTOR
Teriflunomide	inhibits	DHODH
Vardenafil	inhibits	PDE6G
Flavoxate	inhibits	CHRM1
Ponatinib	inhibits	RET
Promethazine	inhibits	CHRM1
Coenzyme Q	inhibits	Solute carrier organic anion transporter family member 1B3
Triflusal	inhibits	PDE10A
Felodipine	inhibits	PDE1A
Benzamide	inhibits	Cytochrome P450 2C19
Letermovir	inhibits	SLCO1B3
3b,5a,6b-Cholestanetriol	inhibits	Solute carrier organic anion transporter family member 1B3
Maprotiline	inhibits	CHRM3
Desipramine	inhibits	CHRM3
Deferasirox	inhibits	UGT1A3
Taletrectinib	inhibits	CYP3A4
Risperidone	inhibits	HTR1A
Methylxanthoxylin	inhibits	Cytochrome P450 3A4
Desipramine	inhibits	HRH1
Flunarizine	inhibits	CALM1
Sunitinib	inhibits	ABCB1
Oleanolic acid	inhibits	Solute carrier organic anion transporter family member 1B1
Berotralstat	inhibits	CYP2D6
N-Acetyl-L-cysteine	inhibits	Solute carrier organic anion transporter family member 1B1
Fostamatinib	inhibits	ALK
Pazopanib	inhibits	CYP3A4
Eslicarbazepine acetate	inhibits	P2RX4
Tetracycline	inhibits	SLC22A11
LB-100	inhibits	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform
Fostamatinib	inhibits	TAOK3
Brigatinib	inhibits	ABCB5
TAK-960	inhibits	Serine/threonine-protein kinase PLK1
AFURESERTIB	inhibits	Serine/threonine-protein kinase AKT
Ketamine	inhibits	HTR2A
Nelfinavir	inhibits	SLCO2B1
Linamarin	inhibits	Solute carrier organic anion transporter family member 1B1
Fostamatinib	inhibits	CDK4
Bosutinib	inhibits	FGR
Pazopanib	inhibits	FLT1
Ethoxyquin	inhibits	Cytochrome P450 2C9
Quinidine	inhibits	SLC22A1
Tepotinib	inhibits	ABCB1
Estradiol valerate	inhibits	SLC22A2
Cannabidiol	inhibits	NAAA
Romidepsin	inhibits	SLC22A2
Ciprofloxacin	inhibits	gyrA
Cromoglicic acid	inhibits	HSP90AA1
Nitrendipine	inhibits	CACNA2D1
Ethambutol	inhibits	CYP3A4
Paltusotine	inhibits	UGT1A9
Dicloxacillin	inhibits	pbp1b
Imipramine	inhibits	SLC22A2
Xanthotoxin	inhibits	Cytochrome P450 2D6
OLVEREMBATINIB	inhibits	Bcr/Abl fusion protein
Deferasirox	inhibits	CYP1A2
Fd&c green no. 3, calcium lake	inhibits	Solute carrier organic anion transporter family member 1B1
NG,NG-Dimethyl-L-arginine	inhibits	Cytochrome P450 2C19
Scopolamine	inhibits	CHRM2
Lonafarnib	inhibits	ABCB1
Ruxolitinib	inhibits	JAK2
Lopinavir	inhibits	ABCB1
Pazopanib	inhibits	CYP2C8
Tivozanib	inhibits	MET
Propafenone	inhibits	ADRB2
Chlorprothixene	inhibits	DRD1
Tegaserod	inhibits	HTR2B
Bendroflumethiazide	inhibits	SLC12A3
Tranylcypromine	inhibits	CYP1A2
ORELABRUTINIB	inhibits	Tyrosine-protein kinase BTK
Bupropion	inhibits	Solute carrier organic anion transporter family member 1B1
Haloperidol	inhibits	CYP2D6
Imipramine	inhibits	HTR7
Tetracycline	inhibits	rpsN
Cyproterone acetate	inhibits	CYP3A4
Adagrasib	inhibits	CYP2D6
PACRITINIB	inhibits	Receptor-type tyrosine-protein kinase FLT3
Fluvastatin	inhibits	HMGCR
Felbamate	inhibits	GRIN2A
Clozapine	inhibits	HTR6
Cefoperazone	inhibits	ftsI
Aripiprazole	inhibits	DRD4
Captopril	inhibits	MMP2
Phellopterin	inhibits	Cytochrome P450 1A2
Tannase	inhibits	Solute carrier organic anion transporter family member 1B1
Norfloxacin	inhibits	CYP3A7
Diphenhydramine	inhibits	HNMT
African-2(6)-ene	inhibits	Solute carrier organic anion transporter family member 1B3
Imatinib	inhibits	SLC22A2
Nintedanib	inhibits	PDGFRB
Eupatorin	inhibits	Cytochrome P450 1A1
Quercetin	inhibits	Cytochrome P450 1B1
Liotrix	inhibits	SLC16A2
Cabozantinib	inhibits	ROS1
Opicapone	inhibits	CYP2C8
Biochanin A	inhibits	Solute carrier organic anion transporter family member 1B3
Nimodipine	inhibits	NR3C2
Clodronic acid	inhibits	SLC25A5
Amantadine	inhibits	SLC22A2
Viloxazine	inhibits	CYP1A2
Trimipramine	inhibits	HTR1A
Dutasteride	inhibits	SRD5A3
Diethylcarbamazine	inhibits	BCHE
Zoliflodacin	inhibits	gyrB
Paeoniflorin	inhibits	Solute carrier organic anion transporter family member 1B3
L-Glutamine	inhibits	CTPS1
Labetalol	inhibits	CYP2D6
Amoxapine	inhibits	DRD2
Regorafenib	inhibits	BRAF
Oxybutynin	inhibits	CYP3A4
RIPASUDIL HYDROCHLORIDE DIHYDRATE	inhibits	Rho-associated protein kinase
Acetylsalicylic acid	inhibits	RPS6KA3
Mercenene	inhibits	Solute carrier organic anion transporter family member 1B1
Venlafaxine	inhibits	CYP2D6
Cyproheptadine	inhibits	HTR2C
Ethchlorvynol	inhibits	GABRB2
Sorafenib	inhibits	ABCB1
Momelotinib	inhibits	ACVR1
Rucaparib	inhibits	PARP2
Esterase	inhibits	Solute carrier organic anion transporter family member 1B1
Zonisamide	inhibits	CA5A
Indapamide	inhibits	SLC12A3
Meclofenamic acid	inhibits	ALOX5
Epismilagenin	inhibits	Solute carrier organic anion transporter family member 1B1
Colchicine	inhibits	CYP3A4
6-hydroxy-1-methyl-1,2,3,4-tetrahydro-beta-carboline	inhibits	Cytochrome P450 3A4
Abrocitinib	inhibits	ABCB1
Quetiapine	inhibits	CHRM3
Elbasvir	inhibits	NS5A
Telotristat ethyl	inhibits	CYP2C19
Piroxicam	inhibits	SLCO2B1
Ginkgo biloba	inhibits	SLC6A2
Dronedarone	inhibits	CACNA1F
Etoricoxib	inhibits	CYP2C19
Dronabinol	inhibits	CYP2J2
Diflunisal	inhibits	PTGS2
Azithromycin	inhibits	PADI4
Safinamide	inhibits	CYP2D6
Vortioxetine	inhibits	HTR3A
Tamoxifen	inhibits	CYP1B1
Repotrectinib	inhibits	NTRK3
Tivozanib	inhibits	KDR
Pizotifen	inhibits	ADRA1D
Vandetanib	inhibits	VEGFA
Cannabidiol	inhibits	CYP17A1
Azathioprine	inhibits	PPAT
Prazosin	inhibits	SLC22A3
Fleroxacin	inhibits	TOP2A
EDRALBRUTINIB	inhibits	Tyrosine-protein kinase BTK
Sertraline	inhibits	CYP2C19
Isavuconazonium	inhibits	ERG11
Anethole trithione	inhibits	TGM2
Boceprevir	inhibits	ABCB1
Metyrapone	inhibits	CYP2A6
Dronedarone	inhibits	ADRB1
Fostamatinib	inhibits	ABL2
Gabexate	inhibits	KLKB1
Digoxin	inhibits	SLCO1B1
Everolimus	inhibits	SLCO1A2
Ranolazine	inhibits	ADRA1A
Imlunestrant	inhibits	ABCG2
Sotagliflozin	inhibits	ABCC2
Amprenavir	inhibits	gag-pol
Imatinib	inhibits	RET
Genkwanin	inhibits	Solute carrier organic anion transporter family member 1B3
Maralixibat	inhibits	SLC10A1
Vardenafil	inhibits	PDE6H
Brincidofovir	inhibits	POLG
Copanlisib	inhibits	PIK3CA
Iloperidone	inhibits	HRH1
Myricetin	inhibits	Cytochrome P450 1A1
Fostamatinib	inhibits	FLT1
Zidovudine	inhibits	TERT
Amoxapine	inhibits	HTR7
Aminophylline	inhibits	ADORA1
LY-3009120	inhibits	RAF proto-oncogene serine/threonine-protein kinase
Fostamatinib	inhibits	CSNK2A1
Dronedarone	inhibits	SLC22A1
Nifedipine	inhibits	KCND3
Fostamatinib	inhibits	ACVR1
Bupropion	inhibits	CYP2D6
Fluphenazine	inhibits	DRD2
(S)-N-methylcoclaurine	inhibits	Solute carrier organic anion transporter family member 1B1
Quercitrin	inhibits	Solute carrier organic anion transporter family member 1B3
alpha-Mangostin	inhibits	Solute carrier organic anion transporter family member 1B3
Safinamide	inhibits	CYP1A1
Momelotinib	inhibits	TYK2
Glucokinin	inhibits	Solute carrier organic anion transporter family member 1B3
Allopregnanolone	inhibits	Solute carrier organic anion transporter family member 1B3
C.I. Acid Green 50	inhibits	Cytochrome P450 2D6
Elexacaftor	inhibits	ABCB1
Simvastatin	inhibits	SLCO1B1
Nalbuphine	inhibits	OPRD1
Palovarotene	inhibits	SLCO1B3
Lamotrigine	inhibits	ADRA2A
Isradipine	inhibits	CYP3A4
Vonoprazan	inhibits	CYP2C19
Diclofenac	inhibits	SCN4A
Doxazosin	inhibits	ADRA1B
Apiumetrin	inhibits	Solute carrier organic anion transporter family member 1B3
ONVANSERTIB	inhibits	Serine/threonine-protein kinase PLK1
Nintedanib	inhibits	LYN
Cefdinir	inhibits	pbp3
(3S,3'S)-Astaxanthin	inhibits	Solute carrier organic anion transporter family member 1B1
Dalteparin	inhibits	SELP
Phenytoin	inhibits	UGT1A9
Gemfibrozil	inhibits	UGT1A3
Mycophenolate mofetil	inhibits	IMPDH1
Fostamatinib	inhibits	PTK2B
Lindane	inhibits	GABRB1
MITOTANE	inhibits	Cytochrome P450 11B1, mitochondrial
Methotrimeprazine	inhibits	CHRM4
Pargyline	inhibits	MAOA
Rhein	inhibits	Cytochrome P450 3A4
3,4-Dimethoxybenzoic acid	inhibits	Solute carrier organic anion transporter family member 1B1
Capsaicin	inhibits	Cytochrome P450 2C9
Fostamatinib	inhibits	CSN3
Naproxen	inhibits	Solute carrier organic anion transporter family member 1B3
Thymoquinone	inhibits	Solute carrier organic anion transporter family member 1B1
Lomitapide	inhibits	ABCB1
Mecamylamine	inhibits	CHRNB2
Procyclidine	inhibits	CHRM3
Dronedarone	inhibits	CACNB3
Melagatran	inhibits	PLG
Indomethacin	inhibits	SLC22A8
beta-Sitosterol	inhibits	Solute carrier organic anion transporter family member 1B3
ALLITINIB	inhibits	Receptor tyrosine-protein kinase erbB-2
Corticosterone	inhibits	Cytochrome P450 3A4
Alexomycin	inhibits	Solute carrier organic anion transporter family member 1B1
Naproxen	inhibits	SLCO1A2
Baricitinib	inhibits	SLC22A8
Olanzapine	inhibits	CHRM3
Ozanimod	inhibits	MAOB
Peginterferon alfa-2b	inhibits	CYP2D6
Digitoxin	inhibits	ATP1A1
Indinavir	inhibits	SLCO1A2
Fostamatinib	inhibits	ULK1
Cannabidiol	inhibits	CYP2C9
Isavuconazonium	inhibits	CYP2C19
Fostamatinib	inhibits	PIK3CG
Alosetron	inhibits	CYP1A2
Friedooleanan-3-one	inhibits	Solute carrier organic anion transporter family member 1B1
2-Indolecarboxylic acid	inhibits	Solute carrier organic anion transporter family member 1B3
Zonisamide	inhibits	SCN5A
Carbocisteine	inhibits	PLCXD3
Rabeprazole	inhibits	CYP2D6
Celastrol	inhibits	Solute carrier organic anion transporter family member 1B1
Monodehydro-L-ascorbic acid	inhibits	Solute carrier organic anion transporter family member 1B3
Cyproterone acetate	inhibits	AR
Allantoin	inhibits	Solute carrier organic anion transporter family member 1B1
Verapamil	inhibits	ATP-dependent translocase ABCB1
Octreotide	inhibits	MPO
Cyproheptadine	inhibits	HRH1
Pseudoephedrine	inhibits	NFATC1
Vandetanib	inhibits	KDR
FIBOFLAPON	inhibits	Arachidonate 5-lipoxygenase-activating protein
Glecaprevir	inhibits	CYP3A4
Nitrendipine	inhibits	CACNA2D2
gamma-Sitosterol	inhibits	Solute carrier organic anion transporter family member 1B3
Chrysoeriol 7-(2''-glucuronylglucuronide)	inhibits	Cytochrome P450 1A1
Olanzapine	inhibits	HTR6
Bisoprolol	inhibits	ADRB2
Fostamatinib	inhibits	PAK5
Fosinopril	inhibits	ACE
TABIMORELIN	inhibits	Cytochrome P450 3A4
Letrozole	inhibits	CYP19A1
Enasidenib	inhibits	CYP1A2
VOXTALISIB	inhibits	Serine/threonine-protein kinase mTOR
Tivozanib	inhibits	ABCG2
DANUSERTIB	inhibits	Serine/threonine-protein kinase Aurora
Amantadine	inhibits	MAOB
Cucurbita maxima Trysin inhibitor III	inhibits	ATP-dependent translocase ABCB1
Isoimperatorin	inhibits	Cytochrome P450 1B1
Pitolisant	inhibits	SLC22A1
Elinzanetant	inhibits	TACR1
Aripiprazole	inhibits	DRD3
Midostaurin	inhibits	CYP2C19
Tucatinib	inhibits	SLC47A1
Pyrrol-2-methylketone	inhibits	Solute carrier organic anion transporter family member 1B1
Alendronic acid	inhibits	PTPRS
Futibatinib	inhibits	ABCB1
Doravirine	inhibits	pol
Rifapentine	inhibits	rpoC
Asciminib	inhibits	SLCO1B1
Cycloserine	inhibits	ddlA
Viloxazine	inhibits	CYP3A5
Zuclopenthixol	inhibits	DRD5
Esketamine	inhibits	GRIN1
Thioproperazine	inhibits	ADRA1B
Dordaviprone	inhibits	CYP1A2
Methylergometrine	inhibits	DRD1
Risdiplam	inhibits	SLC47A2
Brincidofovir	inhibits	CYP2C19
Arimoclomol	inhibits	SLC22A2
Abiraterone	inhibits	CYP2C19
Fostamatinib	inhibits	TXK
cis-[6]-Shogaol	inhibits	Cytochrome P450 2C8
Sodium phosphate, dibasic	inhibits	CA4
Trifluoperazine	inhibits	CALM2
Moxifloxacin	inhibits	PON1
Pralsetinib	inhibits	ABCB1
5alpha-Cholestane	inhibits	Solute carrier organic anion transporter family member 1B3
Amoxapine	inhibits	HTR3A
Diethylcarbamazine	inhibits	ALOX5
Inavolisib	inhibits	CYP3A4
Thymoquinone	inhibits	Solute carrier organic anion transporter family member 1B3
Palovarotene	inhibits	SLCO1B1
Coenzyme Q	inhibits	Solute carrier organic anion transporter family member 1B1
1,2-Benzenediol	inhibits	Cytochrome P450 3A4
Fostamatinib	inhibits	MAP3K20
Vinflunine	inhibits	TUBB
Thiothixene	inhibits	CYP2D6
Dibutyl phthalate	inhibits	Solute carrier organic anion transporter family member 1B3
Ritlecitinib	inhibits	CYP1A2
Ubiquinone 10	inhibits	Solute carrier organic anion transporter family member 1B3
Osilodrostat	inhibits	CYP11B1
Irbesartan	inhibits	AGTR1
Cobicistat	inhibits	CYP3A5
Indinavir	inhibits	ABCC1
Amobarbital	inhibits	GRIA2
Paltusotine	inhibits	UGT1A3
Tivozanib	inhibits	PDGFRA
Paromomycin	inhibits	RPL10L
Selinexor	inhibits	SLCO1B3
Ritonavir	inhibits	gag-pol
Aprocitentan	inhibits	SLC10A1
RUXOLITINIB PHOSPHATE	inhibits	Tyrosine-protein kinase JAK2
Maprotiline	inhibits	ADRA1A
Desipramine	inhibits	ABCB1
Fostamatinib	inhibits	MARK1
Triethylenetetramine	inhibits	CA14
GILTERITINIB FUMARATE	inhibits	Tyrosine-protein kinase receptor UFO
Amlodipine	inhibits	ATP-dependent translocase ABCB1
Romosozumab	inhibits	SOST
SIREMADLIN	inhibits	Tumour suppressor p53/oncoprotein Mdm2
Pexidartinib	inhibits	UGT1A1
Mastic gum	inhibits	Solute carrier organic anion transporter family member 1B1
Sonidegib	inhibits	SMO
Kaempferol 3-(p-coumaroyl-glucoside)	inhibits	Cytochrome P450 3A4
Isavuconazole	inhibits	KCNH2
Repotrectinib	inhibits	UGT1A1
Darifenacin	inhibits	CHRM2
Ondansetron	inhibits	CYP1A2
Lumacaftor	inhibits	CYP2C8
5,6-dimethyl-8-isopropenylbicyclo[4.4.0]dec-1-en-3-one	inhibits	Cytochrome P450 2C19
Elafibranor	inhibits	ABCC3
Dasabuvir	inhibits	NS5b
Capmatinib	inhibits	SLC47A1
Ketoprofen	inhibits	SLC22A8
Orphenadrine	inhibits	GRIN3A
Doxorubicin	inhibits	CYP2D6
Dabigatran etexilate	inhibits	NQO2
Clopidogrel	inhibits	SLC22A2
Indomethacin	inhibits	ABCC11
Terfenadine	inhibits	CYP2C8
Capsaicin	inhibits	Cytochrome P450 3A4
Kaempferol	inhibits	Cytochrome P450 2C19
LAPATINIB DITOSYLATE	inhibits	Receptor tyrosine-protein kinase erbB-2
Clozapine	inhibits	GABRG1
Desipramine	inhibits	SMPD1
Tipranavir	inhibits	ABCB1
Acetohydroxamic acid	inhibits	MMP12
Eupatorin	inhibits	Cytochrome P450 1B1
cis-b,b-Carotene	inhibits	Solute carrier organic anion transporter family member 1B1
Tacrine	inhibits	ACHE
Encorafenib	inhibits	RAF1
Fostamatinib	inhibits	LIMK2
Abemaciclib	inhibits	CYP3A4
Azithromycin	inhibits	ABCC2
Phenylbutyric acid	inhibits	HDAC1
Dasatinib	inhibits	FYN
Propranolol	inhibits	Cytochrome P450 2C8
Dronedarone	inhibits	CACNB2
Quercetin	inhibits	Cytochrome P450 3A4
AT-9283	inhibits	Receptor-type tyrosine-protein kinase FLT3
Ketoconazole	inhibits	CYP3A5
Trametinib	inhibits	MAP2K2
Loxapine	inhibits	DRD2
5-Methoxytryptamine	inhibits	Solute carrier organic anion transporter family member 1B1
Cefdinir	inhibits	SLC15A2
Nilvadipine	inhibits	CACNA2D1
Voxilaprevir	inhibits	NS3/4A
Ketoconazole	inhibits	NR1I3
1-Methylxanthine	inhibits	Solute carrier organic anion transporter family member 1B1
Viloxazine	inhibits	MAOA
Propylthiouracil	inhibits	DIO1
Brompheniramine	inhibits	CHRM5
Verapamil	inhibits	SLCO1B1
Fostamatinib	inhibits	JAK3
Enasidenib	inhibits	CYP2C19
Sunitinib	inhibits	ABCG2
Tamoxifen	inhibits	EBP
Saquinavir	inhibits	CYP3A4
Di-2-propenyl-sulfane	inhibits	Solute carrier organic anion transporter family member 1B1
Lithocholyltaurine	inhibits	Solute carrier organic anion transporter family member 1B3
Trimebutine	inhibits	CHRM1
Netupitant	inhibits	ABCB1
Viloxazine	inhibits	CYP2B6
Etacrynic acid	inhibits	GSTA2
Endrin	inhibits	Solute carrier organic anion transporter family member 1B3
Idelalisib	inhibits	CYP3A4
Carvedilol	inhibits	ADRB1
BOSUTINIB	inhibits	Tyrosine-protein kinase HCK
Sotagliflozin	inhibits	CYP2D6
Diosmin	inhibits	CYP2C9
NAVITOCLAX	inhibits	Bcl-2-like protein 1
Topiramate	inhibits	CA1
Modafinil	inhibits	CYP2B6
Apigenin	inhibits	Cytochrome P450 1A1
Amoxycillin	inhibits	Solute carrier organic anion transporter family member 1B1
Practolol	inhibits	ADRB1
Digoxin	inhibits	ATP1A1
BAY-1161909	inhibits	Dual specificity protein kinase TTK
Paliperidone	inhibits	HTR1D
Allopurinol	inhibits	CYP1A2
Bumetanide	inhibits	SLC12A1
(±)-Menthone	inhibits	Solute carrier organic anion transporter family member 1B1
Zanubrutinib	inhibits	JAK2
JNJ-26483327	inhibits	Receptor tyrosine-protein kinase erbB-2
Lonafarnib	inhibits	FNTA
Progesterone	inhibits	CYP2C19
Oxytetracycline	inhibits	Solute carrier organic anion transporter family member 1B1
Clidinium	inhibits	CHRM1
Nifedipine	inhibits	ABCB11
Fostamatinib	inhibits	TSSK1B
Ketorolac	inhibits	PTGS1
TAK-715	inhibits	Mitogen-activated protein kinase 14
Emodin	inhibits	Solute carrier organic anion transporter family member 1B3
Bergapten	inhibits	Solute carrier organic anion transporter family member 1B3
Lactulose	inhibits	Solute carrier organic anion transporter family member 1B1
Nicardipine	inhibits	CYP3A5
Terfenadine	inhibits	HRH1
Ibrexafungerp	inhibits	CYP2C8
Azelaic acid	inhibits	polA
Opicapone	inhibits	SLCO1B1
p-Mentha-1,8-dien-7-ol	inhibits	Cytochrome P450 1B1
Cyclobenzaprine	inhibits	ADRA2C
CI-1040	inhibits	Dual specificity mitogen-activated protein kinase kinase 2
Acetazolamide	inhibits	CA3
Zolpidem	inhibits	Solute carrier organic anion transporter family member 1B1
Chlorprothixene	inhibits	CHRM3
Sulfinpyrazone	inhibits	ABCC5
Doxepin	inhibits	HTR1A
Estradiol valerate	inhibits	SLC22A1
Benzgalantamine	inhibits	ABCB1
