original_id,new_id,name
371,371,Dienogest
372,372,Diethylcarbamazine
373,373,Diethylpropion
374,374,Difelikefalin
375,375,Difenoxin
376,376,Diflunisal
377,377,Digitoxin
378,378,Digoxin
379,379,Dihydrocodeine
380,380,Dihydroergotamine
381,381,Diiodohydroxyquinoline
382,382,Diltiazem
383,383,Dimenhydrinate
384,384,Dimethyl fumarate
385,385,Diosmin
386,386,Diphenadione
387,387,Diphenhydramine
388,388,Diphenoxylate
389,389,Dipyridamole
390,390,Diroximel fumarate
391,391,Disopyramide
392,392,Disulfiram
393,393,Ditazole
394,394,Docetaxel
395,395,Dofetilide
396,396,Dolasetron
397,397,Dolutegravir
398,398,Domperidone
399,399,Donepezil
400,400,Doravirine
401,401,Doxazosin
402,402,Doxepin
403,403,Doxercalciferol
404,404,Doxorubicin
405,405,Doxycycline
406,406,Doxylamine
407,407,Dronabinol
408,408,Dronedarone
409,409,Drospirenone
410,410,Drotrecogin alfa
411,411,Droxidopa
412,412,Dulaglutide
413,413,Duloxetine
414,414,Dutasteride
415,415,Duvelisib
416,416,Dyclonine
417,417,Ebastine
418,418,Edaravone
419,419,Edetic acid
420,420,Edoxaban
421,421,Efavirenz
422,422,Eflornithine
423,423,Elacestrant
424,424,Elafibranor
425,425,Elagolix
426,426,Elbasvir
427,427,Eletriptan
428,428,Elexacaftor
429,429,Eliglustat
430,430,Eltrombopag
431,431,Eluxadoline
432,432,Elvitegravir
433,433,Empagliflozin
434,434,Emtricitabine
435,435,Enalapril
436,436,Enasidenib
437,437,Encorafenib
438,438,Enoxaparin
439,439,Entacapone
440,440,Entecavir
441,441,Entrectinib
442,442,Enzalutamide
443,443,Epirubicin
444,444,Eplerenone
445,445,Eplontersen
446,446,Epoprostenol
447,447,Eprosartan
448,448,Eptifibatide
449,449,Eravacycline
450,450,Erdafitinib
451,451,Ergoloid mesylate
452,452,Ergotamine
453,453,Erlotinib
454,454,Ertugliflozin
455,455,Erythrityl tetranitrate
456,456,Erythromycin
457,457,Erythropoietin
458,458,Escitalopram
459,459,Esketamine
460,460,Eslicarbazepine acetate
461,461,Esomeprazole
462,462,Estazolam
463,463,Esterified estrogens
464,464,Estetrol
465,465,Estradiol acetate
466,466,Estradiol cypionate
467,467,Estradiol valerate
468,468,Estramustine
469,469,Estrone
470,470,Estrone sulfate
471,471,Eszopiclone
472,472,Etacrynic acid
473,473,Etafedrine
474,474,Ethambutol
475,475,Ethchlorvynol
476,476,Ethinylestradiol
477,477,Ethionamide
478,478,Ethosuximide
479,479,Ethotoin
480,480,Ethyl biscoumacetate
481,481,Etidronic acid
482,482,Etodolac
483,483,Etonogestrel
484,484,Etoposide
485,485,Etoricoxib
486,486,Etrasimod
487,487,Etravirine
488,488,Etretinate
489,489,Everolimus
490,490,Exemestane
491,491,Exenatide
492,492,Ezetimibe
493,493,Ezogabine
494,494,Famciclovir
495,495,Famotidine
496,496,Febuxostat
497,497,Fecal microbiota
498,498,Fedratinib
499,499,Felbamate
500,500,Felodipine
501,501,Fenfluramine
502,502,Fenofibrate
503,503,Fenofibric acid
504,504,Fenoldopam
505,505,Fenoprofen
506,506,Fenoterol
507,507,Fentanyl
508,508,Ferric cation
509,509,Ferric maltol
510,510,Ferrous ascorbate
511,511,Ferrous fumarate
512,512,Ferrous gluconate
513,513,Ferrous sulfate anhydrous
514,514,Ferulic acid
515,515,Fesoterodine
516,516,Fexinidazole
517,517,Fexofenadine
518,518,Fidanacogene elaparvovec
519,519,Fidaxomicin
520,520,Finasteride
521,521,Finerenone
522,522,Fingolimod
523,523,Flavin adenine dinucleotide
524,524,Flavin mononucleotide
525,525,Flavoxate
526,526,Flecainide
527,527,Fleroxacin
528,528,Flibanserin
529,529,Floctafenine
530,530,Flucloxacillin
531,531,Fluconazole
532,532,Fludarabine
533,533,Fludeoxyglucose (18F)
534,534,Fludiazepam
535,535,Fludrocortisone
536,536,Fluindione
537,537,Flumazenil
538,538,Flunarizine
539,539,Flunitrazepam
540,540,Fluorodopa (18F)
541,541,Fluoxetine
542,542,Fluoxymesterone
543,543,Flupentixol
544,544,Fluphenazine
545,545,Flurazepam
546,546,Flurbiprofen
547,547,Fluspirilene
548,548,Flutamide
549,549,Fluvastatin
550,550,Fluvoxamine
551,551,Fomepizole
552,552,Fondaparinux
553,553,Fosamprenavir
554,554,Fosaprepitant
555,555,Fosfomycin
556,556,Fosinopril
557,557,Fosnetupitant
558,558,Fosphenytoin
559,559,Fostamatinib
560,560,Fostemsavir
561,561,Frovatriptan
562,562,Fruquintinib
563,563,Furosemide
564,564,Fusidic acid
565,565,Futibatinib
566,566,GW-813893
567,567,Gabapentin
568,568,Gabapentin enacarbil
569,569,Gabexate
570,570,Galantamine
571,571,Galcanezumab
572,572,Ganaxolone
573,573,Ganciclovir
574,574,Gatifloxacin
575,575,Gefapixant
576,576,Gefitinib
577,577,Gemfibrozil
578,578,Gemifloxacin
579,579,Gepirone
580,580,Gilteritinib
581,581,Gimeracil
582,582,Ginkgo biloba
583,583,Givinostat
584,584,Glasdegib
585,585,Glecaprevir
586,586,Gliclazide
587,587,Glimepiride
588,588,Glipizide
589,589,Glutethimide
590,590,Glyburide
591,591,Glycerol phenylbutyrate
592,592,Glycopyrronium
593,593,Granisetron
594,594,Grazoprevir
595,595,Grepafloxacin
596,596,Griseofulvin
597,597,Guaifenesin
598,598,Guanethidine
599,599,Guanfacine
600,600,Halofantrine
601,601,Haloperidol
602,602,Heparin
603,603,Hydralazine
604,604,Hydrochlorothiazide
605,605,Hydrocodone
606,606,Hydrocortisone
607,607,Hydroflumethiazide
608,608,Hydrogen fluoride
609,609,Hydromorphone
610,610,Hydroxychloroquine
611,611,Hydroxyurea
612,612,Hydroxyzine
613,613,Hyoscyamine
614,614,Ibandronate
615,615,Ibrexafungerp
616,616,Ibritumomab tiuxetan
617,617,Ibrutinib
618,618,Ibuprofen
619,619,Icosapent ethyl
620,620,Idebenone
621,621,Idelalisib
622,622,Idraparinux
623,623,Ifosfamide
624,624,Iloperidone
625,625,Iloprost
626,626,Imatinib
627,627,Imipramine
628,628,Imiquimod
629,629,Inavolisib
630,630,Indapamide
631,631,Indinavir
632,632,Indium In-111 chloride
633,633,Indium In-111 pentetreotide
634,634,Indomethacin
635,635,Infigratinib
636,636,Ingenol mebutate
637,637,Inotersen
638,638,Insulin aspart
639,639,Insulin degludec
640,640,Insulin detemir
641,641,Insulin glulisine
642,642,Insulin human
643,643,Insulin icodec
644,644,Insulin pork
645,645,Interferon alfa-2a
646,646,Interferon alfa-2b
647,647,Interferon alfa-n1
648,648,Interferon beta-1a
649,649,Interferon beta-1b
650,650,Interferon gamma-1b
651,651,Iodide I-123
652,652,Iodide I-131
653,653,Iodine
654,654,Ioflupane I-123
655,655,Iothalamic acid
656,656,Ioxaglic acid
657,657,Irbesartan
658,658,Iron
659,659,Iron sucrose
660,660,Isavuconazole
661,661,Isavuconazonium
662,662,Isocarboxazid
663,663,Isoniazid
664,664,Isosorbide dinitrate
665,665,Isosorbide mononitrate
666,666,Isotretinoin
667,667,Isradipine
668,668,Istradefylline
669,669,Itraconazole
670,670,Ivabradine
671,671,Ivacaftor
672,672,Ivermectin
673,673,Ivosidenib
674,674,Ixabepilone
675,675,Ixazomib
676,676,Ketamine
677,677,Ketazolam
678,678,Ketoconazole
679,679,Ketoprofen
680,680,Ketorolac
681,681,Ketotifen
682,682,L-Acetylleucine
683,683,L-Glutamine
684,684,Labetalol
685,685,Lacosamide
686,686,Lactitol
687,687,Lactulose
688,688,Lamivudine
689,689,Lamotrigine
690,690,Lansoprazole
691,691,Lanthanum carbonate
692,692,Lapatinib
693,693,Larotrectinib
694,694,Lasmiditan
695,695,Lazertinib
696,696,Ledipasvir
697,697,Lefamulin
698,698,Leflunomide
699,699,Lemborexant
700,700,Lenacapavir
701,701,Lenalidomide
702,702,Leniolisib
703,703,Lenvatinib
704,704,Lepirudin
705,705,Lercanidipine
706,706,Lesinurad
707,707,Letaxaban
708,708,Letermovir
709,709,Letrozole
710,710,Levamisole
711,711,Levamlodipine
712,712,Levetiracetam
713,713,Levocarnitine
714,714,Levocetirizine
715,715,Levodopa
716,716,Levofloxacin
717,717,Levoketoconazole
718,718,Levomefolic acid
719,719,Levomilnacipran
720,720,Levonorgestrel
721,721,Levorphanol
722,722,Levothyroxine
723,723,Linaclotide
724,724,Linagliptin
725,725,Lindane
726,726,Linezolid
727,727,Linzagolix
728,728,Liothyronine
729,729,Liotrix
730,730,Liraglutide
731,731,Lisdexamfetamine
732,732,Lisinopril
733,733,Lithium carbonate
734,734,Lithium citrate
735,735,Lixisenatide
736,736,Lofexidine
737,737,Lomefloxacin
738,738,Lomitapide
739,739,Lonafarnib
740,740,Lopinavir
741,741,Loracarbef
742,742,Lorazepam
743,743,Lorcaserin
744,744,Lorlatinib
745,745,Losartan
746,746,Lovastatin
747,747,Loxapine
748,748,Loxoprofen
749,749,Lubiprostone
750,750,Lumacaftor
751,751,Lumateperone
752,752,Lumefantrine
753,753,Lumiracoxib
754,754,Lurasidone
755,755,Lusutrombopag
756,756,Lutein
757,757,Lymecycline
758,758,Macimorelin
759,759,Macitentan
760,760,Magaldrate
761,761,Magnesium
762,762,Magnesium ascorbate
763,763,Magnesium chloride
764,764,Magnesium citrate
765,765,Magnesium glycinate
766,766,Magnesium oxide
767,767,Maprotiline
768,768,Maralixibat
769,769,Maraviroc
770,770,Maribavir
771,771,Mavorixafor
772,772,Mazindol
773,773,Mebendazole
774,774,Mecamylamine
775,775,Mecasermin
776,776,Mecasermin rinfabate
777,777,Meclizine
778,778,Meclofenamic acid
779,779,Medroxyprogesterone acetate
780,780,Mefenamic acid
781,781,Mefloquine
782,782,Megestrol acetate
783,783,Melagatran
784,784,Melatonin
785,785,Meloxicam
786,786,Memantine
787,787,Meperidine
788,788,Meprobamate
789,789,Mepyramine
790,790,Mercaptopurine
791,791,Mesalazine
792,792,Mesoridazine
793,793,Metaxalone
794,794,Metformin
795,795,Methacholine
796,796,Methadone
797,797,Methazolamide
798,798,Methenamine
799,799,Methionine
800,800,Methocarbamol
801,801,Methohexital
802,802,Methotrexate
803,803,Methotrimeprazine
804,804,Methoxsalen
805,805,Methoxyflurane
806,806,Methscopolamine bromide
807,807,Methsuximide
808,808,Methylcellulose
809,809,Methyldopa
810,810,Methylergometrine
811,811,Methylnaltrexone
812,812,Methylphenidate
813,813,Methylprednisolone
814,814,Methyprylon
815,815,Methysergide
816,816,Metoclopramide
817,817,Metolazone
818,818,Metoprolol
819,819,Metreleptin
820,820,Metronidazole
821,821,Metyrapone
822,822,Metyrosine
823,823,Mevastatin
824,824,Mexiletine
825,825,Midazolam
826,826,Midodrine
827,827,Midostaurin
828,828,Mifepristone
829,829,Migalastat
830,830,Miglitol
831,831,Miglustat
832,832,Milnacipran
833,833,Miltefosine
834,834,Minocycline
835,835,Minoxidil
836,836,Mipomersen
837,837,Mirabegron
838,838,Mirtazapine
839,839,Misoprostol
840,840,Mitapivat
841,841,Mitotane
842,842,Mobocertinib
843,843,Moclobemide
844,844,Modafinil
845,845,Moexipril
846,846,Molindone
847,847,Molnupiravir
848,848,Momelotinib
849,849,Monopotassium phosphate
850,850,Montelukast
851,851,Monteplase
852,852,Morphine
853,853,Moxidectin
854,854,Moxifloxacin
855,855,Mycophenolate mofetil
856,856,Mycophenolic acid
857,857,Nabilone
858,858,Nabumetone
859,859,Nadolol
860,860,Nadroparin
861,861,Nafamostat
862,862,Nafarelin
863,863,Nafcillin
864,864,Naftazone
865,865,Nalbuphine
866,866,Naldemedine
867,867,Nalidixic acid
868,868,Nalmefene
869,869,Naloxegol
870,870,Naloxone
871,871,Naltrexone
872,872,Naproxen
873,873,Naratriptan
874,874,Nateglinide
875,875,Nebivolol
876,876,Nefazodone
877,877,Nelfinavir
878,878,Neratinib
879,879,Netupitant
880,880,Nevirapine
881,881,Niacin
882,882,Nicardipine
883,883,Nicotine
884,884,Nifedipine
885,885,Nifurtimox
886,886,Nilotinib
887,887,Nilutamide
888,888,Nilvadipine
889,889,Nimodipine
890,890,Nintedanib
891,891,Niraparib
892,892,Nirmatrelvir
893,893,Nirogacestat
894,894,Nisoldipine
895,895,Nitazoxanide
896,896,Nitisinone
897,897,Nitrazepam
898,898,Nitrendipine
899,899,Nitrofurantoin
900,900,Nitroglycerin
901,901,Nizatidine
902,902,Norethisterone
903,903,Norfloxacin
904,904,Norgestimate
905,905,Norgestrel
906,906,Normethadone
907,907,Nortriptyline
908,908,Nylidrin
909,909,Obeticholic acid
910,910,Obinutuzumab
911,911,Octreotide
912,912,Odevixibat
913,913,Ofloxacin
914,914,Olanzapine
915,915,Olaparib
916,916,Olmesartan
917,917,Olsalazine
918,918,Olutasidenib
919,919,Omadacycline
920,920,Omaveloxolone
921,921,Ombitasvir
922,922,Omega-3-acid ethyl esters
923,923,Omega-3-carboxylic acids
924,924,Omeprazole
925,925,Ondansetron
926,926,Opicapone
927,927,Opium
928,928,Orciprenaline
929,929,Orlistat
930,930,Orphenadrine
931,931,Oseltamivir
932,932,Osilodrostat
933,933,Osimertinib
934,934,Ospemifene
935,935,Otamixaban
936,936,Oteracil
937,937,Oteseconazole
938,938,Ox bile extract
939,939,Oxaprozin
940,940,Oxatomide
941,941,Oxazepam
942,942,Oxcarbazepine
943,943,Oxilofrine
944,944,Oxprenolol
945,945,Oxtriphylline
946,946,Oxybutynin
947,947,Oxycodone
948,948,Oxymorphone
949,949,Oxyphenbutazone
950,950,Oxytetracycline
951,951,Ozanimod
952,952,Paclitaxel
953,953,Pacritinib
954,954,Palbociclib
955,955,Paliperidone
956,956,Palonosetron
957,957,Palovarotene
958,958,Pancrelipase
959,959,Pancrelipase amylase
960,960,Pancrelipase lipase
961,961,Pancrelipase protease
962,962,Panobinostat
963,963,Pantoprazole
964,964,Pargyline
965,965,Paricalcitol
966,966,Paritaprevir
967,967,Parnaparin
968,968,Paromomycin
969,969,Paroxetine
970,970,Patiromer
971,971,Pazopanib
972,972,Pegaspargase
973,973,Peginterferon alfa-2a
974,974,Peginterferon alfa-2b
975,975,Pemetrexed
976,976,Pemigatinib
977,977,Pemoline
978,978,Penicillamine
979,979,Pentaerythritol tetranitrate
980,980,Pentazocine
981,981,Pentosan polysulfate
982,982,Pentoxifylline
983,983,Pentoxyverine
984,984,Pepsin
985,985,Perampanel
986,986,Pergolide
987,987,Periciazine
988,988,Perindopril
989,989,Perphenazine
990,990,Pexidartinib
991,991,Phenacemide
992,992,Phenazopyridine
993,993,Phendimetrazine
994,994,Phenelzine
995,995,Phenindamine
996,996,Phenindione
997,997,Phenobarbital
998,998,Phenoxymethylpenicillin
999,999,Phenprocoumon
1000,1000,Phentermine
1001,1001,Phenylbutazone
1002,1002,Phenylbutyric acid
1003,1003,Phenylpropanolamine
1004,1004,Phenytoin
1005,1005,Pibrentasvir
1006,1006,Picosulfuric acid
1007,1007,Pilocarpine
1008,1008,Pimavanserin
1009,1009,Pimozide
1010,1010,Pinaverium
1011,1011,Pindolol
1012,1012,Pioglitazone
1013,1013,Piperazine
1014,1014,Pipotiazine
1015,1015,Pirenzepine
1016,1016,Pirfenidone
1017,1017,Piroxicam
1018,1018,Pirtobrutinib
1019,1019,Pitavastatin
1020,1020,Pitolisant
1021,1021,Pivampicillin
1022,1022,Pivmecillinam
1023,1023,Pizotifen
1024,1024,Plantago seed
1025,1025,Plecanatide
1026,1026,Polatuzumab vedotin
1027,1027,Polyethylene glycol
1028,1028,Polythiazide
1029,1029,Pomalidomide
1030,1030,Ponatinib
1031,1031,Ponesimod
1032,1032,Posaconazole
1033,1033,Potassium bicarbonate
1034,1034,Potassium chloride
1035,1035,Potassium citrate
1036,1036,Practolol
1037,1037,Pralsetinib
1038,1038,Pramipexole
1039,1039,Pramlintide
1040,1040,Prasugrel
1041,1041,Pravastatin
1042,1042,Prazepam
1043,1043,Praziquantel
1044,1044,Prazosin
1045,1045,Prednisolone
1046,1046,Prednisolone acetate
1047,1047,Prednisolone phosphate
1048,1048,Prednisone
1049,1049,Pregabalin
1050,1050,Pretomanid
1051,1051,Prilocaine
1052,1052,Primaquine
1053,1053,Primidone
1054,1054,Probenecid
1055,1055,Probucol
1056,1056,Procainamide
1057,1057,Procarbazine
1058,1058,Procaterol
1059,1059,Prochlorperazine
1060,1060,Procyclidine
1061,1061,Progesterone
1062,1062,Proguanil
1063,1063,Promazine
1064,1064,Promethazine
1065,1065,Propafenone
1066,1066,Propantheline
1067,1067,Propiverine
1068,1068,Propranolol
1069,1069,Propylthiouracil
1070,1070,Protein C
1071,1071,Protein S human
1072,1072,Protirelin
1073,1073,Prucalopride
1074,1074,Pseudoephedrine
1075,1075,Pyrazinamide
1076,1076,Pyridostigmine
1077,1077,Pyrimethamine
1078,1078,Quazepam
1079,1079,Quetiapine
1080,1080,Quinagolide
1081,1081,Quinapril
1082,1082,Quinethazone
1083,1083,Quinidine
1084,1084,Quinine
1085,1085,Quizartinib
1086,1086,Rabeprazole
1087,1087,Racepinephrine
1088,1088,Radium Ra 223 dichloride
1089,1089,Raloxifene
1090,1090,Raltegravir
1091,1091,Ramelteon
1092,1092,Ramipril
1093,1093,Ranitidine
1094,1094,Ranolazine
1095,1095,Rasagiline
1096,1096,Rebamipide
1097,1097,Regadenoson
1098,1098,Regorafenib
1099,1099,Relugolix
1100,1100,Remifentanil
1101,1101,Remimazolam
1102,1102,Repaglinide
1103,1103,Repotrectinib
1104,1104,Reserpine
1105,1105,Resmetirom
1106,1106,Reteplase
1107,1107,Reviparin
1108,1108,Revumenib
1109,1109,Ribavirin
1110,1110,Ribociclib
1111,1111,Rifabutin
1112,1112,Rifampin
1113,1113,Rifamycin
1114,1114,Rifapentine
1115,1115,Rifaximin
1116,1116,Rilmenidine
1117,1117,Rilpivirine
1118,1118,Riluzole
1119,1119,Rimegepant
1120,1120,Riociguat
1121,1121,Ripretinib
1122,1122,Risdiplam
1123,1123,Risedronic acid
1124,1124,Risperidone
1125,1125,Ritlecitinib
1126,1126,Ritonavir
1127,1127,Rivaroxaban
1128,1128,Rivastigmine
1129,1129,Rizatriptan
1130,1130,Rofecoxib
1131,1131,Roflumilast
1132,1132,Rolapitant
1133,1133,Rolitetracycline
1134,1134,Romidepsin
1135,1135,Romosozumab
1136,1136,Ropinirole
1137,1137,Rosiglitazone
1138,1138,Rosuvastatin
1139,1139,Roxadustat
1140,1140,Rucaparib
1141,1141,Rufinamide
1142,1142,Rupatadine
1143,1143,Ruxolitinib
1144,1144,Safinamide
1145,1145,Salmon calcitonin
1146,1146,Salsalate
1147,1147,Samidorphan
1148,1148,Sapropterin
1149,1149,Saquinavir
1150,1150,Sarecycline
1151,1151,Saruplase
1152,1152,Saxagliptin
1153,1153,Scopolamine
1154,1154,Secnidazole
1155,1155,Secobarbital
1156,1156,Segesterone acetate
1157,1157,Seladelpar
1158,1158,Selegiline
1159,1159,Selinexor
1160,1160,Selpercatinib
1161,1161,Selumetinib
1162,1162,Semaglutide
1163,1163,Semuloparin
1164,1164,Sennosides
1165,1165,Serdexmethylphenidate
1166,1166,Sertraline
1167,1167,Sevelamer
1168,1168,Sildenafil
1169,1169,Silicon
1170,1170,Silodosin
