head,relation,tail,weight,source,head_type,tail_type
CERDULATINIB,inhibits,Non-receptor tyrosine-protein kinase TYK2,1.0,chembl36_mechanism,COMPOUND,TARGET
4SC-203,inhibits,Receptor-type tyrosine-protein kinase FLT3,1.0,chembl36_mechanism,COMPOUND,TARGET
ASCIMINIB,inhibits,Tyrosine-protein kinase ABL1,1.0,chembl36_mechanism,COMPOUND,TARGET
ILORASERTIB,inhibits,Serine/threonine-protein kinase Aurora,1.0,chembl36_mechanism,COMPOUND,TARGET
AC-430,inhibits,Tyrosine-protein kinase JAK2,1.0,chembl36_mechanism,COMPOUND,TARGET
AC-480,inhibits,Receptor tyrosine-protein kinase erbB-2,1.0,chembl36_mechanism,COMPOUND,TARGET
AC-480,inhibits,Receptor tyrosine-protein kinase erbB-4,1.0,chembl36_mechanism,COMPOUND,TARGET
AMG-548,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
AMG-900,inhibits,Serine/threonine-protein kinase Aurora,1.0,chembl36_mechanism,COMPOUND,TARGET
AR-12,inhibits,3-phosphoinositide-dependent protein kinase 1,1.0,chembl36_mechanism,COMPOUND,TARGET
MIRANSERTIB,inhibits,Serine/threonine-protein kinase AKT,1.0,chembl36_mechanism,COMPOUND,TARGET
ARQ-736,inhibits,Serine/threonine-protein kinase B-raf,1.0,chembl36_mechanism,COMPOUND,TARGET
ARQ-736,inhibits,RAF proto-oncogene serine/threonine-protein kinase,1.0,chembl36_mechanism,COMPOUND,TARGET
PEXMETINIB,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
AS-602868,inhibits,Receptor-type tyrosine-protein kinase FLT3,1.0,chembl36_mechanism,COMPOUND,TARGET
CENISERTIB,inhibits,Serine/threonine-protein kinase Aurora,1.0,chembl36_mechanism,COMPOUND,TARGET
ALLITINIB,inhibits,Receptor tyrosine-protein kinase erbB-2,1.0,chembl36_mechanism,COMPOUND,TARGET
AST-487,inhibits,Receptor-type tyrosine-protein kinase FLT3,1.0,chembl36_mechanism,COMPOUND,TARGET
AST-487,inhibits,Proto-oncogene tyrosine-protein kinase receptor Ret,1.0,chembl36_mechanism,COMPOUND,TARGET
AT-13148,inhibits,Rho-associated protein kinase,1.0,chembl36_mechanism,COMPOUND,TARGET
AT-13148,inhibits,MAP kinase-activated protein kinase 2,1.0,chembl36_mechanism,COMPOUND,TARGET
AZD-0424,inhibits,Tyrosine-protein kinase ABL1,1.0,chembl36_mechanism,COMPOUND,TARGET
AZD-0424,inhibits,Proto-oncogene tyrosine-protein kinase Src,1.0,chembl36_mechanism,COMPOUND,TARGET
AZD-1208,inhibits,Serine/threonine-protein kinase PIM,1.0,chembl36_mechanism,COMPOUND,TARGET
AZD-6703,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
CERALASERTIB,inhibits,Serine/threonine-protein kinase ATR,1.0,chembl36_mechanism,COMPOUND,TARGET
AZD-7624,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
AZD-7762,inhibits,Serine/threonine-protein kinase Chk1,1.0,chembl36_mechanism,COMPOUND,TARGET
AZD-8055,inhibits,Serine/threonine-protein kinase mTOR,1.0,chembl36_mechanism,COMPOUND,TARGET
AZD-8330,inhibits,Dual specificity mitogen-activated protein kinase kinase 1,1.0,chembl36_mechanism,COMPOUND,TARGET
AZD-8330,inhibits,Dual specificity mitogen-activated protein kinase kinase 2,1.0,chembl36_mechanism,COMPOUND,TARGET
BAY-1125976,inhibits,RAC-alpha serine/threonine-protein kinase,1.0,chembl36_mechanism,COMPOUND,TARGET
BAY-1125976,inhibits,RAC-beta serine/threonine-protein kinase,1.0,chembl36_mechanism,COMPOUND,TARGET
BAY-1161909,inhibits,Dual specificity protein kinase TTK,1.0,chembl36_mechanism,COMPOUND,TARGET
LIFIRAFENIB,inhibits,Serine/threonine-protein kinase B-raf,1.0,chembl36_mechanism,COMPOUND,TARGET
DORAMAPIMOD,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
CC-115,inhibits,Serine/threonine-protein kinase mTOR,1.0,chembl36_mechanism,COMPOUND,TARGET
CC-115,inhibits,DNA-dependent protein kinase catalytic subunit,1.0,chembl36_mechanism,COMPOUND,TARGET
SPEBRUTINIB BESYLATE,inhibits,Tyrosine-protein kinase BTK,1.0,chembl36_mechanism,COMPOUND,TARGET
CEP-32496,inhibits,Serine/threonine-protein kinase B-raf,1.0,chembl36_mechanism,COMPOUND,TARGET
CEP-32496,inhibits,Proto-oncogene tyrosine-protein kinase receptor Ret,1.0,chembl36_mechanism,COMPOUND,TARGET
CP-724714,inhibits,Receptor tyrosine-protein kinase erbB-2,1.0,chembl36_mechanism,COMPOUND,TARGET
CT-1578,inhibits,Receptor-type tyrosine-protein kinase FLT3,1.0,chembl36_mechanism,COMPOUND,TARGET
CT-1578,inhibits,Tyrosine-protein kinase JAK2,1.0,chembl36_mechanism,COMPOUND,TARGET
CUDC-101,inhibits,Receptor tyrosine-protein kinase erbB-2,1.0,chembl36_mechanism,COMPOUND,TARGET
CYC-116,inhibits,Serine/threonine-protein kinase Aurora,1.0,chembl36_mechanism,COMPOUND,TARGET
RAVOXERTINIB,inhibits,Mitogen-activated protein kinase 3,1.0,chembl36_mechanism,COMPOUND,TARGET
RAVOXERTINIB,inhibits,Mitogen-activated protein kinase 1,1.0,chembl36_mechanism,COMPOUND,TARGET
SELONSERTIB,inhibits,Mitogen-activated protein kinase kinase kinase 5,1.0,chembl36_mechanism,COMPOUND,TARGET
OMIPALISIB,inhibits,Serine/threonine-protein kinase mTOR,1.0,chembl36_mechanism,COMPOUND,TARGET
GSK-461364,inhibits,Serine/threonine-protein kinase PLK1,1.0,chembl36_mechanism,COMPOUND,TARGET
GSK-690693,inhibits,Serine/threonine-protein kinase AKT,1.0,chembl36_mechanism,COMPOUND,TARGET
GSK-690693,inhibits,cAMP-dependent protein kinase (PKA),1.0,chembl36_mechanism,COMPOUND,TARGET
POSELTINIB,inhibits,Tyrosine-protein kinase BTK,1.0,chembl36_mechanism,COMPOUND,TARGET
HMN-214,inhibits,Serine/threonine-protein kinase PLK1,1.0,chembl36_mechanism,COMPOUND,TARGET
SOVLEPLENIB,inhibits,Tyrosine-protein kinase SYK,1.0,chembl36_mechanism,COMPOUND,TARGET
JNJ-26483327,inhibits,Tyrosine-protein kinase Fyn,1.0,chembl36_mechanism,COMPOUND,TARGET
JNJ-26483327,inhibits,Tyrosine-protein kinase Lck,1.0,chembl36_mechanism,COMPOUND,TARGET
JNJ-26483327,inhibits,Tyrosine-protein kinase Lyn,1.0,chembl36_mechanism,COMPOUND,TARGET
JNJ-26483327,inhibits,Proto-oncogene tyrosine-protein kinase Src,1.0,chembl36_mechanism,COMPOUND,TARGET
JNJ-26483327,inhibits,Tyrosine-protein kinase Yes,1.0,chembl36_mechanism,COMPOUND,TARGET
JNJ-26483327,inhibits,Receptor tyrosine-protein kinase erbB-4,1.0,chembl36_mechanism,COMPOUND,TARGET
JNJ-26483327,inhibits,Receptor tyrosine-protein kinase erbB-2,1.0,chembl36_mechanism,COMPOUND,TARGET
KW-2449,inhibits,Receptor-type tyrosine-protein kinase FLT3,1.0,chembl36_mechanism,COMPOUND,TARGET
KW-2449,inhibits,Tyrosine-protein kinase ABL1,1.0,chembl36_mechanism,COMPOUND,TARGET
LGH-447,inhibits,Serine/threonine-protein kinase PIM,1.0,chembl36_mechanism,COMPOUND,TARGET
LS-104,inhibits,Tyrosine-protein kinase JAK2,1.0,chembl36_mechanism,COMPOUND,TARGET
LY-2584702,inhibits,Ribosomal protein S6 kinase beta-1,1.0,chembl36_mechanism,COMPOUND,TARGET
LY-3009120,inhibits,Serine/threonine-protein kinase B-raf,1.0,chembl36_mechanism,COMPOUND,TARGET
LY-3009120,inhibits,RAF proto-oncogene serine/threonine-protein kinase,1.0,chembl36_mechanism,COMPOUND,TARGET
LY-3009120,inhibits,Serine/threonine-protein kinase A-Raf,1.0,chembl36_mechanism,COMPOUND,TARGET
MK-1496,inhibits,Serine/threonine-protein kinase PLK1,1.0,chembl36_mechanism,COMPOUND,TARGET
MK-6592,inhibits,Serine/threonine-protein kinase Aurora,1.0,chembl36_mechanism,COMPOUND,TARGET
MK-8033,inhibits,Macrophage-stimulating protein receptor,1.0,chembl36_mechanism,COMPOUND,TARGET
MK-8353,inhibits,Mitogen-activated protein kinase 3,1.0,chembl36_mechanism,COMPOUND,TARGET
MK-8353,inhibits,Mitogen-activated protein kinase 1,1.0,chembl36_mechanism,COMPOUND,TARGET
BALAMAPIMOD,inhibits,Dual specificity mitogen-activated protein kinase kinase 1,1.0,chembl36_mechanism,COMPOUND,TARGET
BALAMAPIMOD,inhibits,Dual specificity mitogen-activated protein kinase kinase 2,1.0,chembl36_mechanism,COMPOUND,TARGET
TOVORAFENIB,inhibits,RAF serine/threonine protein kinase,1.0,chembl36_mechanism,COMPOUND,TARGET
AV-412,inhibits,Receptor tyrosine-protein kinase erbB-2,1.0,chembl36_mechanism,COMPOUND,TARGET
RUPITASERTIB,inhibits,RAC-alpha serine/threonine-protein kinase,1.0,chembl36_mechanism,COMPOUND,TARGET
RUPITASERTIB,inhibits,RAC-gamma serine/threonine-protein kinase,1.0,chembl36_mechanism,COMPOUND,TARGET
RUPITASERTIB,inhibits,Ribosomal protein S6 kinase (P70S6K),1.0,chembl36_mechanism,COMPOUND,TARGET
ONVANSERTIB,inhibits,Serine/threonine-protein kinase PLK1,1.0,chembl36_mechanism,COMPOUND,TARGET
TIRABRUTINIB,inhibits,Tyrosine-protein kinase BTK,1.0,chembl36_mechanism,COMPOUND,TARGET
TUCATINIB,inhibits,Receptor tyrosine-protein kinase erbB-2,1.0,chembl36_mechanism,COMPOUND,TARGET
PANULISIB,inhibits,Serine/threonine-protein kinase mTOR,1.0,chembl36_mechanism,COMPOUND,TARGET
PALOMID-529,inhibits,Serine/threonine-protein kinase mTOR,1.0,chembl36_mechanism,COMPOUND,TARGET
PD-0166285 HYDROCHLORIDE,inhibits,Proto-oncogene tyrosine-protein kinase Src,1.0,chembl36_mechanism,COMPOUND,TARGET
PF-00477736,inhibits,Serine/threonine-protein kinase Chk1,1.0,chembl36_mechanism,COMPOUND,TARGET
PF-03715455,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
PF-03758309,inhibits,Serine/threonine-protein kinase PAK 4,1.0,chembl36_mechanism,COMPOUND,TARGET
ABROCITINIB,inhibits,Tyrosine-protein kinase JAK1,1.0,chembl36_mechanism,COMPOUND,TARGET
PKI-179,inhibits,Serine/threonine-protein kinase mTOR,1.0,chembl36_mechanism,COMPOUND,TARGET
PLIXORAFENIB,inhibits,Serine/threonine-protein kinase B-raf,1.0,chembl36_mechanism,COMPOUND,TARGET
R-1487 HYDROCHLORIDE,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
R-348,inhibits,Tyrosine-protein kinase JAK3,1.0,chembl36_mechanism,COMPOUND,TARGET
R-348,inhibits,Tyrosine-protein kinase SYK,1.0,chembl36_mechanism,COMPOUND,TARGET
TRICETAMIDE,inhibits,Tyrosine-protein kinase JAK1,1.0,chembl36_mechanism,COMPOUND,TARGET
TRICETAMIDE,inhibits,Tyrosine-protein kinase JAK3,1.0,chembl36_mechanism,COMPOUND,TARGET
AVUTOMETINIB,inhibits,Dual specificity mitogen-activated protein kinase kinase 1,1.0,chembl36_mechanism,COMPOUND,TARGET
AVUTOMETINIB,inhibits,Dual specificity mitogen-activated protein kinase kinase 2,1.0,chembl36_mechanism,COMPOUND,TARGET
RG-7602,inhibits,Serine/threonine-protein kinase Chk1,1.0,chembl36_mechanism,COMPOUND,TARGET
RG-7603,inhibits,Serine/threonine-protein kinase mTOR,1.0,chembl36_mechanism,COMPOUND,TARGET
RO-3201195,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
RO-4987655,inhibits,Dual specificity mitogen-activated protein kinase kinase 1,1.0,chembl36_mechanism,COMPOUND,TARGET
RO-4987655,inhibits,Dual specificity mitogen-activated protein kinase kinase 2,1.0,chembl36_mechanism,COMPOUND,TARGET
RWJ-67657,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
RWJ-67657,inhibits,Mitogen-activated protein kinase 11,1.0,chembl36_mechanism,COMPOUND,TARGET
SCH-900776,inhibits,Serine/threonine-protein kinase Chk1,1.0,chembl36_mechanism,COMPOUND,TARGET
SCIO-323,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
SD-0006,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
SF-1126,inhibits,Serine/threonine-protein kinase mTOR,1.0,chembl36_mechanism,COMPOUND,TARGET
SGI-1776,inhibits,Serine/threonine-protein kinase PIM,1.0,chembl36_mechanism,COMPOUND,TARGET
SNS-314,inhibits,Serine/threonine-protein kinase Aurora,1.0,chembl36_mechanism,COMPOUND,TARGET
SR-13668,inhibits,RAC-alpha serine/threonine-protein kinase,1.0,chembl36_mechanism,COMPOUND,TARGET
MUBRITINIB,inhibits,Receptor tyrosine-protein kinase erbB-2,1.0,chembl36_mechanism,COMPOUND,TARGET
TAK-285,inhibits,Receptor tyrosine-protein kinase erbB-2,1.0,chembl36_mechanism,COMPOUND,TARGET
MIVAVOTINIB CITRATE,inhibits,Tyrosine-protein kinase SYK,1.0,chembl36_mechanism,COMPOUND,TARGET
TAK-733,inhibits,Dual specificity mitogen-activated protein kinase kinase 1,1.0,chembl36_mechanism,COMPOUND,TARGET
TAK-733,inhibits,Dual specificity mitogen-activated protein kinase kinase 2,1.0,chembl36_mechanism,COMPOUND,TARGET
TAK-960,inhibits,Serine/threonine-protein kinase PLK1,1.0,chembl36_mechanism,COMPOUND,TARGET
ZOTIRACICLIB,inhibits,Receptor-type tyrosine-protein kinase FLT3,1.0,chembl36_mechanism,COMPOUND,TARGET
ZOTIRACICLIB,inhibits,Tyrosine-protein kinase JAK2,1.0,chembl36_mechanism,COMPOUND,TARGET
VS-5584,inhibits,Serine/threonine-protein kinase mTOR,1.0,chembl36_mechanism,COMPOUND,TARGET
BERZOSERTIB,inhibits,Serine/threonine-protein kinase ATR,1.0,chembl36_mechanism,COMPOUND,TARGET
WHI-P131,inhibits,Tyrosine-protein kinase JAK3,1.0,chembl36_mechanism,COMPOUND,TARGET
XL-019,inhibits,Tyrosine-protein kinase JAK2,1.0,chembl36_mechanism,COMPOUND,TARGET
XL-228,inhibits,Tyrosine-protein kinase ABL1,1.0,chembl36_mechanism,COMPOUND,TARGET
XL-418,inhibits,Serine/threonine-protein kinase AKT,1.0,chembl36_mechanism,COMPOUND,TARGET
XL-418,inhibits,Ribosomal protein S6 kinase (P70S6K),1.0,chembl36_mechanism,COMPOUND,TARGET
Y-39983,inhibits,Rho-associated protein kinase,1.0,chembl36_mechanism,COMPOUND,TARGET
RG-1530,inhibits,Receptor-type tyrosine-protein kinase FLT3,1.0,chembl36_mechanism,COMPOUND,TARGET
RG-1530,inhibits,Serine/threonine-protein kinase PLK4,1.0,chembl36_mechanism,COMPOUND,TARGET
CEP-2563 DIHYDROCHLORIDE,inhibits,Proto-oncogene tyrosine-protein kinase receptor Ret,1.0,chembl36_mechanism,COMPOUND,TARGET
CEP-2563 DIHYDROCHLORIDE,inhibits,Receptor-type tyrosine-protein kinase FLT3,1.0,chembl36_mechanism,COMPOUND,TARGET
BAY-1217389,inhibits,Dual specificity protein kinase TTK,1.0,chembl36_mechanism,COMPOUND,TARGET
PYROTINIB,inhibits,Receptor tyrosine-protein kinase erbB-2,1.0,chembl36_mechanism,COMPOUND,TARGET
AEE-788,inhibits,Receptor tyrosine-protein kinase erbB-2,1.0,chembl36_mechanism,COMPOUND,TARGET
AKN-028,inhibits,Receptor-type tyrosine-protein kinase FLT3,1.0,chembl36_mechanism,COMPOUND,TARGET
VEROSUDIL,inhibits,Rho-associated protein kinase,1.0,chembl36_mechanism,COMPOUND,TARGET
VARLITINIB,inhibits,Receptor tyrosine-protein kinase erbB-2,1.0,chembl36_mechanism,COMPOUND,TARGET
ARRY-797,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
PIMASERTIB,inhibits,Dual specificity mitogen-activated protein kinase kinase 1,1.0,chembl36_mechanism,COMPOUND,TARGET
PIMASERTIB,inhibits,Dual specificity mitogen-activated protein kinase kinase 2,1.0,chembl36_mechanism,COMPOUND,TARGET
AT-9283,inhibits,Tyrosine-protein kinase ABL1,1.0,chembl36_mechanism,COMPOUND,TARGET
AT-9283,inhibits,Receptor-type tyrosine-protein kinase FLT3,1.0,chembl36_mechanism,COMPOUND,TARGET
AT-9283,inhibits,Tyrosine-protein kinase JAK2,1.0,chembl36_mechanism,COMPOUND,TARGET
AT-9283,inhibits,Tyrosine-protein kinase JAK3,1.0,chembl36_mechanism,COMPOUND,TARGET
AZD-1480,inhibits,Tyrosine-protein kinase JAK2,1.0,chembl36_mechanism,COMPOUND,TARGET
ADAVOSERTIB,inhibits,Wee1-like protein kinase,1.0,chembl36_mechanism,COMPOUND,TARGET
SELUMETINIB,inhibits,Dual specificity mitogen-activated protein kinase kinase 1,1.0,chembl36_mechanism,COMPOUND,TARGET
SELUMETINIB,inhibits,Dual specificity mitogen-activated protein kinase kinase 2,1.0,chembl36_mechanism,COMPOUND,TARGET
SAPITINIB,inhibits,Receptor tyrosine-protein kinase erbB-2,1.0,chembl36_mechanism,COMPOUND,TARGET
SAPITINIB,inhibits,Receptor tyrosine-protein kinase erbB-3,1.0,chembl36_mechanism,COMPOUND,TARGET
AZM-475271,inhibits,Tyrosine-protein kinase ABL1,1.0,chembl36_mechanism,COMPOUND,TARGET
AZM-475271,inhibits,Proto-oncogene tyrosine-protein kinase Src,1.0,chembl36_mechanism,COMPOUND,TARGET
REFAMETINIB,inhibits,Dual specificity mitogen-activated protein kinase kinase 1,1.0,chembl36_mechanism,COMPOUND,TARGET
REFAMETINIB,inhibits,Dual specificity mitogen-activated protein kinase kinase 2,1.0,chembl36_mechanism,COMPOUND,TARGET
DACTOLISIB,inhibits,Serine/threonine-protein kinase mTOR,1.0,chembl36_mechanism,COMPOUND,TARGET
BGT-226,inhibits,Serine/threonine-protein kinase mTOR,1.0,chembl36_mechanism,COMPOUND,TARGET
BI-2536,inhibits,Serine/threonine-protein kinase PLK1,1.0,chembl36_mechanism,COMPOUND,TARGET
BMS-582949,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
BMS-690514,inhibits,Receptor tyrosine-protein kinase erbB-2,1.0,chembl36_mechanism,COMPOUND,TARGET
BMS-690514,inhibits,Receptor tyrosine-protein kinase erbB-4,1.0,chembl36_mechanism,COMPOUND,TARGET
BMS-863233,inhibits,Cell division cycle 7-related protein kinase,1.0,chembl36_mechanism,COMPOUND,TARGET
BMS-911543,inhibits,Tyrosine-protein kinase JAK2,1.0,chembl36_mechanism,COMPOUND,TARGET
ULIXERTINIB,inhibits,Mitogen-activated protein kinase 3,1.0,chembl36_mechanism,COMPOUND,TARGET
ULIXERTINIB,inhibits,Mitogen-activated protein kinase 1,1.0,chembl36_mechanism,COMPOUND,TARGET
C-1311,inhibits,Receptor-type tyrosine-protein kinase FLT3,1.0,chembl36_mechanism,COMPOUND,TARGET
ONATASERTIB,inhibits,Serine/threonine-protein kinase mTOR,1.0,chembl36_mechanism,COMPOUND,TARGET
CC-401,inhibits,Mitogen-activated protein kinase 8,1.0,chembl36_mechanism,COMPOUND,TARGET
CC-401,inhibits,Mitogen-activated protein kinase 9,1.0,chembl36_mechanism,COMPOUND,TARGET
CC-401,inhibits,Mitogen-activated protein kinase 10,1.0,chembl36_mechanism,COMPOUND,TARGET
TANZISERTIB,inhibits,Mitogen-activated protein kinase 8,1.0,chembl36_mechanism,COMPOUND,TARGET
TANZISERTIB,inhibits,Mitogen-activated protein kinase 9,1.0,chembl36_mechanism,COMPOUND,TARGET
TANZISERTIB,inhibits,Mitogen-activated protein kinase 10,1.0,chembl36_mechanism,COMPOUND,TARGET
CI-1040,inhibits,Dual specificity mitogen-activated protein kinase kinase 1,1.0,chembl36_mechanism,COMPOUND,TARGET
CI-1040,inhibits,Dual specificity mitogen-activated protein kinase kinase 2,1.0,chembl36_mechanism,COMPOUND,TARGET
SEMAPIMOD,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
CRENOLANIB,inhibits,Receptor-type tyrosine-protein kinase FLT3,1.0,chembl36_mechanism,COMPOUND,TARGET
REBASTINIB,inhibits,Tyrosine-protein kinase ABL1,1.0,chembl36_mechanism,COMPOUND,TARGET
E-6201,inhibits,Dual specificity mitogen-activated protein kinase kinase 1,1.0,chembl36_mechanism,COMPOUND,TARGET
E-6201,inhibits,Mitogen-activated protein kinase kinase kinase 1,1.0,chembl36_mechanism,COMPOUND,TARGET
ENMD-2076,inhibits,Receptor-type tyrosine-protein kinase FLT3,1.0,chembl36_mechanism,COMPOUND,TARGET
GLPG-0259,inhibits,MAP kinase-activated protein kinase 5,1.0,chembl36_mechanism,COMPOUND,TARGET
FILGOTINIB,inhibits,Tyrosine-protein kinase JAK1,1.0,chembl36_mechanism,COMPOUND,TARGET
ENTOSPLETINIB,inhibits,Tyrosine-protein kinase SYK,1.0,chembl36_mechanism,COMPOUND,TARGET
FORETINIB,inhibits,Receptor-type tyrosine-protein kinase FLT3,1.0,chembl36_mechanism,COMPOUND,TARGET
AFURESERTIB,inhibits,Serine/threonine-protein kinase AKT,1.0,chembl36_mechanism,COMPOUND,TARGET
UPROSERTIB,inhibits,Serine/threonine-protein kinase AKT,1.0,chembl36_mechanism,COMPOUND,TARGET
SOLCITINIB,inhibits,Tyrosine-protein kinase JAK1,1.0,chembl36_mechanism,COMPOUND,TARGET
DILMAPIMOD,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
BAFETINIB,inhibits,Tyrosine-protein kinase ABL1,1.0,chembl36_mechanism,COMPOUND,TARGET
BAFETINIB,inhibits,Tyrosine-protein kinase Lyn,1.0,chembl36_mechanism,COMPOUND,TARGET
MASOPROCOL,inhibits,Receptor tyrosine-protein kinase erbB-2,1.0,chembl36_mechanism,COMPOUND,TARGET
ITX-5061,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
TIRBANIBULIN,inhibits,Proto-oncogene tyrosine-protein kinase Src,1.0,chembl36_mechanism,COMPOUND,TARGET
RALIMETINIB,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
RABUSERTIB,inhibits,Serine/threonine-protein kinase Chk1,1.0,chembl36_mechanism,COMPOUND,TARGET
GANDOTINIB,inhibits,Tyrosine-protein kinase JAK2,1.0,chembl36_mechanism,COMPOUND,TARGET
TOZASERTIB,inhibits,Serine/threonine-protein kinase Aurora,1.0,chembl36_mechanism,COMPOUND,TARGET
MK-2206,inhibits,Serine/threonine-protein kinase AKT,1.0,chembl36_mechanism,COMPOUND,TARGET
TANDUTINIB,inhibits,Receptor-type tyrosine-protein kinase FLT3,1.0,chembl36_mechanism,COMPOUND,TARGET
AMUVATINIB,inhibits,Receptor-type tyrosine-protein kinase FLT3,1.0,chembl36_mechanism,COMPOUND,TARGET
NS-018,inhibits,Tyrosine-protein kinase JAK2,1.0,chembl36_mechanism,COMPOUND,TARGET
OSI-027,inhibits,Serine/threonine-protein kinase mTOR,1.0,chembl36_mechanism,COMPOUND,TARGET
MIRDAMETINIB,inhibits,Dual specificity mitogen-activated protein kinase kinase 1,1.0,chembl36_mechanism,COMPOUND,TARGET
MIRDAMETINIB,inhibits,Dual specificity mitogen-activated protein kinase kinase 2,1.0,chembl36_mechanism,COMPOUND,TARGET
PF-04691502,inhibits,Serine/threonine-protein kinase mTOR,1.0,chembl36_mechanism,COMPOUND,TARGET
GEDATOLISIB,inhibits,Serine/threonine-protein kinase mTOR,1.0,chembl36_mechanism,COMPOUND,TARGET
PH-797804,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
DANUSERTIB,inhibits,Serine/threonine-protein kinase Aurora,1.0,chembl36_mechanism,COMPOUND,TARGET
PEXIDARTINIB,inhibits,Receptor-type tyrosine-protein kinase FLT3,1.0,chembl36_mechanism,COMPOUND,TARGET
R-112,inhibits,Tyrosine-protein kinase SYK,1.0,chembl36_mechanism,COMPOUND,TARGET
PAMAPIMOD,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
R-343,inhibits,Tyrosine-protein kinase SYK,1.0,chembl36_mechanism,COMPOUND,TARGET
R-406,inhibits,Tyrosine-protein kinase SYK,1.0,chembl36_mechanism,COMPOUND,TARGET
RAF-265,inhibits,Serine/threonine-protein kinase B-raf,1.0,chembl36_mechanism,COMPOUND,TARGET
APITOLISIB,inhibits,Serine/threonine-protein kinase mTOR,1.0,chembl36_mechanism,COMPOUND,TARGET
IPATASERTIB,inhibits,Serine/threonine-protein kinase AKT,1.0,chembl36_mechanism,COMPOUND,TARGET
VOXTALISIB,inhibits,Serine/threonine-protein kinase mTOR,1.0,chembl36_mechanism,COMPOUND,TARGET
SAR-407899,inhibits,Rho-associated protein kinase,1.0,chembl36_mechanism,COMPOUND,TARGET
TALMAPIMOD,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
FAMITINIB,inhibits,Receptor-type tyrosine-protein kinase FLT3,1.0,chembl36_mechanism,COMPOUND,TARGET
TAK-715,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
UCN-01,inhibits,Serine/threonine-protein kinase Chk1,1.0,chembl36_mechanism,COMPOUND,TARGET
UCN-01,inhibits,3-phosphoinositide-dependent protein kinase 1,1.0,chembl36_mechanism,COMPOUND,TARGET
TRICIRIBINE PHOSPHATE,inhibits,Serine/threonine-protein kinase AKT,1.0,chembl36_mechanism,COMPOUND,TARGET
DECERNOTINIB,inhibits,Tyrosine-protein kinase JAK3,1.0,chembl36_mechanism,COMPOUND,TARGET
VX-702,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
NEFLAMAPIMOD,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
XL-281,inhibits,Serine/threonine-protein kinase B-raf,1.0,chembl36_mechanism,COMPOUND,TARGET
XL-281,inhibits,RAF proto-oncogene serine/threonine-protein kinase,1.0,chembl36_mechanism,COMPOUND,TARGET
TESEVATINIB,inhibits,Receptor tyrosine-protein kinase erbB-2,1.0,chembl36_mechanism,COMPOUND,TARGET
XL-999,inhibits,Receptor-type tyrosine-protein kinase FLT3,1.0,chembl36_mechanism,COMPOUND,TARGET
SAMOTOLISIB,inhibits,Serine/threonine-protein kinase mTOR,1.0,chembl36_mechanism,COMPOUND,TARGET
TABIMORELIN,inhibits,Cytochrome P450 3A4,1.0,chembl36_mechanism,COMPOUND,TARGET
ITACITINIB,inhibits,Tyrosine-protein kinase JAK1,1.0,chembl36_mechanism,COMPOUND,TARGET
GILTERITINIB,inhibits,Receptor-type tyrosine-protein kinase FLT3,1.0,chembl36_mechanism,COMPOUND,TARGET
GILTERITINIB,inhibits,Tyrosine-protein kinase receptor UFO,1.0,chembl36_mechanism,COMPOUND,TARGET
ACUMAPIMOD,inhibits,Mitogen-activated protein kinase 14,1.0,chembl36_mechanism,COMPOUND,TARGET
