head,relation,tail,weight,source,head_type,tail_type
Theophylline,inhibits,ADORA1,1.0,drugbank,DRUG,TARGET
Theophylline,inhibits,ADORA2A,1.0,drugbank,DRUG,TARGET
Theophylline,inhibits,ADORA2B,1.0,drugbank,DRUG,TARGET
Theophylline,inhibits,PDE4B,1.0,drugbank,DRUG,TARGET
Theophylline,inhibits,PDE5A,1.0,drugbank,DRUG,TARGET
Theophylline,inhibits,PDE4A,1.0,drugbank,DRUG,TARGET
Theophylline,inhibits,PDE3A,1.0,drugbank,DRUG,TARGET
Theophylline,activates,HDAC2,1.0,drugbank,DRUG,TARGET
Theophylline,inhibits,PARP1,1.0,drugbank,DRUG,TARGET
Theophylline,modulates,RIC3,1.0,drugbank,DRUG,TARGET
Theophylline,inhibits,NT5E,1.0,drugbank,DRUG,TARGET
Theophylline,binds,CPNE1,1.0,drugbank,DRUG,TARGET
Theophylline,inhibits,SLC22A7,1.0,drugbank,DRUG,TARGET
Argatroban,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Argatroban,substrate_of,CYP3A5,1.0,drugbank,DRUG,TARGET
Argatroban,inhibits,F2,1.0,drugbank,DRUG,TARGET
Argatroban,binds,ALB,1.0,drugbank,DRUG,TARGET
Argatroban,binds,ORM1,1.0,drugbank,DRUG,TARGET
Liothyronine,substrate_of,UGT1A1,1.0,drugbank,DRUG,TARGET
Liothyronine,activates,THRA,1.0,drugbank,DRUG,TARGET
Liothyronine,activates,THRB,1.0,drugbank,DRUG,TARGET
Liothyronine,inhibits,PCNA,1.0,drugbank,DRUG,TARGET
Liothyronine,substrate_of,SLCO1A2,1.0,drugbank,DRUG,TARGET
Liothyronine,substrate_of,SLCO1B1,1.0,drugbank,DRUG,TARGET
Liothyronine,substrate_of,SLCO1B3,1.0,drugbank,DRUG,TARGET
Liothyronine,substrate_of,SLCO4C1,1.0,drugbank,DRUG,TARGET
Liothyronine,substrate_of,SLC10A1,1.0,drugbank,DRUG,TARGET
Liothyronine,substrate_of,SLCO1C1,1.0,drugbank,DRUG,TARGET
Liothyronine,inhibits,SLCO1C1,1.0,drugbank,DRUG,TARGET
Liothyronine,substrate_of,SLCO4A1,1.0,drugbank,DRUG,TARGET
Liothyronine,inhibits,SLCO4A1,1.0,drugbank,DRUG,TARGET
Liothyronine,inhibits,SLC22A8,1.0,drugbank,DRUG,TARGET
Liothyronine,inhibits,SLC16A10,1.0,drugbank,DRUG,TARGET
Liothyronine,induces,ABCB1,1.0,drugbank,DRUG,TARGET
Liothyronine,binds,SLC7A5,1.0,drugbank,DRUG,TARGET
Liothyronine,binds,TTR,1.0,drugbank,DRUG,TARGET
Liothyronine,substrate_of,SERPINA7,1.0,drugbank,DRUG,TARGET
Liothyronine,binds,ALB,1.0,drugbank,DRUG,TARGET
Disopyramide,substrate_of,CYP1A2,1.0,drugbank,DRUG,TARGET
Disopyramide,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Disopyramide,inhibits,SCN5A,1.0,drugbank,DRUG,TARGET
Disopyramide,inhibits,CHRM1,1.0,drugbank,DRUG,TARGET
Disopyramide,inhibits,CHRM2,1.0,drugbank,DRUG,TARGET
Disopyramide,inhibits,CHRM3,1.0,drugbank,DRUG,TARGET
Disopyramide,inhibits,KCND2,1.0,drugbank,DRUG,TARGET
Disopyramide,inhibits,KCND3,1.0,drugbank,DRUG,TARGET
Disopyramide,inhibits,KCNH2,1.0,drugbank,DRUG,TARGET
Disopyramide,binds,ORM2,1.0,drugbank,DRUG,TARGET
Disopyramide,inhibits,SLC22A1,1.0,drugbank,DRUG,TARGET
Disopyramide,inhibits,SLC22A2,1.0,drugbank,DRUG,TARGET
Disopyramide,binds,ORM1,1.0,drugbank,DRUG,TARGET
Clemastine,inhibits,CYP2D6,1.0,drugbank,DRUG,TARGET
Clemastine,inhibits,HRH1,1.0,drugbank,DRUG,TARGET
Acarbose,inhibits,MGAM,1.0,drugbank,DRUG,TARGET
Acarbose,inhibits,SI,1.0,drugbank,DRUG,TARGET
Acarbose,inhibits,AMY2A,1.0,drugbank,DRUG,TARGET
Acarbose,inhibits,GAA,1.0,drugbank,DRUG,TARGET
Venlafaxine,substrate_of,CYP2D6,1.0,drugbank,DRUG,TARGET
Venlafaxine,inhibits,CYP2D6,1.0,drugbank,DRUG,TARGET
Venlafaxine,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Venlafaxine,substrate_of,CYP2C9,1.0,drugbank,DRUG,TARGET
Venlafaxine,substrate_of,CYP2C19,1.0,drugbank,DRUG,TARGET
Venlafaxine,inhibits,SLC6A4,1.0,drugbank,DRUG,TARGET
Venlafaxine,inhibits,SLC6A2,1.0,drugbank,DRUG,TARGET
Venlafaxine,inhibits,SLC6A3,1.0,drugbank,DRUG,TARGET
Venlafaxine,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Venlafaxine,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Venlafaxine,induces,ABCG2,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,substrate_of,CYP1A2,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,inhibits,CYP1A2,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,substrate_of,COMT,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,activates,ESR2,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,activates,ESR1,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,inhibits,ABCC3,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,inhibits,ABCC4,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,inhibits,ABCC1,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,substrate_of,SLCO1A2,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,inhibits,SLCO1A2,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,inhibits,SLC10A1,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,inhibits,SLC22A10,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,substrate_of,SLC22A8,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,inhibits,SLC22A8,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,substrate_of,SLCO1C1,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,inhibits,SLCO1C1,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,substrate_of,SLCO1B1,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,inhibits,SLCO1B1,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,substrate_of,SLCO2B1,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,substrate_of,SLC22A6,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,substrate_of,SLC51A,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,substrate_of,SLC51B,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,substrate_of,ABCC2,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,substrate_of,SLCO4A1,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,substrate_of,ABCC11,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,substrate_of,SLCO1B3,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,substrate_of,SLC22A11,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,substrate_of,SLCO3A1,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,substrate_of,ABCG2,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,induces,SERPINA7,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,binds,SHBG,1.0,drugbank,DRUG,TARGET
Conjugated estrogens,binds,ALB,1.0,drugbank,DRUG,TARGET
Atomoxetine,substrate_of,CYP2C19,1.0,drugbank,DRUG,TARGET
Atomoxetine,substrate_of,CYP2D6,1.0,drugbank,DRUG,TARGET
Atomoxetine,inhibits,SLC6A2,1.0,drugbank,DRUG,TARGET
Atomoxetine,inhibits,SLC6A4,1.0,drugbank,DRUG,TARGET
Atomoxetine,binds,GRIN1,1.0,drugbank,DRUG,TARGET
Atomoxetine,inhibits,KCNJ3,1.0,drugbank,DRUG,TARGET
Atomoxetine,activates,OPRK1,1.0,drugbank,DRUG,TARGET
Atomoxetine,binds,ALB,1.0,drugbank,DRUG,TARGET
Atomoxetine,binds,ORM1,1.0,drugbank,DRUG,TARGET
Atomoxetine,binds,FCGR1A,1.0,drugbank,DRUG,TARGET
Chlorambucil,substrate_of,GSTP1,1.0,drugbank,DRUG,TARGET
Chlorambucil,substrate_of,GSTA1,1.0,drugbank,DRUG,TARGET
Chlorambucil,binds,SLCO1A2,1.0,drugbank,DRUG,TARGET
Etonogestrel,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Etonogestrel,activates,PGR,1.0,drugbank,DRUG,TARGET
Etonogestrel,binds,ALB,1.0,drugbank,DRUG,TARGET
Etonogestrel,binds,SHBG,1.0,drugbank,DRUG,TARGET
Morphine,substrate_of,CYP2C8,1.0,drugbank,DRUG,TARGET
Morphine,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Morphine,substrate_of,UGT2B7,1.0,drugbank,DRUG,TARGET
Morphine,substrate_of,UGT1A1,1.0,drugbank,DRUG,TARGET
Morphine,substrate_of,UGT1A8,1.0,drugbank,DRUG,TARGET
Morphine,substrate_of,UGT2B15,1.0,drugbank,DRUG,TARGET
Morphine,substrate_of,UGT2B4,1.0,drugbank,DRUG,TARGET
Morphine,substrate_of,UGT1A3,1.0,drugbank,DRUG,TARGET
Morphine,activates,OPRM1,1.0,drugbank,DRUG,TARGET
Morphine,activates,OPRK1,1.0,drugbank,DRUG,TARGET
Morphine,activates,OPRD1,1.0,drugbank,DRUG,TARGET
Morphine,activates,LY96,1.0,drugbank,DRUG,TARGET
Morphine,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Morphine,binds,ALB,1.0,drugbank,DRUG,TARGET
Tenofovir disoproxil,substrate_of,AK2,1.0,drugbank,DRUG,TARGET
Tenofovir disoproxil,substrate_of,AK4,1.0,drugbank,DRUG,TARGET
Tenofovir disoproxil,substrate_of,NME1,1.0,drugbank,DRUG,TARGET
Tenofovir disoproxil,substrate_of,CKB,1.0,drugbank,DRUG,TARGET
Tenofovir disoproxil,induces,CKB,1.0,drugbank,DRUG,TARGET
Tenofovir disoproxil,inhibits,pol,1.0,drugbank,DRUG,TARGET
Tenofovir disoproxil,modulates,gag-pol,1.0,drugbank,DRUG,TARGET
Tenofovir disoproxil,inhibits,P,1.0,drugbank,DRUG,TARGET
Tenofovir disoproxil,substrate_of,SLC22A6,1.0,drugbank,DRUG,TARGET
Tenofovir disoproxil,substrate_of,SLC22A8,1.0,drugbank,DRUG,TARGET
Tenofovir disoproxil,substrate_of,ABCC10,1.0,drugbank,DRUG,TARGET
Tenofovir disoproxil,substrate_of,ABCC4,1.0,drugbank,DRUG,TARGET
Tenofovir disoproxil,substrate_of,ABCC2,1.0,drugbank,DRUG,TARGET
Tenofovir disoproxil,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Tenofovir disoproxil,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Flucloxacillin,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Flucloxacillin,induces,CYP3A4,1.0,drugbank,DRUG,TARGET
Flucloxacillin,inhibits,pbpA,1.0,drugbank,DRUG,TARGET
Flucloxacillin,substrate_of,ABCB11,1.0,drugbank,DRUG,TARGET
Tranexamic acid,inhibits,PLG,1.0,drugbank,DRUG,TARGET
Bexarotene,inhibits,CYP2C8,1.0,drugbank,DRUG,TARGET
Bexarotene,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Bexarotene,induces,CYP3A4,1.0,drugbank,DRUG,TARGET
Bexarotene,activates,RXRA,1.0,drugbank,DRUG,TARGET
Bexarotene,activates,RXRB,1.0,drugbank,DRUG,TARGET
Bexarotene,activates,RXRG,1.0,drugbank,DRUG,TARGET
Vindesine,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Vindesine,inhibits,TUBB1,1.0,drugbank,DRUG,TARGET
Chlorthalidone,inhibits,CA1,1.0,drugbank,DRUG,TARGET
Chlorthalidone,inhibits,SLC12A1,1.0,drugbank,DRUG,TARGET
Chlorthalidone,binds,ALB,1.0,drugbank,DRUG,TARGET
Valproic acid,substrate_of,CYP2A6,1.0,drugbank,DRUG,TARGET
Valproic acid,substrate_of,CYP2B6,1.0,drugbank,DRUG,TARGET
Valproic acid,substrate_of,CYP2C9,1.0,drugbank,DRUG,TARGET
Valproic acid,inhibits,CYP2C9,1.0,drugbank,DRUG,TARGET
Valproic acid,substrate_of,CYP3A5,1.0,drugbank,DRUG,TARGET
Valproic acid,substrate_of,PTGS1,1.0,drugbank,DRUG,TARGET
Valproic acid,inhibits,CYP1A2,1.0,drugbank,DRUG,TARGET
Valproic acid,substrate_of,CYP2C19,1.0,drugbank,DRUG,TARGET
Valproic acid,inhibits,CYP2C19,1.0,drugbank,DRUG,TARGET
Valproic acid,inhibits,CYP3A4,1.0,drugbank,DRUG,TARGET
Valproic acid,substrate_of,UGT1A4,1.0,drugbank,DRUG,TARGET
Valproic acid,substrate_of,UGT1A8,1.0,drugbank,DRUG,TARGET
Valproic acid,substrate_of,UGT1A10,1.0,drugbank,DRUG,TARGET
Valproic acid,substrate_of,UGT1A6,1.0,drugbank,DRUG,TARGET
Valproic acid,substrate_of,UGT1A3,1.0,drugbank,DRUG,TARGET
Valproic acid,substrate_of,UGT2B7,1.0,drugbank,DRUG,TARGET
Valproic acid,substrate_of,UGT2B15,1.0,drugbank,DRUG,TARGET
Valproic acid,substrate_of,UGT1A9,1.0,drugbank,DRUG,TARGET
Valproic acid,substrate_of,UGT1A1,1.0,drugbank,DRUG,TARGET
Valproic acid,inhibits,UGT1A1,1.0,drugbank,DRUG,TARGET
Valproic acid,inhibits,HDAC9,1.0,drugbank,DRUG,TARGET
Valproic acid,inhibits,GSK3A,1.0,drugbank,DRUG,TARGET
Valproic acid,inhibits,ABAT,1.0,drugbank,DRUG,TARGET
Valproic acid,inhibits,ACADSB,1.0,drugbank,DRUG,TARGET
Valproic acid,inhibits,OGDH,1.0,drugbank,DRUG,TARGET
Valproic acid,inhibits,ALDH5A1,1.0,drugbank,DRUG,TARGET
Valproic acid,inhibits,SCN1A,1.0,drugbank,DRUG,TARGET
Valproic acid,inhibits,HDAC2,1.0,drugbank,DRUG,TARGET
Valproic acid,activates,PPARA,1.0,drugbank,DRUG,TARGET
Valproic acid,activates,PPARD,1.0,drugbank,DRUG,TARGET
Valproic acid,activates,PPARG,1.0,drugbank,DRUG,TARGET
Valproic acid,inhibits,HDAC1,1.0,drugbank,DRUG,TARGET
Valproic acid,binds,CDKN1A,1.0,drugbank,DRUG,TARGET
Valproic acid,inhibits,HGF,1.0,drugbank,DRUG,TARGET
Valproic acid,binds,ODC1,1.0,drugbank,DRUG,TARGET
Valproic acid,binds,CD274,1.0,drugbank,DRUG,TARGET
Valproic acid,inhibits,SLC22A6,1.0,drugbank,DRUG,TARGET
Valproic acid,substrate_of,SLC22A8,1.0,drugbank,DRUG,TARGET
Valproic acid,inhibits,SLC22A8,1.0,drugbank,DRUG,TARGET
Valproic acid,inhibits,SLC22A5,1.0,drugbank,DRUG,TARGET
Valproic acid,substrate_of,SLC16A1,1.0,drugbank,DRUG,TARGET
Valproic acid,substrate_of,SLC22A7,1.0,drugbank,DRUG,TARGET
Valproic acid,inhibits,SLCO2B1,1.0,drugbank,DRUG,TARGET
Valproic acid,binds,ALB,1.0,drugbank,DRUG,TARGET
Zolmitriptan,substrate_of,CYP1A2,1.0,drugbank,DRUG,TARGET
Zolmitriptan,substrate_of,MAOA,1.0,drugbank,DRUG,TARGET
Zolmitriptan,activates,HTR1B,1.0,drugbank,DRUG,TARGET
Zolmitriptan,activates,HTR1D,1.0,drugbank,DRUG,TARGET
Zolmitriptan,activates,HTR1F,1.0,drugbank,DRUG,TARGET
Zolmitriptan,activates,HTR1E,1.0,drugbank,DRUG,TARGET
Zolmitriptan,activates,HTR7,1.0,drugbank,DRUG,TARGET
Zolmitriptan,activates,HTR1A,1.0,drugbank,DRUG,TARGET
Zolmitriptan,activates,HTR2A,1.0,drugbank,DRUG,TARGET
Zolmitriptan,activates,HTR2B,1.0,drugbank,DRUG,TARGET
Zolmitriptan,binds,ABCB1,1.0,drugbank,DRUG,TARGET
Acetaminophen,substrate_of,CYP2E1,1.0,drugbank,DRUG,TARGET
Acetaminophen,substrate_of,CYP1A2,1.0,drugbank,DRUG,TARGET
Acetaminophen,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Acetaminophen,induces,CYP3A4,1.0,drugbank,DRUG,TARGET
Acetaminophen,substrate_of,CYP2D6,1.0,drugbank,DRUG,TARGET
Acetaminophen,substrate_of,CYP2A6,1.0,drugbank,DRUG,TARGET
Acetaminophen,substrate_of,UGT1A6,1.0,drugbank,DRUG,TARGET
Acetaminophen,substrate_of,UGT1A1,1.0,drugbank,DRUG,TARGET
Acetaminophen,substrate_of,UGT1A9,1.0,drugbank,DRUG,TARGET
Acetaminophen,substrate_of,UGT2B15,1.0,drugbank,DRUG,TARGET
Acetaminophen,substrate_of,SULT1A1,1.0,drugbank,DRUG,TARGET
Acetaminophen,substrate_of,SULT1A3,1.0,drugbank,DRUG,TARGET
Acetaminophen,inhibits,NAT2,1.0,drugbank,DRUG,TARGET
Acetaminophen,substrate_of,FAAH,1.0,drugbank,DRUG,TARGET
Acetaminophen,substrate_of,GSTP1,1.0,drugbank,DRUG,TARGET
Acetaminophen,substrate_of,GSTM1,1.0,drugbank,DRUG,TARGET
Acetaminophen,inhibits,PTGS2,1.0,drugbank,DRUG,TARGET
Acetaminophen,inhibits,PTGS1,1.0,drugbank,DRUG,TARGET
Acetaminophen,inhibits,SLC6A4,1.0,drugbank,DRUG,TARGET
Acetaminophen,inhibits,SLC6A2,1.0,drugbank,DRUG,TARGET
Acetaminophen,inhibits,PTGES3,1.0,drugbank,DRUG,TARGET
Acetaminophen,activates,TRPV1,1.0,drugbank,DRUG,TARGET
Acetaminophen,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Acetaminophen,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Acetaminophen,binds,ALB,1.0,drugbank,DRUG,TARGET
Gefitinib,substrate_of,CYP3A5,1.0,drugbank,DRUG,TARGET
Gefitinib,substrate_of,CYP1A1,1.0,drugbank,DRUG,TARGET
Gefitinib,inhibits,CYP1A1,1.0,drugbank,DRUG,TARGET
Gefitinib,inhibits,CYP2C9,1.0,drugbank,DRUG,TARGET
Gefitinib,inhibits,CYP2C19,1.0,drugbank,DRUG,TARGET
Gefitinib,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Gefitinib,inhibits,CYP3A4,1.0,drugbank,DRUG,TARGET
Gefitinib,substrate_of,CYP2D6,1.0,drugbank,DRUG,TARGET
Gefitinib,inhibits,CYP2D6,1.0,drugbank,DRUG,TARGET
Gefitinib,inhibits,EGFR,1.0,drugbank,DRUG,TARGET
Gefitinib,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Gefitinib,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Gefitinib,substrate_of,ABCG2,1.0,drugbank,DRUG,TARGET
Gefitinib,inhibits,ABCG2,1.0,drugbank,DRUG,TARGET
Gefitinib,substrate_of,ALB,1.0,drugbank,DRUG,TARGET
Gefitinib,substrate_of,ORM1,1.0,drugbank,DRUG,TARGET
Codeine,substrate_of,CYP2D6,1.0,drugbank,DRUG,TARGET
Codeine,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Codeine,substrate_of,UGT2B7,1.0,drugbank,DRUG,TARGET
Codeine,substrate_of,UGT2B4,1.0,drugbank,DRUG,TARGET
Codeine,activates,OPRM1,1.0,drugbank,DRUG,TARGET
Codeine,binds,OPRM1,1.0,drugbank,DRUG,TARGET
Codeine,activates,OPRK1,1.0,drugbank,DRUG,TARGET
Codeine,activates,OPRD1,1.0,drugbank,DRUG,TARGET
Codeine,substrate_of,SLC22A1,1.0,drugbank,DRUG,TARGET
Codeine,inhibits,SLC22A1,1.0,drugbank,DRUG,TARGET
Dihydroergotamine,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Dihydroergotamine,inhibits,CYP3A4,1.0,drugbank,DRUG,TARGET
Dihydroergotamine,activates,HTR1B,1.0,drugbank,DRUG,TARGET
Dihydroergotamine,activates,HTR1D,1.0,drugbank,DRUG,TARGET
Dihydroergotamine,activates,HTR1F,1.0,drugbank,DRUG,TARGET
Dihydroergotamine,activates,DRD2,1.0,drugbank,DRUG,TARGET
Dihydroergotamine,activates,ADRA2A,1.0,drugbank,DRUG,TARGET
Dihydroergotamine,activates,HTR1A,1.0,drugbank,DRUG,TARGET
Dihydroergotamine,activates,HTR1E,1.0,drugbank,DRUG,TARGET
Dihydroergotamine,activates,HTR2A,1.0,drugbank,DRUG,TARGET
Dihydroergotamine,activates,HTR2B,1.0,drugbank,DRUG,TARGET
Dihydroergotamine,activates,HTR2C,1.0,drugbank,DRUG,TARGET
Dihydroergotamine,activates,ADRA1A,1.0,drugbank,DRUG,TARGET
Dihydroergotamine,activates,DRD3,1.0,drugbank,DRUG,TARGET
Dihydroergotamine,activates,DRD4,1.0,drugbank,DRUG,TARGET
Dihydroergotamine,activates,HTR4,1.0,drugbank,DRUG,TARGET
Dihydroergotamine,activates,ADRB3,1.0,drugbank,DRUG,TARGET
Dihydroergotamine,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Amitriptyline,substrate_of,CYP2D6,1.0,drugbank,DRUG,TARGET
Amitriptyline,substrate_of,CYP1A2,1.0,drugbank,DRUG,TARGET
Amitriptyline,substrate_of,CYP2C19,1.0,drugbank,DRUG,TARGET
Amitriptyline,inhibits,CYP2C19,1.0,drugbank,DRUG,TARGET
Amitriptyline,substrate_of,CYP2C9,1.0,drugbank,DRUG,TARGET
Amitriptyline,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Amitriptyline,substrate_of,CYP3A5,1.0,drugbank,DRUG,TARGET
Amitriptyline,substrate_of,CYP2B6,1.0,drugbank,DRUG,TARGET
Amitriptyline,substrate_of,CYP2C8,1.0,drugbank,DRUG,TARGET
Amitriptyline,inhibits,CYP2C8,1.0,drugbank,DRUG,TARGET
Amitriptyline,substrate_of,UGT2B10,1.0,drugbank,DRUG,TARGET
Amitriptyline,inhibits,UGT2B10,1.0,drugbank,DRUG,TARGET
Amitriptyline,substrate_of,UGT1A4,1.0,drugbank,DRUG,TARGET
Amitriptyline,inhibits,GSTA1,1.0,drugbank,DRUG,TARGET
Amitriptyline,inhibits,SLC6A2,1.0,drugbank,DRUG,TARGET
Amitriptyline,inhibits,SLC6A4,1.0,drugbank,DRUG,TARGET
Amitriptyline,inhibits,HTR2A,1.0,drugbank,DRUG,TARGET
Amitriptyline,inhibits,HTR1A,1.0,drugbank,DRUG,TARGET
Amitriptyline,induces,HTR1A,1.0,drugbank,DRUG,TARGET
Amitriptyline,activates,OPRD1,1.0,drugbank,DRUG,TARGET
Amitriptyline,activates,OPRK1,1.0,drugbank,DRUG,TARGET
Amitriptyline,activates,NTRK1,1.0,drugbank,DRUG,TARGET
Amitriptyline,activates,NTRK2,1.0,drugbank,DRUG,TARGET
Amitriptyline,inhibits,ADRA1A,1.0,drugbank,DRUG,TARGET
Amitriptyline,inhibits,ADRA1D,1.0,drugbank,DRUG,TARGET
Amitriptyline,inhibits,ADRA2A,1.0,drugbank,DRUG,TARGET
Amitriptyline,activates,ADRA2A,1.0,drugbank,DRUG,TARGET
Amitriptyline,inhibits,HRH1,1.0,drugbank,DRUG,TARGET
Amitriptyline,inhibits,KCNQ2,1.0,drugbank,DRUG,TARGET
Amitriptyline,inhibits,KCNA1,1.0,drugbank,DRUG,TARGET
Amitriptyline,binds,HRH2,1.0,drugbank,DRUG,TARGET
Amitriptyline,binds,HRH4,1.0,drugbank,DRUG,TARGET
Amitriptyline,activates,SIGMAR1,1.0,drugbank,DRUG,TARGET
Amitriptyline,inhibits,HTR2C,1.0,drugbank,DRUG,TARGET
Amitriptyline,inhibits,ADRA1B,1.0,drugbank,DRUG,TARGET
Amitriptyline,inhibits,HTR7,1.0,drugbank,DRUG,TARGET
Amitriptyline,binds,HTR1D,1.0,drugbank,DRUG,TARGET
Amitriptyline,binds,OPRM1,1.0,drugbank,DRUG,TARGET
Amitriptyline,binds,HTR1B,1.0,drugbank,DRUG,TARGET
Amitriptyline,inhibits,HTR6,1.0,drugbank,DRUG,TARGET
Amitriptyline,inhibits,KCNQ3,1.0,drugbank,DRUG,TARGET
Amitriptyline,inhibits,Htr2c,1.0,drugbank,DRUG,TARGET
Amitriptyline,binds,CHRM1,1.0,drugbank,DRUG,TARGET
Amitriptyline,binds,KCNH2,1.0,drugbank,DRUG,TARGET
Amitriptyline,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Amitriptyline,binds,ALB,1.0,drugbank,DRUG,TARGET
Amitriptyline,binds,ORM1,1.0,drugbank,DRUG,TARGET
Tolcapone,inhibits,CYP2C9,1.0,drugbank,DRUG,TARGET
Tolcapone,inhibits,COMT,1.0,drugbank,DRUG,TARGET
Hydromorphone,substrate_of,UGT1A3,1.0,drugbank,DRUG,TARGET
Hydromorphone,substrate_of,UGT2B7,1.0,drugbank,DRUG,TARGET
Hydromorphone,substrate_of,CYP2C9,1.0,drugbank,DRUG,TARGET
Hydromorphone,activates,OPRM1,1.0,drugbank,DRUG,TARGET
Hydromorphone,activates,OPRD1,1.0,drugbank,DRUG,TARGET
Hydromorphone,activates,OPRK1,1.0,drugbank,DRUG,TARGET
Hydromorphone,binds,ALB,1.0,drugbank,DRUG,TARGET
Indomethacin,substrate_of,CYP2C19,1.0,drugbank,DRUG,TARGET
Indomethacin,inhibits,CYP2C19,1.0,drugbank,DRUG,TARGET
Indomethacin,substrate_of,CYP2C9,1.0,drugbank,DRUG,TARGET
Indomethacin,substrate_of,CES1,1.0,drugbank,DRUG,TARGET
Indomethacin,substrate_of,UGT1A9,1.0,drugbank,DRUG,TARGET
Indomethacin,substrate_of,UGT1A1,1.0,drugbank,DRUG,TARGET
Indomethacin,inhibits,UGT1A1,1.0,drugbank,DRUG,TARGET
Indomethacin,substrate_of,UGT2B7,1.0,drugbank,DRUG,TARGET
Indomethacin,inhibits,UGT2B7,1.0,drugbank,DRUG,TARGET
Indomethacin,inhibits,PTGS2,1.0,drugbank,DRUG,TARGET
Indomethacin,inhibits,PLA2G2A,1.0,drugbank,DRUG,TARGET
Indomethacin,inhibits,PTGS1,1.0,drugbank,DRUG,TARGET
Indomethacin,induces,EIF2AK2,1.0,drugbank,DRUG,TARGET
Indomethacin,inhibits,PTGR2,1.0,drugbank,DRUG,TARGET
Indomethacin,activates,PPARG,1.0,drugbank,DRUG,TARGET
Indomethacin,inhibits,GLO1,1.0,drugbank,DRUG,TARGET
Indomethacin,binds,PTGDR2,1.0,drugbank,DRUG,TARGET
Indomethacin,activates,PPARA,1.0,drugbank,DRUG,TARGET
Indomethacin,inhibits,AKR1C3,1.0,drugbank,DRUG,TARGET
Indomethacin,inhibits,ABCC3,1.0,drugbank,DRUG,TARGET
Indomethacin,inhibits,ABCC4,1.0,drugbank,DRUG,TARGET
Indomethacin,inhibits,ABCC6,1.0,drugbank,DRUG,TARGET
Indomethacin,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Indomethacin,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Indomethacin,inhibits,ABCC1,1.0,drugbank,DRUG,TARGET
