head,relation,tail,weight,source,head_type,tail_type
Cannabidiol,inhibits,CYP17A1,1.0,drugbank,DRUG,TARGET
Cannabidiol,binds,HMGCR,1.0,drugbank,DRUG,TARGET
Cannabidiol,binds,GSR,1.0,drugbank,DRUG,TARGET
Cannabidiol,binds,GPX1,1.0,drugbank,DRUG,TARGET
Cannabidiol,inhibits,IDO1,1.0,drugbank,DRUG,TARGET
Cannabidiol,inhibits,NQO1,1.0,drugbank,DRUG,TARGET
Cannabidiol,inhibits,CAT,1.0,drugbank,DRUG,TARGET
Cannabidiol,inhibits,SOD1,1.0,drugbank,DRUG,TARGET
Cannabidiol,inhibits,AANAT,1.0,drugbank,DRUG,TARGET
Cannabidiol,inhibits,NAAA,1.0,drugbank,DRUG,TARGET
Cannabidiol,inhibits,ABCC1,1.0,drugbank,DRUG,TARGET
Cannabidiol,inhibits,ABCG2,1.0,drugbank,DRUG,TARGET
Cannabidiol,inhibits,SLC29A1,1.0,drugbank,DRUG,TARGET
Cannabidiol,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Ceritinib,inhibits,CYP2C9,1.0,drugbank,DRUG,TARGET
Ceritinib,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Ceritinib,inhibits,CYP3A4,1.0,drugbank,DRUG,TARGET
Ceritinib,inhibits,ALK,1.0,drugbank,DRUG,TARGET
Ceritinib,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Cobicistat,substrate_of,CYP3A5,1.0,drugbank,DRUG,TARGET
Cobicistat,substrate_of,CYP3A7,1.0,drugbank,DRUG,TARGET
Cobicistat,substrate_of,CYP2D6,1.0,drugbank,DRUG,TARGET
Cobicistat,inhibits,CYP2D6,1.0,drugbank,DRUG,TARGET
Cobicistat,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Cobicistat,inhibits,CYP3A4,1.0,drugbank,DRUG,TARGET
Cobicistat,inhibits,CYP3A5,1.0,drugbank,DRUG,TARGET
Cobicistat,inhibits,CYP3A7,1.0,drugbank,DRUG,TARGET
Cobicistat,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Cobicistat,inhibits,ABCG2,1.0,drugbank,DRUG,TARGET
Cobicistat,inhibits,SLCO1B1,1.0,drugbank,DRUG,TARGET
Cobicistat,inhibits,SLCO1B3,1.0,drugbank,DRUG,TARGET
Vortioxetine,substrate_of,CYP2D6,1.0,drugbank,DRUG,TARGET
Vortioxetine,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Vortioxetine,substrate_of,CYP3A5,1.0,drugbank,DRUG,TARGET
Vortioxetine,substrate_of,CYP2C19,1.0,drugbank,DRUG,TARGET
Vortioxetine,substrate_of,CYP2C9,1.0,drugbank,DRUG,TARGET
Vortioxetine,substrate_of,CYP2A6,1.0,drugbank,DRUG,TARGET
Vortioxetine,substrate_of,CYP2C8,1.0,drugbank,DRUG,TARGET
Vortioxetine,substrate_of,CYP2B6,1.0,drugbank,DRUG,TARGET
Vortioxetine,inhibits,SLC6A4,1.0,drugbank,DRUG,TARGET
Vortioxetine,inhibits,HTR3A,1.0,drugbank,DRUG,TARGET
Vortioxetine,inhibits,HTR7,1.0,drugbank,DRUG,TARGET
Vortioxetine,activates,HTR1B,1.0,drugbank,DRUG,TARGET
Vortioxetine,activates,HTR1A,1.0,drugbank,DRUG,TARGET
Vortioxetine,binds,ADRB1,1.0,drugbank,DRUG,TARGET
Vortioxetine,binds,SLC6A2,1.0,drugbank,DRUG,TARGET
Trimetazidine,inhibits,ACAA2,1.0,drugbank,DRUG,TARGET
Trimetazidine,binds,ALB,1.0,drugbank,DRUG,TARGET
Tibolone,inhibits,STS,1.0,drugbank,DRUG,TARGET
Tibolone,substrate_of,HSD3B1,1.0,drugbank,DRUG,TARGET
Tibolone,substrate_of,HSD3B2,1.0,drugbank,DRUG,TARGET
Tibolone,substrate_of,SULT1A1,1.0,drugbank,DRUG,TARGET
Tibolone,inhibits,ESR1,1.0,drugbank,DRUG,TARGET
Tibolone,activates,ESR1,1.0,drugbank,DRUG,TARGET
Tibolone,binds,ALB,1.0,drugbank,DRUG,TARGET
Tasimelteon,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Tasimelteon,substrate_of,CYP1A2,1.0,drugbank,DRUG,TARGET
Tasimelteon,activates,MTNR1A,1.0,drugbank,DRUG,TARGET
Tasimelteon,activates,MTNR1B,1.0,drugbank,DRUG,TARGET
Sodium oxybate,substrate_of,ALDH5A1,1.0,drugbank,DRUG,TARGET
Sodium oxybate,substrate_of,ADHFE1,1.0,drugbank,DRUG,TARGET
Sodium oxybate,substrate_of,NNT,1.0,drugbank,DRUG,TARGET
Sodium oxybate,activates,GABBR1,1.0,drugbank,DRUG,TARGET
Sodium oxybate,activates,SLC52A2,1.0,drugbank,DRUG,TARGET
Palbociclib,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Palbociclib,inhibits,CYP3A4,1.0,drugbank,DRUG,TARGET
Palbociclib,substrate_of,SULT2A1,1.0,drugbank,DRUG,TARGET
Palbociclib,inhibits,CDK4,1.0,drugbank,DRUG,TARGET
Palbociclib,inhibits,CDK6,1.0,drugbank,DRUG,TARGET
Palbociclib,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Palbociclib,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Palbociclib,substrate_of,ABCG2,1.0,drugbank,DRUG,TARGET
Palbociclib,inhibits,ABCG2,1.0,drugbank,DRUG,TARGET
Palbociclib,inhibits,SLC22A1,1.0,drugbank,DRUG,TARGET
Palbociclib,binds,ALB,1.0,drugbank,DRUG,TARGET
Olaparib,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Olaparib,inhibits,CYP3A4,1.0,drugbank,DRUG,TARGET
Olaparib,substrate_of,CYP3A5,1.0,drugbank,DRUG,TARGET
Olaparib,inhibits,CYP3A5,1.0,drugbank,DRUG,TARGET
Olaparib,induces,CYP2B6,1.0,drugbank,DRUG,TARGET
Olaparib,inhibits,UGT1A1,1.0,drugbank,DRUG,TARGET
Olaparib,inhibits,PARP1,1.0,drugbank,DRUG,TARGET
Olaparib,inhibits,PARP2,1.0,drugbank,DRUG,TARGET
Olaparib,inhibits,PARP3,1.0,drugbank,DRUG,TARGET
Olaparib,inhibits,AKR1C3,1.0,drugbank,DRUG,TARGET
Olaparib,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Olaparib,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Olaparib,inhibits,ABCG2,1.0,drugbank,DRUG,TARGET
Olaparib,binds,ALB,1.0,drugbank,DRUG,TARGET
Olaparib,binds,ORM1,1.0,drugbank,DRUG,TARGET
Edoxaban,inhibits,F10,1.0,drugbank,DRUG,TARGET
Edoxaban,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Lenvatinib,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,CYP3A4,1.0,drugbank,DRUG,TARGET
Lenvatinib,induces,CYP3A4,1.0,drugbank,DRUG,TARGET
Lenvatinib,substrate_of,AOX1,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,CYP2C8,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,CYP2C9,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,CYP1A2,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,CYP2B6,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,CYP2C19,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,CYP2D6,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,FLT1,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,KDR,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,FLT4,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,FGFR1,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,FGFR2,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,FGFR3,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,FGFR4,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,PDGFRA,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,RET,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,KIT,1.0,drugbank,DRUG,TARGET
Lenvatinib,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Lenvatinib,substrate_of,ABCG2,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,SLC22A6,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,SLC22A8,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,SLC22A2,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,SLCO1B1,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,ABCB11,1.0,drugbank,DRUG,TARGET
Lenvatinib,inhibits,SLCO1B3,1.0,drugbank,DRUG,TARGET
Nintedanib,substrate_of,UGT1A1,1.0,drugbank,DRUG,TARGET
Nintedanib,substrate_of,UGT1A7,1.0,drugbank,DRUG,TARGET
Nintedanib,substrate_of,UGT1A8,1.0,drugbank,DRUG,TARGET
Nintedanib,substrate_of,UGT1A10,1.0,drugbank,DRUG,TARGET
Nintedanib,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Nintedanib,inhibits,FLT1,1.0,drugbank,DRUG,TARGET
Nintedanib,inhibits,KDR,1.0,drugbank,DRUG,TARGET
Nintedanib,inhibits,FLT4,1.0,drugbank,DRUG,TARGET
Nintedanib,inhibits,PDGFRA,1.0,drugbank,DRUG,TARGET
Nintedanib,inhibits,PDGFRB,1.0,drugbank,DRUG,TARGET
Nintedanib,inhibits,FGFR1,1.0,drugbank,DRUG,TARGET
Nintedanib,inhibits,FGFR2,1.0,drugbank,DRUG,TARGET
Nintedanib,inhibits,FGFR3,1.0,drugbank,DRUG,TARGET
Nintedanib,inhibits,FLT3,1.0,drugbank,DRUG,TARGET
Nintedanib,inhibits,LCK,1.0,drugbank,DRUG,TARGET
Nintedanib,inhibits,LYN,1.0,drugbank,DRUG,TARGET
Nintedanib,inhibits,SRC,1.0,drugbank,DRUG,TARGET
Nintedanib,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Nintedanib,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Nintedanib,substrate_of,SLC22A1,1.0,drugbank,DRUG,TARGET
Nintedanib,inhibits,SLC22A1,1.0,drugbank,DRUG,TARGET
Nintedanib,binds,ABCG2,1.0,drugbank,DRUG,TARGET
Nintedanib,substrate_of,ALB,1.0,drugbank,DRUG,TARGET
Ivabradine,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Ivabradine,inhibits,HCN2,1.0,drugbank,DRUG,TARGET
Trimebutine,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Trimebutine,activates,OPRM1,1.0,drugbank,DRUG,TARGET
Trimebutine,inhibits,CACNA1C,1.0,drugbank,DRUG,TARGET
Trimebutine,inhibits,KCNMA1,1.0,drugbank,DRUG,TARGET
Trimebutine,inhibits,CHRM1,1.0,drugbank,DRUG,TARGET
Trimebutine,inhibits,CHRM2,1.0,drugbank,DRUG,TARGET
Trimebutine,inhibits,CHRM3,1.0,drugbank,DRUG,TARGET
Trimebutine,inhibits,CHRM4,1.0,drugbank,DRUG,TARGET
Trimebutine,activates,CACNA1G,1.0,drugbank,DRUG,TARGET
Pinaverium,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Pinaverium,inhibits,CACNA1S,1.0,drugbank,DRUG,TARGET
Quinagolide,activates,DRD2,1.0,drugbank,DRUG,TARGET
Quinagolide,activates,DRD1,1.0,drugbank,DRUG,TARGET
Elvitegravir,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Elvitegravir,inhibits,CYP3A4,1.0,drugbank,DRUG,TARGET
Elvitegravir,substrate_of,UGT1A1,1.0,drugbank,DRUG,TARGET
Elvitegravir,inhibits,pol,1.0,drugbank,DRUG,TARGET
Elvitegravir,modulates,gag-pol,1.0,drugbank,DRUG,TARGET
Daclatasvir,substrate_of,CYP3A5,1.0,drugbank,DRUG,TARGET
Daclatasvir,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Daclatasvir,substrate_of,CYP3A43,1.0,drugbank,DRUG,TARGET
Daclatasvir,substrate_of,CYP3A7,1.0,drugbank,DRUG,TARGET
Daclatasvir,inhibits,NS5A,1.0,drugbank,DRUG,TARGET
Daclatasvir,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Daclatasvir,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Daclatasvir,inhibits,SLCO1B1,1.0,drugbank,DRUG,TARGET
Daclatasvir,inhibits,SLCO1B3,1.0,drugbank,DRUG,TARGET
Daclatasvir,inhibits,ABCG2,1.0,drugbank,DRUG,TARGET
Stiripentol,substrate_of,CYP2C19,1.0,drugbank,DRUG,TARGET
Stiripentol,inhibits,CYP2C19,1.0,drugbank,DRUG,TARGET
Stiripentol,inhibits,CYP2D6,1.0,drugbank,DRUG,TARGET
Stiripentol,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Stiripentol,inhibits,CYP3A4,1.0,drugbank,DRUG,TARGET
Stiripentol,induces,CYP3A4,1.0,drugbank,DRUG,TARGET
Stiripentol,substrate_of,CYP1A2,1.0,drugbank,DRUG,TARGET
Stiripentol,inhibits,CYP1A2,1.0,drugbank,DRUG,TARGET
Stiripentol,induces,CYP1A2,1.0,drugbank,DRUG,TARGET
Stiripentol,inhibits,CYP2C9,1.0,drugbank,DRUG,TARGET
Stiripentol,inhibits,CYP2B6,1.0,drugbank,DRUG,TARGET
Stiripentol,induces,CYP2B6,1.0,drugbank,DRUG,TARGET
Stiripentol,inhibits,CYP2C8,1.0,drugbank,DRUG,TARGET
Stiripentol,activates,GABRA1,1.0,drugbank,DRUG,TARGET
Stiripentol,modulates,GABRA1,1.0,drugbank,DRUG,TARGET
Stiripentol,inhibits,LDHA,1.0,drugbank,DRUG,TARGET
Stiripentol,inhibits,LDHB,1.0,drugbank,DRUG,TARGET
Stiripentol,modulates,GABRG3,1.0,drugbank,DRUG,TARGET
Stiripentol,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Stiripentol,inhibits,ABCG2,1.0,drugbank,DRUG,TARGET
Eslicarbazepine acetate,inhibits,CYP2C19,1.0,drugbank,DRUG,TARGET
Eslicarbazepine acetate,induces,CYP3A4,1.0,drugbank,DRUG,TARGET
Eslicarbazepine acetate,substrate_of,UGT1A1,1.0,drugbank,DRUG,TARGET
Eslicarbazepine acetate,inhibits,P2RX4,1.0,drugbank,DRUG,TARGET
Eslicarbazepine acetate,inhibits,CACNA1G,1.0,drugbank,DRUG,TARGET
Eslicarbazepine acetate,inhibits,SCN1A,1.0,drugbank,DRUG,TARGET
Dienogest,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Dienogest,activates,PGR,1.0,drugbank,DRUG,TARGET
Dienogest,inhibits,AR,1.0,drugbank,DRUG,TARGET
Brexpiprazole,substrate_of,CYP2D6,1.0,drugbank,DRUG,TARGET
Brexpiprazole,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Brexpiprazole,activates,HTR1A,1.0,drugbank,DRUG,TARGET
Brexpiprazole,activates,DRD2,1.0,drugbank,DRUG,TARGET
Brexpiprazole,activates,DRD3,1.0,drugbank,DRUG,TARGET
Brexpiprazole,inhibits,HTR2A,1.0,drugbank,DRUG,TARGET
Brexpiprazole,inhibits,HTR2B,1.0,drugbank,DRUG,TARGET
Brexpiprazole,inhibits,HTR7,1.0,drugbank,DRUG,TARGET
Brexpiprazole,inhibits,ADRA1A,1.0,drugbank,DRUG,TARGET
Brexpiprazole,inhibits,ADRA1B,1.0,drugbank,DRUG,TARGET
Brexpiprazole,inhibits,ADRA1D,1.0,drugbank,DRUG,TARGET
Brexpiprazole,inhibits,ADRA2C,1.0,drugbank,DRUG,TARGET
Brexpiprazole,inhibits,HRH1,1.0,drugbank,DRUG,TARGET
Brexpiprazole,inhibits,CHRM1,1.0,drugbank,DRUG,TARGET
Brexpiprazole,inhibits,SLC47A2,1.0,drugbank,DRUG,TARGET
Brexpiprazole,substrate_of,ALB,1.0,drugbank,DRUG,TARGET
Brexpiprazole,substrate_of,ORM1,1.0,drugbank,DRUG,TARGET
Chromic chloride,activates,INSR,1.0,drugbank,DRUG,TARGET
Technetium Tc-99m mebrofenin,substrate_of,SLCO1B1,1.0,drugbank,DRUG,TARGET
Technetium Tc-99m mebrofenin,substrate_of,SLCO1B3,1.0,drugbank,DRUG,TARGET
Sonidegib,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Sonidegib,inhibits,SMO,1.0,drugbank,DRUG,TARGET
Sodium citrate,inhibits,CA4,1.0,drugbank,DRUG,TARGET
Sodium citrate,substrate_of,SLC25A21,1.0,drugbank,DRUG,TARGET
Sodium citrate,substrate_of,SLC13A2,1.0,drugbank,DRUG,TARGET
Sodium citrate,substrate_of,SLC13A5,1.0,drugbank,DRUG,TARGET
Sodium citrate,substrate_of,SLC25A1,1.0,drugbank,DRUG,TARGET
Dasabuvir,substrate_of,CYP2C8,1.0,drugbank,DRUG,TARGET
Dasabuvir,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Dasabuvir,substrate_of,CYP2D6,1.0,drugbank,DRUG,TARGET
Dasabuvir,inhibits,UGT1A1,1.0,drugbank,DRUG,TARGET
Dasabuvir,inhibits,NS5b,1.0,drugbank,DRUG,TARGET
Dasabuvir,inhibits,ABCG2,1.0,drugbank,DRUG,TARGET
Dasabuvir,substrate_of,ABCB5,1.0,drugbank,DRUG,TARGET
Dasabuvir,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Viloxazine,substrate_of,CYP2D6,1.0,drugbank,DRUG,TARGET
Viloxazine,inhibits,CYP2D6,1.0,drugbank,DRUG,TARGET
Viloxazine,substrate_of,UGT1A9,1.0,drugbank,DRUG,TARGET
Viloxazine,substrate_of,UGT2B15,1.0,drugbank,DRUG,TARGET
Viloxazine,inhibits,CYP1A2,1.0,drugbank,DRUG,TARGET
Viloxazine,inhibits,CYP2B6,1.0,drugbank,DRUG,TARGET
Viloxazine,inhibits,CYP3A4,1.0,drugbank,DRUG,TARGET
Viloxazine,inhibits,CYP3A5,1.0,drugbank,DRUG,TARGET
Viloxazine,inhibits,SLC6A2,1.0,drugbank,DRUG,TARGET
Viloxazine,inhibits,HTR2B,1.0,drugbank,DRUG,TARGET
Viloxazine,activates,HTR2C,1.0,drugbank,DRUG,TARGET
Viloxazine,inhibits,ADRA1B,1.0,drugbank,DRUG,TARGET
Viloxazine,inhibits,ADRB2,1.0,drugbank,DRUG,TARGET
Viloxazine,inhibits,HRH1,1.0,drugbank,DRUG,TARGET
Viloxazine,inhibits,HRH2,1.0,drugbank,DRUG,TARGET
Viloxazine,inhibits,CHRM1,1.0,drugbank,DRUG,TARGET
Viloxazine,inhibits,CHRM2,1.0,drugbank,DRUG,TARGET
Viloxazine,inhibits,CHRM3,1.0,drugbank,DRUG,TARGET
Viloxazine,inhibits,CHRM4,1.0,drugbank,DRUG,TARGET
Viloxazine,inhibits,MAOA,1.0,drugbank,DRUG,TARGET
Viloxazine,inhibits,MAOB,1.0,drugbank,DRUG,TARGET
Viloxazine,inhibits,SLC47A1,1.0,drugbank,DRUG,TARGET
Loxoprofen,substrate_of,CBR1,1.0,drugbank,DRUG,TARGET
Loxoprofen,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Loxoprofen,substrate_of,UGT2B7,1.0,drugbank,DRUG,TARGET
Loxoprofen,inhibits,PTGS2,1.0,drugbank,DRUG,TARGET
Loxoprofen,inhibits,PTGS1,1.0,drugbank,DRUG,TARGET
Levamlodipine,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Levamlodipine,induces,NOS2,1.0,drugbank,DRUG,TARGET
Levamlodipine,induces,NOS3,1.0,drugbank,DRUG,TARGET
Levamlodipine,inhibits,CACNA1C,1.0,drugbank,DRUG,TARGET
Levamlodipine,inhibits,CACNA1D,1.0,drugbank,DRUG,TARGET
Levamlodipine,activates,NOS3,1.0,drugbank,DRUG,TARGET
Levamlodipine,activates,NOS2,1.0,drugbank,DRUG,TARGET
Levamlodipine,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Levamlodipine,inhibits,SLC10A2,1.0,drugbank,DRUG,TARGET
Levamlodipine,inhibits,SLC22A5,1.0,drugbank,DRUG,TARGET
Levamlodipine,binds,ALB,1.0,drugbank,DRUG,TARGET
Tegafur,substrate_of,CYP1A2,1.0,drugbank,DRUG,TARGET
Tegafur,substrate_of,CYP2C8,1.0,drugbank,DRUG,TARGET
Tegafur,substrate_of,CYP2A6,1.0,drugbank,DRUG,TARGET
Tegafur,substrate_of,CYP2E1,1.0,drugbank,DRUG,TARGET
Tegafur,substrate_of,CYP3A5,1.0,drugbank,DRUG,TARGET
Tegafur,inhibits,TYMS,1.0,drugbank,DRUG,TARGET
Tegafur,induces,SERPINA7,1.0,drugbank,DRUG,TARGET
Gimeracil,inhibits,DPYD,1.0,drugbank,DRUG,TARGET
Bemiparin,inhibits,F10,1.0,drugbank,DRUG,TARGET
Bemiparin,inhibits,SERPINC1,1.0,drugbank,DRUG,TARGET
Bemiparin,inhibits,SERPIND1,1.0,drugbank,DRUG,TARGET
Lixisenatide,activates,GLP1R,1.0,drugbank,DRUG,TARGET
Picosulfuric acid,substrate_of,assT,1.0,drugbank,DRUG,TARGET
Ubidecarenone,substrate_of,HMGCR,1.0,drugbank,DRUG,TARGET
Ubidecarenone,binds,NDUFV3,1.0,drugbank,DRUG,TARGET
Ubidecarenone,binds,SDHA,1.0,drugbank,DRUG,TARGET
Ubidecarenone,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Ubidecarenone,substrate_of,LDLR,1.0,drugbank,DRUG,TARGET
Ubidecarenone,substrate_of,VLDLR,1.0,drugbank,DRUG,TARGET
Eluxadoline,activates,OPRM1,1.0,drugbank,DRUG,TARGET
Eluxadoline,inhibits,OPRD1,1.0,drugbank,DRUG,TARGET
Eluxadoline,activates,OPRK1,1.0,drugbank,DRUG,TARGET
Eluxadoline,substrate_of,SLCO1B1,1.0,drugbank,DRUG,TARGET
Eluxadoline,inhibits,SLCO1B1,1.0,drugbank,DRUG,TARGET
Eluxadoline,substrate_of,ABCC2,1.0,drugbank,DRUG,TARGET
Eluxadoline,substrate_of,SLC22A8,1.0,drugbank,DRUG,TARGET
Bismuth subcitrate potassium,inhibits,clpX,1.0,drugbank,DRUG,TARGET
Lumacaftor,induces,CYP3A4,1.0,drugbank,DRUG,TARGET
Lumacaftor,induces,CYP2B6,1.0,drugbank,DRUG,TARGET
Lumacaftor,inhibits,CYP2C8,1.0,drugbank,DRUG,TARGET
Lumacaftor,induces,CYP2C8,1.0,drugbank,DRUG,TARGET
Lumacaftor,inhibits,CYP2C9,1.0,drugbank,DRUG,TARGET
Lumacaftor,induces,CYP2C9,1.0,drugbank,DRUG,TARGET
Lumacaftor,induces,CYP2C19,1.0,drugbank,DRUG,TARGET
Lumacaftor,modulates,CFTR,1.0,drugbank,DRUG,TARGET
Lumacaftor,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Lumacaftor,induces,ABCB1,1.0,drugbank,DRUG,TARGET
Lumacaftor,binds,ALB,1.0,drugbank,DRUG,TARGET
Polyethylene glycol,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Tianeptine,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Tianeptine,activates,OPRM1,1.0,drugbank,DRUG,TARGET
Tianeptine,inhibits,SLC6A4,1.0,drugbank,DRUG,TARGET
Tianeptine,modulates,GRIA1,1.0,drugbank,DRUG,TARGET
Tianeptine,inhibits,HTR1A,1.0,drugbank,DRUG,TARGET
Tianeptine,activates,DRD3,1.0,drugbank,DRUG,TARGET
Rolapitant,inhibits,CYP2D6,1.0,drugbank,DRUG,TARGET
Rolapitant,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Rolapitant,inhibits,TACR1,1.0,drugbank,DRUG,TARGET
Rolapitant,inhibits,ABCG2,1.0,drugbank,DRUG,TARGET
Rolapitant,inhibits,ABCB1,1.0,drugbank,DRUG,TARGET
Ombitasvir,substrate_of,CYP2C8,1.0,drugbank,DRUG,TARGET
Ombitasvir,inhibits,UGT1A1,1.0,drugbank,DRUG,TARGET
Ombitasvir,inhibits,NS5A,1.0,drugbank,DRUG,TARGET
Ombitasvir,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Ombitasvir,substrate_of,ABCG2,1.0,drugbank,DRUG,TARGET
Paritaprevir,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Paritaprevir,substrate_of,CYP3A5,1.0,drugbank,DRUG,TARGET
Paritaprevir,inhibits,UGT1A1,1.0,drugbank,DRUG,TARGET
Paritaprevir,inhibits,NS3/4A,1.0,drugbank,DRUG,TARGET
Paritaprevir,inhibits,gag-pol,1.0,drugbank,DRUG,TARGET
Paritaprevir,inhibits,ABCG2,1.0,drugbank,DRUG,TARGET
Paritaprevir,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Paritaprevir,substrate_of,SLCO1B1,1.0,drugbank,DRUG,TARGET
Paritaprevir,inhibits,SLCO1B1,1.0,drugbank,DRUG,TARGET
Paritaprevir,substrate_of,SLCO1B3,1.0,drugbank,DRUG,TARGET
Paritaprevir,inhibits,SLCO1B3,1.0,drugbank,DRUG,TARGET
Tenofovir alafenamide,substrate_of,CTSA,1.0,drugbank,DRUG,TARGET
Tenofovir alafenamide,substrate_of,CES1,1.0,drugbank,DRUG,TARGET
Tenofovir alafenamide,substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
Tenofovir alafenamide,substrate_of,AK1,1.0,drugbank,DRUG,TARGET
Tenofovir alafenamide,substrate_of,AK2,1.0,drugbank,DRUG,TARGET
Tenofovir alafenamide,substrate_of,NME1,1.0,drugbank,DRUG,TARGET
Tenofovir alafenamide,substrate_of,NME2,1.0,drugbank,DRUG,TARGET
Tenofovir alafenamide,inhibits,pol,1.0,drugbank,DRUG,TARGET
Tenofovir alafenamide,inhibits,gag-pol,1.0,drugbank,DRUG,TARGET
Tenofovir alafenamide,inhibits,rt,1.0,drugbank,DRUG,TARGET
Tenofovir alafenamide,substrate_of,ABCB1,1.0,drugbank,DRUG,TARGET
Tenofovir alafenamide,substrate_of,ABCC4,1.0,drugbank,DRUG,TARGET
Tenofovir alafenamide,substrate_of,SLC22A6,1.0,drugbank,DRUG,TARGET
Tenofovir alafenamide,substrate_of,SLC22A8,1.0,drugbank,DRUG,TARGET
Tenofovir alafenamide,substrate_of,ABCG2,1.0,drugbank,DRUG,TARGET
Tenofovir alafenamide,substrate_of,SLCO1B1,1.0,drugbank,DRUG,TARGET
Tenofovir alafenamide,substrate_of,SLCO1B3,1.0,drugbank,DRUG,TARGET
Tenofovir alafenamide,binds,ALB,1.0,drugbank,DRUG,TARGET
"Synthetic Conjugated Estrogens, A",substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
"Synthetic Conjugated Estrogens, A",activates,ESR1,1.0,drugbank,DRUG,TARGET
"Synthetic Conjugated Estrogens, A",induces,SERPINA7,1.0,drugbank,DRUG,TARGET
"Synthetic Conjugated Estrogens, B",substrate_of,CYP3A4,1.0,drugbank,DRUG,TARGET
"Synthetic Conjugated Estrogens, B",activates,ESR1,1.0,drugbank,DRUG,TARGET
